irricode	irritype	efficiency	irridose	dateirri
BVIT687	1	1	0.1	26-12-1986
BVIT687	1	1	0.1	27-12-1986
BVIT687	1	1	0.1	28-12-1986
BVIT687	1	1	0.2	29-12-1986
BVIT687	1	1	0.1	30-12-1986
BVIT687	1	1	5.2	31-12-1986
BVIT687	1	1	6.9	01-01-1987
BVIT687	1	1	4.2	02-01-1987
BVIT687	1	1	0.1	03-01-1987
BVIT687	1	1	0.1	04-01-1987
BVIT687	1	1	0.3	09-01-1987
BVIT687	1	1	0.1	11-01-1987
BVIT687	1	1	0.1	12-01-1987
BVIT687	1	1	0.1	13-01-1987
BVIT687	1	1	4.5	14-01-1987
BVIT687	1	1	2	15-01-1987
BVIT687	1	1	3.5	16-01-1987
BVIT687	1	1	4.8	17-01-1987
BVIT687	1	1	4.8	18-01-1987
BVIT687	1	1	0.1	19-01-1987
BVIT687	1	1	0.2	20-01-1987
BVIT687	1	1	1	21-01-1987
BVIT687	1	1	5.7	22-01-1987
BVIT687	1	1	4.1	23-01-1987
BVIT687	1	1	5.7	24-01-1987
BVIT687	1	1	5.7	25-01-1987
BVIT687	1	1	0.1	26-01-1987
BVIT687	1	1	0.1	27-01-1987
BVIT687	1	1	0.1	28-01-1987
BVIT687	1	1	0.1	29-01-1987
BVIT687	1	1	0.1	30-01-1987
BVIT687	1	1	0.1	31-01-1987
BVIT687	1	1	0.3	01-02-1987
BVIT687	1	1	0.1	02-02-1987
BVIT687	1	1	0.1	03-02-1987
BVIT687	1	1	0.1	05-02-1987
BVIT687	1	1	0.1	06-02-1987
BVIT687	1	1	0.1	07-02-1987
BVIT687	1	1	0.1	08-02-1987
BVIT687	1	1	0.2	09-02-1987
BVIT687	1	1	0.1	10-02-1987
BVIT687	1	1	0.1	11-02-1987
BVIT687	1	1	0.1	12-02-1987
BVIT687	1	1	0.1	13-02-1987
BVIT687	1	1	0.1	14-02-1987
BVIT687	1	1	0.2	15-02-1987
BVIT687	1	1	0.1	16-02-1987
BVIT687	1	1	0.1	17-02-1987
BVIT687	1	1	0.1	18-02-1987
BVIT687	1	1	0.1	19-02-1987
BVIT687	1	1	0.1	20-02-1987
BVIT687	1	1	0.1	21-02-1987
BVIT687	1	1	0.2	22-02-1987
BVIT687	1	1	0.1	23-02-1987
BVIT687	1	1	0.1	24-02-1987
BVIT687	1	1	0.1	25-02-1987
BVIT687	1	1	3.5	26-02-1987
BVIT687	1	1	4.7	27-02-1987
BVIT687	1	1	0.1	28-02-1987
BVIT687	1	1	0.1	01-03-1987
BVIT687	1	1	5.2	02-03-1987
BVIT687	1	1	6	03-03-1987
BVIT687	1	1	6	04-03-1987
BVIT687	1	1	6	05-03-1987
BVIT687	1	1	0.1	06-03-1987
BVIT687	1	1	0.1	07-03-1987
BVIT687	1	1	1.3	08-03-1987
BVIT687	1	1	5.6	09-03-1987
BVIT687	1	1	5.6	10-03-1987
BVIT687	1	1	5.6	11-03-1987
BVIT687	1	1	5.6	12-03-1987
BVIT687	1	1	3.8	13-03-1987
BVIT687	1	1	8.1	18-03-1987
BVIT687	1	1	0.1	19-03-1987
BVIT687	1	1	0.1	20-03-1987
BVIT687	1	1	0.1	21-03-1987
BVIT687	1	1	0.2	22-03-1987
BVIT687	1	1	0.1	23-03-1987
BVIT687	1	1	0.1	24-03-1987
BVIT687	1	1	0.2	25-03-1987
BVIT687	1	1	1.7	26-03-1987
BVIT687	1	1	4.9	27-03-1987
BVIT687	1	1	4.9	28-03-1987
BVIT687	1	1	0.1	29-03-1987
BVIT687	1	1	0.2	30-03-1987
BVIT687	1	1	4.3	11-04-1987
BVIT687	1	1	2.8	12-04-1987
BVIT687	1	1	0.1	29-04-1987
BVIT687	1	1	0.1	30-04-1987
BVIT687	1	1	0.1	01-05-1987
BVIT687	1	1	0.1	02-05-1987
BVIT687	1	1	0.2	03-05-1987
BVIT687	1	1	0.1	04-05-1987
BVIT687	1	1	0.4	05-05-1987
BVIT687	1	1	0.2	06-05-1987
BVIT687	1	1	0.2	07-05-1987
BVIT687	1	1	0.2	08-05-1987
BVIT687	1	1	4.9	10-05-1987
BVIT687	1	1	3.4	11-05-1987
BVIT687	1	1	0.6	12-05-1987
BVIT687	1	1	0.1	13-05-1987
BVIT687	1	1	0.1	14-05-1987
BVIT687	1	1	0.3	15-05-1987
BVIT687	1	1	2.6	16-05-1987
BVIT687	1	1	1.6	17-05-1987
BVIT687	1	1	0.1	18-05-1987
BVIT687	1	1	0.1	19-05-1987
BVIT687	1	1	0.1	20-05-1987
BVIT687	1	1	0.1	21-05-1987
BVIT687	1	1	0.1	22-05-1987
BVIT687	1	1	0.1	23-05-1987
BVIT687	1	1	0.2	24-05-1987
BVIT687	1	1	0.1	25-05-1987
BVIT687	1	1	0.1	26-05-1987
BVIT687	1	1	0.1	27-05-1987
BVIT687	1	1	0.1	28-05-1987
BVIT687	1	1	0.1	29-05-1987
BVIT687	1	1	2	30-05-1987
BVIT687	1	1	2.4	31-05-1987
BVIT687	1	1	2.4	01-06-1987
BVIT687	1	1	2.3	02-06-1987
BVIT687	1	1	2.3	03-06-1987
BVIT687	1	1	2.3	04-06-1987
BVIT687	1	1	2.3	05-06-1987
BVIT687	1	1	2.3	06-06-1987
BVIT687	1	1	0.9	07-06-1987
BVIT687	1	1	2	10-06-1987
BVIT687	1	1	2	11-06-1987
BVIT687	1	1	2	12-06-1987
BVIT687	1	1	2	14-06-1987
BVIT687	1	1	1.5	15-06-1987
BVIT687	1	1	1.3	16-06-1987
BVIT687	1	1	2	17-06-1987
BVIT687	1	1	2	18-06-1987
BVIT687	1	1	2	19-06-1987
BVIT687	1	1	2	20-06-1987
BVIT687	1	1	2	21-06-1987
BVIT687	1	1	1.2	22-06-1987
BVIT687	1	1	1.2	23-06-1987
BVIT687	1	1	1.2	24-06-1987
BVIT687	1	1	1.2	25-06-1987
BVIT687	1	1	0.1	26-06-1987
BVIT687	1	1	0.1	27-06-1987
BVIT687	1	1	0.3	28-06-1987
BVIT687	1	1	0.1	29-06-1987
BVIT687	1	1	0.1	30-06-1987
BVIT687	1	1	0.1	01-07-1987
BVIT687	1	1	0.1	02-07-1987
BVIT687	1	1	0.1	03-07-1987
BVIT687	1	1	0.1	04-07-1987
BVIT687	1	1	0.3	05-07-1987
BVIT687	1	1	0.1	06-07-1987
BVIT687	1	1	0.1	07-07-1987
BVIT687	1	1	0.5	21-07-1987
BVIT687	1	1	0.1	22-07-1987
BVIT687	1	1	0.1	23-07-1987
BVIT687	1	1	0.4	24-07-1987
BVIT687	1	1	0.1	25-07-1987
BVIT687	1	1	0.1	26-07-1987
BVIT687	1	1	0.1	27-07-1987
BVIT687	1	1	0.1	28-07-1987
BVIT688	1	1	0.7	19-08-1987
BVIT688	1	1	2.1	20-08-1987
BVIT688	1	1	2.1	21-08-1987
BVIT688	1	1	2.1	22-08-1987
BVIT688	1	1	1.6	23-08-1987
BVIT688	1	1	2.1	24-08-1987
BVIT688	1	1	2.3	25-08-1987
BVIT688	1	1	2.3	26-08-1987
BVIT688	1	1	1.2	27-08-1987
BVIT688	1	1	2.3	28-08-1987
BVIT688	1	1	2.3	29-08-1987
BVIT688	1	1	2.3	30-08-1987
BVIT688	1	1	2.5	31-08-1987
BVIT688	1	1	1.2	01-09-1987
BVIT688	1	1	2.5	02-09-1987
BVIT688	1	1	2.5	03-09-1987
BVIT688	1	1	2.5	04-09-1987
BVIT688	1	1	2.5	05-09-1987
BVIT688	1	1	1.4	06-09-1987
BVIT688	1	1	2.6	07-09-1987
BVIT688	1	1	2.6	08-09-1987
BVIT688	1	1	2.6	09-09-1987
BVIT688	1	1	1.9	12-09-1987
BVIT688	1	1	2.6	13-09-1987
BVIT688	1	1	2.6	14-09-1987
BVIT688	1	1	2.6	15-09-1987
BVIT688	1	1	2.6	16-09-1987
BVIT688	1	1	2.6	17-09-1987
BVIT688	1	1	2.6	18-09-1987
BVIT688	1	1	2.6	19-09-1987
BVIT688	1	1	2.6	20-09-1987
BVIT688	1	1	2.6	21-09-1987
BVIT688	1	1	2.4	22-09-1987
BVIT688	1	1	2.4	23-09-1987
BVIT688	1	1	2.4	24-09-1987
BVIT688	1	1	2.4	25-09-1987
BVIT688	1	1	2.4	26-09-1987
BVIT688	1	1	2.4	27-09-1987
BVIT688	1	1	2.2	28-09-1987
BVIT688	1	1	2.2	29-09-1987
BVIT688	1	1	0.7	30-09-1987
BVIT688	1	1	2.2	01-10-1987
BVIT688	1	1	2.2	02-10-1987
BVIT688	1	1	2.2	03-10-1987
BVIT688	1	1	2.2	04-10-1987
BVIT688	1	1	2.7	05-10-1987
BVIT688	1	1	2.7	06-10-1987
BVIT688	1	1	0.3	11-10-1987
BVIT688	1	1	2.9	12-10-1987
BVIT688	1	1	1.1	13-10-1987
BVIT688	1	1	2.9	14-10-1987
BVIT688	1	1	2.5	15-10-1987
BVIT688	1	1	2.9	16-10-1987
BVIT688	1	1	2.9	17-10-1987
BVIT688	1	1	2	18-10-1987
BVIT688	1	1	2.9	19-10-1987
BVIT688	1	1	2.9	20-10-1987
BVIT688	1	1	2.9	21-10-1987
BVIT688	1	1	2.9	22-10-1987
BVIT688	1	1	2.8	23-10-1987
BVIT688	1	1	1.5	25-10-1987
BVIT688	1	1	2.7	29-10-1987
BVIT688	1	1	6	30-10-1987
BVIT688	1	1	3.2	01-11-1987
BVIT688	1	1	3	02-11-1987
BVIT688	1	1	3	03-11-1987
BVIT688	1	1	1.6	07-11-1987
BVIT688	1	1	3	08-11-1987
BVIT688	1	1	4.2	09-11-1987
BVIT688	1	1	4.2	10-11-1987
BVIT688	1	1	4.2	11-11-1987
BVIT688	1	1	4.2	12-11-1987
BVIT688	1	1	4.2	13-11-1987
BVIT688	1	1	1.3	15-11-1987
BVIT688	1	1	5.5	16-11-1987
BVIT688	1	1	4.7	17-11-1987
BVIT688	1	1	5.1	19-11-1987
BVIT688	1	1	5.5	20-11-1987
BVIT688	1	1	5.5	21-11-1987
BVIT688	1	1	5.5	22-11-1987
BVIT688	1	1	5.2	23-11-1987
BVIT688	1	1	5.2	24-11-1987
BVIT688	1	1	5.2	25-11-1987
BVIT688	1	1	5.2	26-11-1987
BVIT688	1	1	5.2	27-11-1987
BVIT688	1	1	5.2	28-11-1987
BVIT688	1	1	5.2	29-11-1987
BVIT688	1	1	5.5	30-11-1987
BVIT688	1	1	5.5	01-12-1987
BVIT688	1	1	6	02-12-1987
BVIT688	1	1	6	03-12-1987
BVIT688	1	1	6	04-12-1987
BVIT688	1	1	6	05-12-1987
BVIT688	1	1	6	06-12-1987
BVIT688	1	1	4.2	07-12-1987
BVIT688	1	1	5.6	08-12-1987
BVIT688	1	1	2.6	10-12-1987
BVIT688	1	1	5.6	11-12-1987
BVIT688	1	1	5.6	12-12-1987
BVIT688	1	1	5.6	13-12-1987
BVIT688	1	1	3.7	14-12-1987
BVIT688	1	1	6.6	15-12-1987
BVIT688	1	1	6.6	16-12-1987
BVIT688	1	1	10	22-12-1987
BVIT688	1	1	10	23-12-1987
BVIT688	1	1	5.9	24-12-1987
BVIT688	1	1	5.9	25-12-1987
BVIT688	1	1	5.9	26-12-1987
BVIT688	1	1	1.9	27-12-1987
BVIT688	1	1	6.6	28-12-1987
BVIT688	1	1	6.6	29-12-1987
BVIT688	1	1	4.3	30-12-1987
BVIT688	1	1	6.6	31-12-1987
BVIT688	1	1	6.6	01-01-1988
BVIT688	1	1	0.3	04-01-1988
BVIT688	1	1	4.5	05-01-1988
BVIT688	1	1	7.1	06-01-1988
BVIT688	1	1	7.1	07-01-1988
BVIT688	1	1	4.6	08-01-1988
BVIT688	1	1	7.1	09-01-1988
BVIT688	1	1	7.1	10-01-1988
BVIT688	1	1	7.1	11-01-1988
BVIT688	1	1	5.8	17-01-1988
BVIT688	1	1	7	18-01-1988
BVIT688	1	1	7	19-01-1988
BVIT688	1	1	7	20-01-1988
BVIT688	1	1	7	21-01-1988
BVIT688	1	1	7	22-01-1988
BVIT688	1	1	7	23-01-1988
BVIT688	1	1	2.9	24-01-1988
BVIT688	1	1	7.1	25-01-1988
BVIT688	1	1	7.1	26-01-1988
BVIT688	1	1	7.1	27-01-1988
BVIT688	1	1	7.1	28-01-1988
BVIT688	1	1	7.1	29-01-1988
BVIT688	1	1	7.1	30-01-1988
BVIT688	1	1	5.6	31-01-1988
BVIT688	1	1	5.5	01-02-1988
BVIT688	1	1	7.5	02-02-1988
BVIT688	1	1	7.5	03-02-1988
BVIT688	1	1	7.5	04-02-1988
BVIT688	1	1	7.5	05-02-1988
BVIT688	1	1	3.3	06-02-1988
BVIT688	1	1	7.5	07-02-1988
BVIT688	1	1	7.3	08-02-1988
BVIT688	1	1	4.7	12-02-1988
BVIT688	1	1	7.3	13-02-1988
BVIT688	1	1	6.5	14-02-1988
BVIT688	1	1	0.3	21-02-1988
BVIT688	1	1	5.5	23-02-1988
BVIT688	1	1	6.4	24-02-1988
BVIT688	1	1	6.4	25-02-1988
BVIT688	1	1	6.4	26-02-1988
BVIT688	1	1	6.4	27-02-1988
BVIT688	1	1	0.9	28-02-1988
BVIT688	1	1	4.8	29-02-1988
BVIT688	1	1	6.1	01-03-1988
BVIT688	1	1	6.1	02-03-1988
BVIT688	1	1	4.5	04-03-1988
BVIT688	1	1	6.1	05-03-1988
BVIT688	1	1	6.1	06-03-1988
BVIT688	1	1	6.2	07-03-1988
BVIT688	1	1	0.1	21-03-1988
BVIT688	1	1	0.4	22-03-1988
BVIT688	1	1	0.3	27-03-1988
BVIT688	1	1	2.6	28-03-1988
BVIT688	1	1	5.6	30-03-1988
BVIT688	1	1	5.6	31-03-1988
BVIT688	1	1	3.6	01-04-1988
BVIT688	1	1	4.5	04-04-1988
BVIT688	1	1	5.2	05-04-1988
BVIT688	1	1	3.3	06-04-1988
BVIT688	1	1	5.2	07-04-1988
BVIT688	1	1	5.2	08-04-1988
BVIT688	1	1	4.1	09-04-1988
BVIT688	1	1	1.6	11-04-1988
BVIT688	1	1	3.7	12-04-1988
BVIT688	1	1	3.8	20-05-1988
BVIT688	1	1	3.8	21-05-1988
BVIT688	1	1	0.3	22-05-1988
BVIT688	1	1	0.7	28-05-1988
BVIT688	1	1	2.7	29-05-1988
BVIT688	1	1	2.6	30-05-1988
BVIT688	1	1	2.6	31-05-1988
BVIT688	1	1	2.6	01-06-1988
BVIT688	1	1	0.3	05-06-1988
BVIT688	1	1	1.7	08-06-1988
BVIT688	1	1	2.4	09-06-1988
BVIT688	1	1	2.4	10-06-1988
BVIT688	1	1	2.4	11-06-1988
BVIT688	1	1	2.4	12-06-1988
BVIT688	1	1	2.2	13-06-1988
BVIT688	1	1	2.2	14-06-1988
BVIT688	1	1	2.2	15-06-1988
BVIT688	1	1	2.2	16-06-1988
BVIT688	1	1	2.2	17-06-1988
BVIT688	1	1	2.2	18-06-1988
BVIT688	1	1	2.2	19-06-1988
BVIT688	1	1	2.1	20-06-1988
BVIT688	1	1	2.1	21-06-1988
BVIT688	1	1	2.1	22-06-1988
BVIT688	1	1	2.1	23-06-1988
BVIT688	1	1	2.1	24-06-1988
BVIT688	1	1	2.1	25-06-1988
BVIT688	1	1	2.1	26-06-1988
BVIT688	1	1	2.1	27-06-1988
BVIT688	1	1	2.1	28-06-1988
BVIT688	1	1	2.1	29-06-1988
BVIT688	1	1	1.7	30-06-1988
BVIT688	1	1	0.3	06-07-1988
BVIT688	1	1	2	13-07-1988
BVIT688	1	1	2	14-07-1988
BVIT688	1	1	2	15-07-1988
BVIT688	1	1	2	16-07-1988
BVIT688	1	1	2	17-07-1988
BVIT688	1	1	1.3	18-07-1988
BVIT688	1	1	1.3	19-07-1988
BVIT688	1	1	1.3	20-07-1988
BVIT688	1	1	1.3	21-07-1988
BVIT688	1	1	1.3	22-07-1988
BVIT688	1	1	0.4	24-07-1988
BVIT688	1	1	1.5	25-07-1988
BVIT688	1	1	1.5	26-07-1988
BVIT688	1	1	1.5	27-07-1988
BVIT688	1	1	1.5	28-07-1988
BVIT688	1	1	1.5	29-07-1988
BVIT688	1	1	1.5	30-07-1988
BVIT688	1	1	1.5	31-07-1988
BVIT688	1	1	0.6	01-08-1988
BVIT688	1	1	0.6	02-08-1988
BVIT688	1	1	0.6	03-08-1988
BVIT688	1	1	0.6	04-08-1988
BVIT688	1	1	0.6	05-08-1988
BVIT688	1	1	0.6	06-08-1988
BVIT688	1	1	0.6	07-08-1988
BVIT688	1	1	0.8	10-08-1988
BVIT688	1	1	0.8	11-08-1988
BVIT688	1	1	0.8	12-08-1988
BVIT688	1	1	0.8	13-08-1988
BVIT688	1	1	0.8	14-08-1988
BVIT688	1	1	0.3	15-08-1988
BVIT689	1	1	6.1	29-08-1988
BVIT689	1	1	2.8	30-08-1988
BVIT689	1	1	1.2	05-09-1988
BVIT689	1	1	1.1	06-09-1988
BVIT689	1	1	1.1	07-09-1988
BVIT689	1	1	1.1	09-09-1988
BVIT689	1	1	1.1	11-09-1988
BVIT689	1	1	1.1	12-09-1988
BVIT689	1	1	1.1	13-09-1988
BVIT689	1	1	1.1	14-09-1988
BVIT689	1	1	1.1	15-09-1988
BVIT689	1	1	1.1	16-09-1988
BVIT689	1	1	1.1	17-09-1988
BVIT689	1	1	1.1	18-09-1988
BVIT689	1	1	1.3	19-09-1988
BVIT689	1	1	0.3	21-09-1988
BVIT689	1	1	1.3	23-09-1988
BVIT689	1	1	1.3	25-09-1988
BVIT689	1	1	1.7	26-09-1988
BVIT689	1	1	1.7	27-09-1988
BVIT689	1	1	0.6	28-09-1988
BVIT689	1	1	1.7	29-09-1988
BVIT689	1	1	1.7	30-09-1988
BVIT689	1	1	1.7	01-10-1988
BVIT689	1	1	1.7	02-10-1988
BVIT689	1	1	0.3	03-10-1988
BVIT689	1	1	2.5	06-10-1988
BVIT689	1	1	2.5	07-10-1988
BVIT689	1	1	2.5	08-10-1988
BVIT689	1	1	2.5	09-10-1988
