num_labo;long;lat;alt
4275;55.29759234;-21.12234870;0.000
8524;55.29605518;-21.05170401;0.000
8631;55.30452579;-21.06898407;0.000
8142;55.30911600;-21.18041393;0.000
8071;55.31894383;-21.20725271;0.000
8176;55.31539020;-21.18893914;0.000
8619;55.28750552;-21.05693075;0.000
7994;55.31956574;-21.21173925;0.000
4479;55.29580356;-21.12584375;0.000
8587;55.32683661;-21.02479138;0.000
4505;55.29571328;-21.12316874;0.000
8323;55.31684402;-21.03206753;0.000
8361;55.30441569;-21.05166297;0.000
4459;55.28319947;-21.08199008;0.000
8112;55.32115536;-21.20626879;0.000
7987;55.31804316;-21.15455531;0.000
4408;55.28256568;-21.07236879;0.000
7877;55.32052881;-21.16275784;0.000
4305;55.28668033;-21.08374386;0.000
4464;55.28520183;-21.08218885;0.000
8467;55.30320681;-20.99447720;0.000
8576;55.31674001;-21.03088377;0.000
4318;55.28863883;-21.10888895;0.000
8284;55.29192597;-21.05415562;0.000
8353;55.31299183;-21.05841410;0.000
8626;55.30737301;-21.07022192;0.000
8238;55.30650077;-21.20016796;0.000
8148;55.30603001;-21.19344750;0.000
8615;55.29335185;-21.05070626;0.000
7969;55.32214112;-21.19287105;0.000
8507;55.31010976;-20.97554674;0.000
4586;55.29055878;-21.09938332;0.000
8533;55.34273253;-21.00144893;0.000
4435;55.28188882;-21.06849076;0.000
8457;55.34919695;-20.96801489;0.000
8270;55.31555261;-21.03462105;0.000
8234;55.30424841;-21.22778384;0.000
4486;55.24356074;-21.06621351;0.000
4278;55.28894263;-21.07388843;0.000
8560;55.33024949;-21.01413211;0.000
7757;55.31205083;-21.19236917;0.000
8181;55.31033200;-21.20735799;0.000
8114;55.31290577;-21.19000944;0.000
8437;55.30062768;-21.02519928;0.000
4442;55.27624338;-21.06101570;0.000
8422;55.31630319;-21.02846237;0.000
7824;55.29437808;-21.22541110;0.000
8624;55.31474694;-21.01676455;0.000
8596;55.33330876;-21.01705585;0.000
8480;55.35325753;-20.96579080;0.000
8633;55.29340621;-21.03715970;0.000
8072;55.31970715;-21.19814165;0.000
7816;55.32790980;-21.22331774;0.000
8239;55.31081016;-21.19864209;0.000
8098;55.30472765;-21.18763082;0.000
8094;55.29830510;-21.22962107;0.000
4519;55.26291179;-21.09521508;0.000
7835;55.31385237;-21.19795045;0.000
8582;55.30276105;-20.98555437;0.000
4477;55.23911083;-21.06106261;0.000
7827;55.32235153;-21.19597436;0.000
8336;55.27414459;-21.04329691;0.000
4363;55.31188602;-21.08442316;0.000
4287;55.29661981;-21.11799067;0.000
4325;55.25981550;-21.08462210;0.000
8380;55.33234197;-21.00553670;0.000
8039;55.32946920;-21.22778057;0.000
7898;55.32644268;-21.21299262;0.000
7968;55.31018660;-21.17006463;0.000
7960;55.31050258;-21.15778104;0.000
8019;55.28933885;-21.21279759;0.000
4585;55.28767647;-21.10931981;0.000
8075;55.30680092;-21.19049474;0.000
8352;55.32216506;-21.02308611;0.000
4239;55.30760233;-21.08068935;0.000
4465;55.27839362;-21.08085406;0.000
4360;55.27265718;-21.06604438;0.000
4604;55.29539029;-21.08691410;0.000
8025;55.32402176;-21.22052899;0.000
8257;55.30996860;-21.01690396;0.000
8558;55.33062270;-21.01492980;0.000
8338;55.32653876;-21.02152474;0.000
8580;55.30889024;-21.01698486;0.000
7855;55.31730826;-21.17321409;0.000
4460;55.29171644;-21.09435624;0.000
4493;55.27689931;-21.06682837;0.000
8625;55.29572747;-21.03029162;0.000
7831;55.30622778;-21.18246005;0.000
8062;55.31512670;-21.19406046;0.000
7838;55.30868252;-21.15274102;0.000
4392;55.28171102;-21.09630451;0.000
4242;55.27614969;-21.08671697;0.000
7791;55.31664676;-21.19298676;0.000
4555;55.30194435;-21.08657858;0.000
8269;55.29077502;-21.05507015;0.000
7866;55.32692795;-21.21107712;0.000
7899;55.32685384;-21.20992932;0.000
8178;55.30882579;-21.20783486;0.000
8283;55.30054041;-21.04598158;0.000
7801;55.29654722;-21.21817985;0.000
4495;55.28670497;-21.03659608;0.000
4359;55.26033695;-21.08234217;0.000
4243;55.27811865;-21.08667757;0.000
7719;55.31642741;-21.19477565;0.000
8230;55.32322397;-21.18753523;0.000
7728;55.32225400;-21.19913494;0.000
8129;55.30822731;-21.22692606;0.000
8521;55.28888588;-21.03485312;0.000
4469;55.27746861;-21.06625654;0.000
7821;55.30781093;-21.20711441;0.000
7753;55.30925274;-21.19934699;0.000
4611;55.29349399;-21.12483299;0.000
8392;55.30563611;-21.01942904;0.000
7950;55.29537980;-21.22226583;0.000
4539;55.30215955;-21.12281253;0.000
4444;55.27601986;-21.08410250;0.000
7892;55.32707320;-21.21584146;0.000
8426;55.35242877;-20.96902752;0.000
7842;55.30474654;-21.20803125;0.000
7896;55.31596620;-21.21127349;0.000
8123;55.30591357;-21.20991328;0.000
4389;55.30292569;-21.09693168;0.000
8135;55.32181330;-21.18132834;0.000
8614;55.31217707;-20.97262813;0.000
8262;55.34508289;-21.00400190;0.000
7972;55.32546195;-21.21656413;0.000
8118;55.29659853;-21.22460047;0.000
4560;55.24334460;-21.05723749;0.000
7726;55.29776295;-21.22069042;0.000
7933;55.32203687;-21.17018716;0.000
4326;55.25474774;-21.05967911;0.000
8365;55.28810392;-21.06779171;0.000
4445;55.29280718;-21.07948893;0.000
8193;55.31563805;-21.20423335;0.000
8052;55.32116708;-21.21335400;0.000
8339;55.34930174;-20.96278891;0.000
8370;55.34939289;-20.96427205;0.000
4430;55.28942262;-21.07828577;0.000
8329;55.30359273;-21.01977120;0.000
4308;55.30305961;-21.11296924;0.000
8289;55.29805234;-21.05243570;0.000
7918;55.31903179;-21.20379301;0.000
4434;55.28169094;-21.06917063;0.000
8476;55.35182914;-20.96644486;0.000
7937;55.32825418;-21.20106308;0.000
8557;55.33862697;-20.99661476;0.000
8453;55.28859005;-21.05376129;0.000
7958;55.31623102;-21.22185989;0.000
4455;55.27992114;-21.06707955;0.000
8498;55.28321179;-21.03614738;0.000
8383;55.30163535;-21.03072253;0.000
4272;55.25396135;-21.06699432;0.000
8158;55.30459205;-21.22681382;0.000
4590;55.29506550;-21.11733082;0.000
4379;55.29781352;-21.09797869;0.000
8508;55.34048680;-21.00161605;0.000
8083;55.32639213;-21.21782486;0.000
8559;55.32431068;-21.00713453;0.000
4344;55.28429427;-21.03856175;0.000
8529;55.31304849;-21.01740703;0.000
8475;55.31066685;-21.01506841;0.000
8414;55.31938101;-21.02273977;0.000
8056;55.29077305;-21.21417683;0.000
4334;55.29368020;-21.09359269;0.000
7722;55.30692503;-21.20615801;0.000
8463;55.32496038;-21.01963851;0.000
4498;55.29944796;-21.12146498;0.000
4362;55.24671702;-21.07276543;0.000
4319;55.29558817;-21.09993102;0.000
7800;55.31391455;-21.19402372;0.000
8330;55.32730389;-21.02303872;0.000
7859;55.31962884;-21.20184181;0.000
4562;55.28064559;-21.09050014;0.000
4512;55.28695350;-21.11981875;0.000
4592;55.29115574;-21.11834992;0.000
7932;55.31496847;-21.21009852;0.000
8126;55.31265176;-21.21046721;0.000
4366;55.28538106;-21.09483967;0.000
8493;55.30018676;-21.04697492;0.000
7772;55.31945786;-21.15775926;0.000
8412;55.28998678;-21.05488317;0.000
4356;55.29103558;-21.08654396;0.000
7927;55.32584865;-21.19612263;0.000
8084;55.32994321;-21.21223499;0.000
8320;55.33365228;-20.99178802;0.000
8452;55.30383017;-21.05220420;0.000
4419;55.27920975;-21.07881590;0.000
8611;55.35396005;-20.96362910;0.000
8197;55.31520054;-21.18353940;0.000
7775;55.31230824;-21.15273007;0.000
7755;55.32205875;-21.20811327;0.000
4265;55.25413741;-21.07761336;0.000
8194;55.32962899;-21.21472128;0.000
4354;55.29386574;-21.08417935;0.000
4556;55.30105150;-21.08635758;0.000
4580;55.27751685;-21.07456082;0.000
7919;55.31886900;-21.18685466;0.000
8150;55.30662336;-21.19202294;0.000
8165;55.29278098;-21.19254655;0.000
7787;55.30016034;-21.13129746;0.000
8228;55.32287433;-21.20894299;0.000
8090;55.32117345;-21.18428417;0.000
7943;55.32481217;-21.20367121;0.000
7876;55.29875395;-21.22961621;0.000
4607;55.33201234;-21.10081238;0.000
8312;55.35302615;-20.95301127;0.000
7798;55.31080820;-21.21260322;0.000
8517;55.32568105;-21.03518250;0.000
7718;55.32155904;-21.20079788;0.000
8299;55.31894100;-21.02000322;0.000
8248;55.32512084;-21.20784940;0.000
4576;55.25717806;-21.07916896;0.000
8180;55.31858410;-21.21535357;0.000
8500;55.28053817;-21.05743326;0.000
8376;55.31403583;-21.02867060;0.000
8057;55.32354731;-21.20249782;0.000
4593;55.29173913;-21.11953679;0.000
7847;55.32162907;-21.16484542;0.000
4351;55.25107072;-21.05891605;0.000
8267;55.29548255;-21.05757003;0.000
8496;55.30007919;-21.04563600;0.000
8489;55.35825829;-20.96703849;0.000
4423;55.30109372;-21.06788798;0.000
8384;55.31182597;-21.03322169;0.000
8136;55.30571953;-21.20106853;0.000
8016;55.29196632;-21.21854926;0.000
7947;55.30927315;-21.21143617;0.000
8522;55.35144818;-20.96922538;0.000
8294;55.32823450;-21.02945509;0.000
4249;55.29256622;-21.07611037;0.000
8516;55.30015061;-21.03033025;0.000
8421;55.30010436;-21.05892378;0.000
8389;55.31211794;-21.01428152;0.000
8443;55.35015215;-20.96670078;0.000
8628;55.30920070;-21.07053783;0.000
7870;55.30786636;-21.13002011;0.000
8394;55.30720212;-21.02397108;0.000
8278;55.29095960;-21.06438532;0.000
8629;55.30709251;-21.06969314;0.000
8293;55.34322183;-20.99762130;0.000
8031;55.29680597;-21.21342718;0.000
4618;55.28798795;-21.03094706;0.000
7747;55.30931923;-21.15307466;0.000
4438;55.29069322;-21.07511632;0.000
4446;55.27910433;-21.07660801;0.000
4241;55.30841498;-21.08074161;0.000
7823;55.30830494;-21.18711354;0.000
4615;55.23586923;-21.06469435;0.000
8201;55.31357700;-21.19584007;0.000
8436;55.30099895;-21.02396774;0.000
4335;55.29391320;-21.08644543;0.000
8632;55.29336147;-21.03783808;0.000
7992;55.32197519;-21.21336557;0.000
8634;55.32421353;-21.03462549;0.000
7741;55.30172978;-21.23226416;0.000
8241;55.31381188;-21.19625823;0.000
8315;55.27640830;-21.04502782;0.000
7910;55.31729395;-21.18124149;0.000
7853;55.31077067;-21.17067720;0.000
8515;55.28701467;-21.04297648;0.000
7822;55.30603042;-21.21301604;0.000
8105;55.32748796;-21.21216287;0.000
8204;55.32740246;-21.21558373;0.000
4602;55.28623172;-21.10093752;0.000
7760;55.30947975;-21.20658923;0.000
8584;55.33575611;-20.98865942;0.000
4532;55.30236040;-21.08712056;0.000
4480;55.27522698;-21.05626381;0.000
4390;55.30000083;-21.09885334;0.000
4609;55.25788125;-21.08815282;0.000
7985;55.32969179;-21.20249632;0.000
8161;55.30750543;-21.23097717;0.000
8562;55.31292664;-21.02420590;0.000
8551;55.33476892;-20.99243447;0.000
7888;55.30939385;-21.15542135;0.000
8561;55.33537316;-21.02926228;0.000
4269;55.29773271;-21.08798388;0.000
4617;55.26772360;-21.05988795;0.000
8157;55.32299827;-21.20922738;0.000
8145;55.31899674;-21.18010215;0.000
8570;55.28584571;-21.04881232;0.000
8226;55.32276409;-21.22054584;0.000
4551;55.28989215;-21.09815588;0.000
4613;55.30130124;-21.08038033;0.000
7963;55.31479339;-21.18127787;0.000
7780;55.31344616;-21.15514284;0.000
7844;55.31133384;-21.17612679;0.000
4282;55.25351913;-21.06740941;0.000
4527;55.28292670;-21.10515098;0.000
8268;55.29239893;-21.05547494;0.000
8602;55.35534463;-20.96695526;0.000
7990;55.32659460;-21.20499543;0.000
8005;55.30432722;-21.19184367;0.000
4267;55.24190568;-21.07090106;0.000
8368;55.31773434;-21.02423049;0.000
8531;55.34279724;-20.99958793;0.000
8398;55.29336546;-21.05450666;0.000
8525;55.29488590;-21.05252370;0.000
4598;55.27387872;-21.07059405;0.000
8286;55.31546437;-21.02030895;0.000
8471;55.30422332;-21.01913758;0.000
4463;55.28445289;-21.07504901;0.000
8455;55.35423328;-20.97002447;0.000
8153;55.32514632;-21.18546076;0.000
8049;55.31908471;-21.17330293;0.000
7961;55.32289192;-21.20487912;0.000
8367;55.29543861;-21.02969414;0.000
4385;55.29785903;-21.08342445;0.000
7891;55.33244920;-21.21187505;0.000
7790;55.31261339;-21.15793249;0.000
8236;55.31338063;-21.19381946;0.000
8182;55.32109596;-21.17246777;0.000
8572;55.31487058;-21.02934651;0.000
8199;55.31517271;-21.18257931;0.000
7945;55.29204276;-21.21273885;0.000
8549;55.28710403;-21.02912935;0.000
8134;55.32094306;-21.18074239;0.000
8450;55.29211639;-21.04020705;0.000
7895;55.31622374;-21.21237988;0.000
8265;55.30247067;-21.06457246;0.000
7917;55.31461956;-21.19351127;0.000
4488;55.24459366;-21.06851593;0.000
4422;55.29939888;-21.06822579;0.000
8218;55.30109109;-21.19928654;0.000
8434;55.31085795;-21.02453420;0.000
8545;55.29442819;-21.05652675;0.000
8104;55.32341614;-21.21557015;0.000
7942;55.30734972;-21.18774542;0.000
8100;55.32735830;-21.19580552;0.000
7907;55.32077108;-21.17573986;0.000
4558;55.25058451;-21.07850497;0.000
8440;55.33758581;-20.99562266;0.000
8456;55.35307640;-20.96420328;0.000
8382;55.30999696;-21.01392906;0.000
7751;55.32394826;-21.18964605;0.000
4381;55.29814997;-21.09256320;0.000
7849;55.31942247;-21.16541136;0.000
4414;55.27377315;-21.06774707;0.000
7766;55.31246834;-21.21403893;0.000
7809;55.30880827;-21.15154655;0.000
4387;55.30446205;-21.07374277;0.000
7845;55.30771962;-21.21247125;0.000
8276;55.30453485;-21.02917345;0.000
4296;55.28312334;-21.10545278;0.000
4238;55.25764300;-21.06733446;0.000
8360;55.32381857;-21.01465187;0.000
8009;55.31558437;-21.17532047;0.000
8337;55.30350314;-20.96514216;0.000
8011;55.32081215;-21.21060721;0.000
8288;55.30307287;-21.03135677;0.000
7929;55.32304211;-21.17848283;0.000
8465;55.33955530;-20.99279845;0.000
4474;55.24792487;-21.08558198;0.000
8225;55.30863384;-21.14837498;0.000
8196;55.32686789;-21.18723089;0.000
8539;55.31415084;-21.01577254;0.000
8400;55.30640011;-21.03019550;0.000
4472;55.26642993;-21.09368223;0.000
7794;55.32936495;-21.21385608;0.000
7936;55.32339246;-21.18054947;0.000
8538;55.31341787;-21.01550952;0.000
4515;55.27491479;-21.09377793;0.000
8214;55.30119575;-21.13259697;0.000
4567;55.26086544;-21.06107837;0.000
8423;55.30250510;-21.06076361;0.000
8613;55.29151796;-21.04249697;0.000
8343;55.29558783;-21.04758929;0.000
4466;55.31312800;-21.06801702;0.000
8348;55.31946640;-21.02072390;0.000
8122;55.32292967;-21.18756155;0.000
8354;55.31012037;-21.01692799;0.000
4490;55.24629385;-21.08117473;0.000
8237;55.31089209;-21.20109784;0.000
8359;55.28693880;-21.03260398;0.000
7996;55.32454892;-21.21237580;0.000
4253;55.29437784;-21.07910521;0.000
8340;55.30463315;-21.03356081;0.000
4448;55.29694340;-21.07020935;0.000
4620;55.26880848;-21.06520489;0.000
4511;55.29004736;-21.08068415;0.000
8045;55.31296942;-21.18223423;0.000
8554;55.34243926;-20.99820074;0.000
8149;55.32634436;-21.21744168;0.000
8007;55.31868905;-21.16218328;0.000
4328;55.28357357;-21.06951129;0.000
8030;55.32479647;-21.21866139;0.000
8198;55.31872683;-21.16078983;0.000
4271;55.28657749;-21.10410418;0.000
7921;55.33110269;-21.21781015;0.000
7999;55.32641710;-21.21260633;0.000
4564;55.28082511;-21.08618744;0.000
7897;55.31513500;-21.17060744;0.000
4534;55.28374291;-21.06615109;0.000
8555;55.31339067;-21.03165007;0.000
7924;55.32733685;-21.22399609;0.000
8152;55.33117098;-21.21023198;0.000
4508;55.28632230;-21.07695651;0.000
4396;55.29368699;-21.09662821;0.000
7920;55.31558413;-21.19448414;0.000
4312;55.28606508;-21.09521839;0.000
7939;55.30989853;-21.20970308;0.000
8174;55.32707929;-21.19367240;0.000
7857;55.32055744;-21.17340123;0.000
8013;55.30726570;-21.18576205;0.000
7723;55.32106930;-21.17424661;0.000
8172;55.31394296;-21.17776773;0.000
8610;55.35365688;-20.96748223;0.000
4277;55.29171273;-21.06190790;0.000
8208;55.32229215;-21.18964909;0.000
8168;55.30310621;-21.20656205;0.000
4331;55.27495851;-21.06661821;0.000
4542;55.30208100;-21.09579996;0.000
8306;55.29701242;-21.05264628;0.000
8116;55.33084693;-21.22492613;0.000
8550;55.29577926;-21.06922283;0.000
7925;55.32420502;-21.17799919;0.000
8144;55.31657203;-21.20910283;0.000
4594;55.29238593;-21.11834902;0.000
8544;55.30375197;-21.06088653;0.000
8349;55.32139319;-21.02278525;0.000
8250;55.29891079;-21.12982074;0.000
8607;55.30622042;-21.02091287;0.000
7993;55.30470214;-21.23168960;0.000
4553;55.28493796;-21.09725428;0.000
8243;55.31266009;-21.15700964;0.000
8279;55.31174044;-21.02636370;0.000
8235;55.30886562;-21.22560484;0.000
4591;55.29305153;-21.11795032;0.000
8281;55.34301910;-20.99536764;0.000
8342;55.29018705;-21.03981206;0.000
4251;55.31675817;-21.08013858;0.000
4420;55.29498696;-21.08630573;0.000
8264;55.31971841;-21.02602338;0.000
8461;55.34119593;-21.00100324;0.000
8156;55.32646818;-21.21718769;0.000
4614;55.27497766;-21.08740011;0.000
8096;55.31501426;-21.20196564;0.000
8494;55.28303942;-21.03536383;0.000
4524;55.25605077;-21.09272123;0.000
4554;55.26717171;-21.05747875;0.000
8374;55.32275819;-21.02206860;0.000
7904;55.32272785;-21.21943884;0.000
4462;55.29376898;-21.09567458;0.000
8217;55.31095031;-21.19718148;0.000
8080;55.31251469;-21.22863075;0.000
8012;55.31141084;-21.18708537;0.000
4402;55.30506457;-21.12241709;0.000
4400;55.29397011;-21.09459535;0.000
4473;55.28408530;-21.07739595;0.000
4315;55.23672575;-21.06677526;0.000
8357;55.34303956;-21.00992865;0.000
8578;55.31694114;-21.02619830;0.000
7940;55.31155773;-21.17008331;0.000
7736;55.30621212;-21.20447777;0.000
7900;55.32738908;-21.19859327;0.000
8317;55.28645169;-21.05207913;0.000
4384;55.28815642;-21.12049889;0.000
8464;55.34340479;-20.99490820;0.000
4276;55.28629038;-21.08648965;0.000
8048;55.31184310;-21.19933522;0.000
4483;55.24087206;-21.06762308;0.000
4256;55.28634988;-21.07841142;0.000
8002;55.32712535;-21.22444947;0.000
4261;55.28738957;-21.10214970;0.000
