num_labo;long;lat;alt
8485;55.35470192;-20.96318974;0.000
4572;55.29515389;-21.08213319;0.000
4410;55.27214585;-21.06763866;0.000
4263;55.29811415;-21.07460429;0.000
8073;55.31984992;-21.19714510;0.000
4306;55.30219993;-21.08250836;0.000
8593;55.32947235;-21.03248944;0.000
8017;55.32504070;-21.18002692;0.000
8413;55.29523052;-21.05299730;0.000
7923;55.33348400;-21.22043218;0.000
8301;55.27627499;-21.05827373;0.000
8618;55.28988797;-21.05594425;0.000
4485;55.24177636;-21.06676990;0.000
4548;55.30659718;-21.07422043;0.000
4316;55.23906873;-21.07271269;0.000
7724;55.31889145;-21.17499088;0.000
7776;55.30962927;-21.17907493;0.000
8211;55.30712721;-21.19139933;0.000
8497;55.28929374;-21.04501046;0.000
8077;55.31354766;-21.17714193;0.000
4578;55.27495674;-21.07642985;0.000
4391;55.29841924;-21.09849009;0.000
4382;55.29569571;-21.07083375;0.000
8391;55.32135572;-21.01367815;0.000
4388;55.28299942;-21.08771078;0.000
4509;55.29525075;-21.07867003;0.000
4397;55.28237256;-21.09451569;0.000
8350;55.31861566;-21.01845668;0.000
8594;55.34772849;-21.00618868;0.000
8249;55.31948716;-21.21821989;0.000
8065;55.33244850;-21.22179461;0.000
7784;55.30819501;-21.22548470;0.000
7905;55.31302959;-21.16377512;0.000
8078;55.33083314;-21.21617450;0.000
7928;55.32775455;-21.21811118;0.000
8274;55.33233108;-20.99151613;0.000
8254;55.30913306;-21.01810231;0.000
7796;55.32204402;-21.19323425;0.000
4547;55.30906785;-21.07533209;0.000
7792;55.32371711;-21.17325966;0.000
8033;55.30109954;-21.20371383;0.000
7964;55.31490640;-21.18107325;0.000
8408;55.28836362;-21.05332090;0.000
4279;55.28564930;-21.09267343;0.000
4280;55.29888006;-21.09624832;0.000
7826;55.31886375;-21.18257647;0.000
8547;55.30974990;-21.06360060;0.000
8451;55.30713250;-21.03449839;0.000
7883;55.33033352;-21.21799782;0.000
4264;55.30217010;-21.08440832;0.000
7770;55.30234260;-21.16377198;0.000
8143;55.32595179;-21.18273119;0.000
4521;55.25470551;-21.09053937;0.000
4307;55.23673508;-21.06094841;0.000
7863;55.30345554;-21.18522219;0.000
8402;55.28883326;-21.06604282;0.000
4575;55.28200449;-21.07719614;0.000
4523;55.25656385;-21.09219147;0.000
8542;55.30147437;-21.06269363;0.000
4518;55.29967992;-21.08829339;0.000
4439;55.29151743;-21.07482281;0.000
8316;55.29025823;-21.05329237;0.000
8532;55.34201665;-21.00075864;0.000
8108;55.33044209;-21.21912049;0.000
8167;55.31908307;-21.20460591;0.000
8183;55.31202287;-21.16885580;0.000
8000;55.31371816;-21.21242975;0.000
8519;55.35453613;-20.95413093;0.000
7869;55.33294098;-21.21574375;0.000
8076;55.31408954;-21.19162712;0.000
4322;55.29160986;-21.06299884;0.000
4491;55.27253438;-21.06988341;0.000
8417;55.30181579;-21.02972997;0.000
7811;55.30776075;-21.20969463;0.000
7865;55.30419831;-21.13285494;0.000
7995;55.31777230;-21.20320117;0.000
4507;55.28673536;-21.07608517;0.000
8460;55.34113045;-20.99983987;0.000
8314;55.29639393;-21.03017167;0.000
8556;55.27278402;-21.05871961;0.000
8055;55.31769893;-21.19002260;0.000
8117;55.31329757;-21.20526427;0.000
8499;55.28765184;-21.06170209;0.000
8304;55.34077505;-20.99858322;0.000
7930;55.32167650;-21.18586485;0.000
8592;55.31882190;-21.02645505;0.000
4503;55.30384246;-21.11845042;0.000
8102;55.32736830;-21.21575844;0.000
8512;55.29713427;-21.05830203;0.000
4311;55.31487818;-21.09156836;0.000
7871;55.32502793;-21.18748488;0.000
4484;55.24257756;-21.06614611;0.000
8420;55.27056031;-21.04178264;0.000
8530;55.30997194;-21.01817680;0.000
4353;55.28800052;-21.08502555;0.000
8245;55.32200089;-21.19355236;0.000
4246;55.31000441;-21.07814820;0.000
7893;55.31432746;-21.17607392;0.000
7740;55.31645993;-21.19883222;0.000
7744;55.30669138;-21.20423653;0.000
8520;55.29418253;-21.05691885;0.000
4273;55.26969331;-21.06389948;0.000
4350;55.26905673;-21.06806820;0.000
7829;55.31205499;-21.18521467;0.000
8044;55.32348200;-21.17722142;0.000
8261;55.33449330;-21.00159707;0.000
8210;55.31383689;-21.20041563;0.000
7911;55.31133169;-21.16908438;0.000
4309;55.28475923;-21.09320581;0.000
4588;55.28463804;-21.10715879;0.000
4274;55.29601076;-21.11856882;0.000
7850;55.30785109;-21.18471806;0.000
4364;55.26314938;-21.08143795;0.000
4451;55.30685948;-21.07670851;0.000
4433;55.28101610;-21.07021984;0.000
8642;55.33160337;-21.01851840;0.000
8579;55.32059195;-21.01560801;0.000
4290;55.24138632;-21.07220529;0.000
8432;55.31584821;-21.03298019;0.000
8409;55.29128985;-21.05382343;0.000
8321;55.28046566;-21.04843449;0.000
8054;55.30780061;-21.20399425;0.000
8297;55.32444148;-21.01884257;0.000
8569;55.32752234;-21.01362974;0.000
7952;55.31353776;-21.16651318;0.000
4470;55.28592445;-21.03654253;0.000
8405;55.33856042;-21.00034471;0.000
4587;55.30238920;-21.09525677;0.000
8221;55.31350919;-21.19312720;0.000
8185;55.32207424;-21.19127862;0.000
4266;55.23479446;-21.06478910;0.000
4310;55.30204445;-21.08364297;0.000
7967;55.32492490;-21.19350428;0.000
8163;55.32111525;-21.19721360;0.000
4457;55.28739935;-21.07245475;0.000
4550;55.29046107;-21.09795680;0.000
8472;55.30465611;-21.02092946;0.000
4365;55.26367759;-21.08132870;0.000
8219;55.31141965;-21.19751934;0.000
8482;55.32819772;-21.01011111;0.000
8171;55.31270990;-21.17751494;0.000
7959;55.30939894;-21.20149708;0.000
8146;55.32069159;-21.17945516;0.000
8087;55.31035779;-21.17457810;0.000
7979;55.31992941;-21.17844473;0.000
4409;55.28169652;-21.07281307;0.000
7748;55.31279223;-21.15184137;0.000
8242;55.27857646;-21.13882002;0.000
8128;55.30922042;-21.22634435;0.000
7890;55.30940135;-21.15760152;0.000
8028;55.31858955;-21.19586199;0.000
4321;55.31101050;-21.08437667;0.000
8399;55.27522033;-21.05910485;0.000
4541;55.29745906;-21.09754645;0.000
8106;55.31768165;-21.19268643;0.000
8571;55.30557577;-21.02306888;0.000
7820;55.31582471;-21.19305963;0.000
4297;55.29272027;-21.09292424;0.000
7734;55.31781401;-21.22815608;0.000
8444;55.30547342;-21.02229844;0.000
4454;55.27887134;-21.06757825;0.000
8635;55.33314822;-21.02829155;0.000
4299;55.28415483;-21.06407736;0.000
8184;55.31285039;-21.16884765;0.000
8462;55.32616108;-21.01939679;0.000
8600;55.29137670;-21.04975696;0.000
8385;55.28986344;-21.06471094;0.000
8458;55.34932282;-20.96884719;0.000
8341;55.31875869;-21.02769289;0.000
7765;55.33080258;-21.21082232;0.000
4394;55.29511834;-21.08475832;0.000
8318;55.31242264;-21.01892723;0.000
7915;55.32231604;-21.21676127;0.000
4530;55.23683972;-21.06936573;0.000
8386;55.31252784;-21.01944621;0.000
7805;55.30505834;-21.22959011;0.000
8085;55.32345173;-21.21977736;0.000
8639;55.32922265;-21.01774134;0.000
4570;55.25881160;-21.08911829;0.000
7879;55.30086630;-21.13412910;0.000
8186;55.31275919;-21.20041945;0.000
7758;55.31740686;-21.17084413;0.000
8439;55.31736495;-21.02661436;0.000
8272;55.28523919;-21.03415856;0.000
8035;55.32846937;-21.22230949;0.000
4412;55.28291441;-21.07198745;0.000
8313;55.30501469;-21.05349387;0.000
8130;55.30961682;-21.22724782;0.000
8468;55.28679753;-21.06264392;0.000
8042;55.32182460;-21.21931292;0.000
8534;55.33656930;-20.99669011;0.000
8583;55.31746795;-21.04619693;0.000
4406;55.30288223;-21.02571850;0.000
8541;55.31960353;-21.03230068;0.000
8518;55.32767635;-21.03634847;0.000
8490;55.35681014;-20.96853270;0.000
4453;55.29374124;-21.08572041;0.000
8018;55.30221554;-21.23154943;0.000
4612;55.29694952;-21.12071415;0.000
8252;55.28821343;-21.04935230;0.000
4300;55.31488309;-21.08411051;0.000
8086;55.31164247;-21.17753960;0.000
8324;55.31956587;-21.02905080;0.000
4357;55.29211644;-21.08661364;0.000
4584;55.30216848;-21.09684841;0.000
7852;55.31218742;-21.18975057;0.000
4537;55.27186861;-21.09158469;0.000
8492;55.32508237;-21.02988232;0.000
8404;55.34122548;-21.00385178;0.000
4621;55.27334737;-21.06802397;0.000
8510;55.30718142;-21.05040693;0.000
4377;55.27669999;-21.08234127;0.000
4569;55.28403449;-21.08667096;0.000
4313;55.30161248;-21.07704096;0.000
4248;55.28088487;-21.06393535;0.000
4345;55.26947688;-21.06078891;0.000
8093;55.31741505;-21.20111241;0.000
8079;55.32145772;-21.22902200;0.000
8441;55.30590106;-21.03095614;0.000
4429;55.28293425;-21.07072533;0.000
4500;55.28514978;-21.09753926;0.000
4341;55.26828663;-21.06638628;0.000
8240;55.31873320;-21.19147888;0.000
8454;55.35063856;-20.96849176;0.000
8103;55.30918107;-21.20305416;0.000
8334;55.31923154;-21.02101862;0.000
4404;55.30336493;-21.08074775;0.000
7804;55.28254455;-21.13472620;0.000
4461;55.29738751;-21.09575914;0.000
8565;55.30043152;-20.98283450;0.000
7763;55.32446786;-21.20589742;0.000
7874;55.30903982;-21.18181926;0.000
8292;55.28657893;-21.04386007;0.000
4374;55.28291630;-21.10259930;0.000
8536;55.31381394;-21.01463089;0.000
8068;55.31324264;-21.19459983;0.000
8097;55.30579964;-21.18806515;0.000
8621;55.28898291;-21.04804756;0.000
4373;55.29793246;-21.09987359;0.000
8552;55.29453954;-21.04182177;0.000
4240;55.30743744;-21.08135239;0.000
8627;55.30509661;-21.07048517;0.000
8474;55.35495106;-20.96743054;0.000
4255;55.29785610;-21.08675554;0.000
7949;55.29356425;-21.22038648;0.000
4317;55.25409691;-21.08089089;0.000
8356;55.29776074;-21.05331700;0.000
8010;55.31700474;-21.16204291;0.000
7759;55.32222903;-21.20209347;0.000
4492;55.29738358;-21.07821547;0.000
8415;55.30859841;-20.98314091;0.000
4294;55.29658915;-21.08672265;0.000
8535;55.33922291;-21.00023637;0.000
8200;55.30928077;-21.19044563;0.000
8501;55.28963382;-21.03330702;0.000
8608;55.30838960;-20.99330058;0.000
8050;55.31294586;-21.17678449;0.000
4399;55.29175642;-21.09288382;0.000
8047;55.31461310;-21.21364502;0.000
4432;55.30195706;-21.08412539;0.000
8504;55.33030020;-21.01121556;0.000
8479;55.35255454;-20.96502978;0.000
4581;55.27735969;-21.07614187;0.000
8358;55.34316618;-21.00941653;0.000
4293;55.29503472;-21.07596234;0.000
8599;55.28836510;-21.05201190;0.000
8001;55.30287376;-21.20030786;0.000
7785;55.31768676;-21.23230249;0.000
8595;55.33231960;-21.01635603;0.000
8296;55.33941764;-20.99783872;0.000
4552;55.29037774;-21.09729837;0.000
4450;55.30601296;-21.07923075;0.000
8620;55.28931971;-21.04801703;0.000
8155;55.32439361;-21.21878360;0.000
8477;55.35414474;-20.96481952;0.000
7867;55.32624059;-21.18104375;0.000
4571;55.28819984;-21.08526552;0.000
4502;55.29226259;-21.06694065;0.000
7935;55.30235489;-21.13306136;0.000
7721;55.32456111;-21.19240739;0.000
8298;55.32143403;-21.02144909;0.000
8623;55.31556569;-21.01747645;0.000
8503;55.33106008;-21.01242316;0.000
8523;55.31394006;-21.01708789;0.000
8347;55.30140843;-21.03197547;0.000
4343;55.29210519;-21.09947531;0.000
8231;55.32338855;-21.18243465;0.000
7782;55.32876919;-21.21533883;0.000
8046;55.31193960;-21.20684011;0.000
4540;55.29977421;-21.09637016;0.000
8486;55.30511341;-21.03322127;0.000
7803;55.31774846;-21.22565050;0.000
8101;55.30988471;-21.15451874;0.000
4582;55.26345083;-21.06176169;0.000
7732;55.31780414;-21.20032672;0.000
4291;55.25362871;-21.05946726;0.000
7779;55.31667341;-21.16156276;0.000
7909;55.32880845;-21.21831555;0.000
4616;55.26722278;-21.06106923;0.000
4497;55.27898935;-21.08866188;0.000
7743;55.32264596;-21.17508152;0.000
8273;55.29432735;-21.05126888;0.000
7807;55.30869191;-21.15193864;0.000
8377;55.34713342;-20.98736955;0.000
8419;55.27190910;-21.04575984;0.000
8327;55.29378332;-21.04083148;0.000
8378;55.34632125;-20.98626440;0.000
7739;55.29601544;-21.12997938;0.000
7808;55.31571624;-21.16376153;0.000
7926;55.32970776;-21.21572265;0.000
7948;55.30917353;-21.21150254;0.000
8008;55.31469057;-21.15452094;0.000
7922;55.32649518;-21.22506090;0.000

