,codtrait,id_bassin,datesimul,nomplante,dmbaer,dmstm,dmsug,etm,etp,etr,irdose,jat,nage,pari,rr,rg,sdj,sug_stm,tmo,tn,tx,yldcan,lai,ei,kcp,stmo,stmot,swdf1,swdf2,swdef,mst,swdfpart1,trp,runoff,srunoff,runofft,srunofft,par,spar,spari,sparit,drain,sdrain,sdraint,sddbla,sddblat,setp,setm,setr,setpt,setmt,setrt,dmrac,tmp,strpt,strp,stmp,stmpt,stock,stockfr,stockm,htvd,spr,stockevap,swdefm,swdf1m,swdf2m,swdeft,swdf1t,swdf2t,tableclimat,id_session
1,1,1,2017-12-04,R570,0,0,0,0.01497005988024,3.75,0.01497005988024,0,0,1,0,0.0,17.17,11.2,0,23.2,18.7,27.7,0,0,0,0,23.2,0,1,1,0.001,0,1.096,0,0,0,0,0,8.585,8.585,0,0,0,0,0,11.2,0,3.75,0.01497005988024,0.01497005988024,0,0,0,0,0,0,0,0,0,499.48502994012,0.48502994011976,2.4850299401198,0,0,9.9850299401198,2.7322404371585E-6,0.0027322404371585,0.0027322404371585,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
2,1,1,2017-12-05,R570,0,0,0,3.55,3.55,3.55,15,0,2,0,0.0,16.56,21.7,0,22.5,18.2,26.8,0,0,0,0,45.7,0,1,1,0.001,0,1.075,0,0,0,0,0,8.28,16.865,0,0,0,0,0,21.7,0,7.3,3.5649700598802,3.5649700598802,0,0,0,0,0,0,0,0,0,510.93502994012,0,13.93502994012,0,0,9.9850299401198,5.4644808743169E-6,0.0054644808743169,0.0054644808743169,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
3,1,1,2017-12-06,R570,0,0,0,3.15,3.15,3.15,0,0,3,0,0.7,14.94,31.3,0,21.6,18.1,25.1,0,0,0,0,67.3,0,1,1,0.001,0,1.048,0,0,0,0,0,7.47,24.335,0,0,0,0,0,31.3,0,10.45,6.7149700598802,6.7149700598802,0,0,0,0,0,0,0,0,0,508.48502994012,0,11.48502994012,0,0.7,9.9850299401198,8.1967213114754E-6,0.0081967213114754,0.0081967213114754,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
4,1,1,2017-12-07,R570,0,0,0,4.45,4.45,4.45,15,0,4,0,0.1,23.11,41.1,0,21.8,17.7,25.9,0,0,0,0,89.1,0,1,1,0.001,0,1.054,0,0,0,0,0,11.555,35.89,0,0,0,0,0,41.1,0,14.9,11.16497005988,11.16497005988,0,0,0,0,0,0,0,0,0,519.13502994012,0.86700598802395,22.13502994012,0,0.8,9.9850299401198,1.0928961748634E-5,0.010928961748634,0.010928961748634,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
5,1,1,2017-12-08,R570,0,0,0,4.35,4.35,4.35,0,0,5,0,0.0,21.84,51.15,0,22.05,17.9,26.2,0,0,0,0,111.15,0,1,1,0.001,0,1.0615,0,0,0,0,0,10.92,46.81,0,0,0,0,0,51.15,0,19.25,15.51497005988,15.51497005988,0,0,0,0,0,0,0,0,0,514.78502994012,0.077005988023956,17.78502994012,0.2525,0.8,9.9850299401198,1.3661202185792E-5,0.013661202185792,0.013661202185792,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
6,1,1,2017-12-09,R570,0,0,0,2.75,2.75,2.75,15,0,6,0,2.7,11.82,61.15,0,22,18.0,26.0,0,0,0,0,133.15,0,1,1,0.0043513573453693,0,1.06,0,0,0,0,0,5.91,52.72,0,0,0,0,0,61.15,0,22,18.26497005988,18.26497005988,0,0,0,0,0,0,0,0,0,529.73502994012,4.347005988024,32.73502994012,0.5025,3.5,9.9850299401198,2.5550156681337E-5,0.016393442622951,0.016393442622951,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
7,1,1,2017-12-10,R570,0,0,0,3.65,3.65,3.65,0,0,7,0,0.0,17.85,71.15,0,22,17.8,26.2,0,0,0,0,155.15,0,1,1,0.0028999058939179,0,1.06,0,0,0,0,0,8.925,61.645,0,0,0,0,0,71.15,0,25.65,21.91497005988,21.91497005988,0,0,0,0,0,0,0,0,0,526.08502994012,2.897005988024,29.08502994012,0.7525,3.5,9.9850299401198,3.3473396828654E-5,0.019125683060109,0.019125683060109,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
8,1,1,2017-12-11,R570,0,0,0,4.66,4.66,4.66,15,0,8,0,0.0,22.34,82.4,0,23.25,18.0,28.5,0,0,0,0,178.4,0,1,1,0.0041611671551791,0,1.0975,0,0,0,0,0,11.17,72.815,0,0,0,0,0,82.4,0,30.31,26.57497005988,26.57497005988,0,0,0,0,0,0,0,0,0,536.42502994012,4.1570059880239,39.42502994012,1.065,3.5,9.9850299401198,4.484270599581E-5,0.021857923497268,0.021857923497268,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
9,1,1,2017-12-12,R570,0,0,0,3.46,3.46,3.46,0,0,9,0,0.0,16.23,93,0,22.6,19.1,26.1,0,0,0,0,201,0,1,1,0.0044294354234474,0,1.078,0,0,0,0,0,8.115,80.93,0,0,0,0,0,93,0,33.77,30.03497005988,30.03497005988,0,0,0,0,0,0,0,0,0,532.96502994012,4.4250059880239,35.96502994012,1.345,3.5,9.9850299401198,5.6944988573535E-5,0.024590163934426,0.024590163934426,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
10,1,1,2017-12-13,R570,0.066315838569042,0,0,5.26,5.26,5.26,15,0,10,0.035013044703854,0.0,26.45,105.15,0,24.15,19.3,29.0,0,0.0055,0.0026474892025599,0,225.15,0,1,1,0.0049379439319559,0.10525468951413,1.1245,0,0,0,0,0,13.225,94.155,0.035013044703854,0,0,0,0,105.15,0,39.03,35.29497005988,35.29497005988,0,0,0,0.010525468951413,0,0,0,0,0,542.70502994012,4.933005988024,45.70502994012,1.7025,3.5,9.9850299401198,7.0436638660846E-5,0.027322404371585,0.027322404371585,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
11,1,1,2017-12-14,R570,0.12757625392122,0,0,4.7542255119555,4.56,4.551171500961,0,0,11,0.032466407895451,0.4,22.31,117.4,0,24.25,20.3,28.2,0,0.0060471452225849,0.0029104803133528,0.044958314025328,249.4,0,1,1,0.0046745089960591,0.20247825796179,1.1275,0.0019559009609505,0,0,0,0,11.155,105.31,0.067479452599305,0,0,0,0,117.4,0,43.59,40.049195571836,39.846141560841,0,0,0,0.020247825796179,0.2050099119555,0,0.0019559009609505,0.2050099119555,0,538.55385843916,4.669834487063,41.553858439159,2.065,3.9,9.9850299401198,8.320852116374E-5,0.030054644808743,0.030054644808743,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
12,1,1,2017-12-15,R570,0.18521702616055,0,0,4.3452917204896,4.16,4.1521582744268,15,0,12,0.030776614597587,0.1,19.52,128.65,0,23.25,18.5,28.0,0,0.0065525392489602,0.0031533416595888,0.047141551409557,272.65,0,1,1,0.0071857992126176,0.29395080472839,1.0975,0.0029754078009418,0,0,0,0,9.76,115.07,0.098256067196892,0,0,0,0,128.65,0,47.75,44.394487292325,43.998299835268,0,0,0,0.029395080472839,0.19610885386376,0,0.0049313087618923,0.40111876581925,0,549.50170016473,7.178613413405,52.501700164732,2.3775,4,9.9850299401198,0.00010284185234575,0.032786885245902,0.032786885245902,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
13,1,1,2017-12-16,R570,0.21601086700169,0,0,2.573785768536,2.46,2.4558806789388,0,0,13,0.016841273548751,6.8,9.96,139.4,0,22.75,20.0,25.5,0,0.0070280352405395,0.0033817818370986,0.049071969330697,295.4,0,1,1,0.0093834427968044,0.34281699407967,1.0825,0.0028119549563696,0.152,0.152,0,0,4.98,120.05,0.11509734074564,0,0,0,0,139.4,0,50.21,46.968273060861,46.454180514207,0,0,0,0.034281699407967,0.12071704455351,0,0.0077432637182619,0.52183581037277,0,553.69381948579,9.3740593540076,56.693819485793,2.665,10.8,9.9850299401198,0.00012847967419495,0.03551912568306,0.03551912568306,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
14,1,1,2017-12-17,R570,0.25263904210665,0,0,2.6823660269426,2.56,2.5560322798026,15,0,14,0.020216906612812,0.0,11.54,149.1,0,21.7,17.8,25.6,0,0.0072820525134022,0.0035037966400021,0.050821284427868,317.1,0,1,1,0.0117945261435,0.40093897767932,1.051,0.0037687409954108,0,0.152,0,0,5.77,125.82,0.13531424735845,0,0,0,0,149.1,0,52.77,49.650639087804,49.010212794009,0,0,0,0.040093897767932,0.13010248813534,0,0.011512004713673,0.65193829850811,0,566.13778720599,11.782731617356,69.137787205991,2.9,10.8,9.9850299401198,0.00016070515546134,0.038251366120219,0.038251366120219,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
15,1,1,2017-12-18,R570,0.30889315644947,0,0,3.6281569598251,3.46,3.4535605876251,0,0,15,0.030705513842432,2.7,16.83,159.55,0,22.45,18.9,26.0,0,0.0075841823665962,0.0036489024174013,0.051731559986872,339.55,0,1,1,0.010924921775348,0.49019746936101,1.0735,0.0043948253544991,0,0.152,0,0,8.415,134.235,0.16601976120089,0,0,0,0,159.55,0,56.23,53.278796047629,52.463773381634,0,0,0,0.049019746936101,0.17899119755458,0,0.015906830068172,0.83092949606269,0,565.38422661837,10.913996853573,68.384226618366,3.1725,13.5,9.9850299401198,0.00019055466850874,0.040983606557377,0.040983606557377,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
