,codtrait,id_bassin,datesimul,nomplante,dmbaer,dmstm,dmsug,etm,etp,etr,irdose,jat,nage,pari,rr,rg,sdj,sug_stm,tmo,tn,tx,yldcan,lai,ei,kcp,stmo,stmot,swdf1,swdf2,swdef,mst,swdfpart1,trp,runoff,srunoff,runofft,srunofft,par,spar,spari,sparit,drain,sdrain,sdraint,sddbla,sddblat,setp,setm,setr,setpt,setmt,setrt,dmrac,tmp,strpt,strp,stmp,stmpt,stock,stockfr,stockm,htvd,spr,stockevap,swdefm,swdf1m,swdf2m,swdeft,swdf1t,swdf2t,tableclimat,id_session
16,1,1,2017-12-19,R570,0.36716827620667,0,0,3.6313828572243,3.46,3.4542963822029,15,0,16,0.032193188734869,1.8,16.63,169.25,0,21.7,17.9,25.5,0,0.008048163533237,0.0038717003890402,0.052793816112534,361.25,0,1,1,0.013596145086557,0.58265610137113,1.051,0.0055801287279396,0,0.152,0,0,8.315,142.55,0.19821294993576,0,0,0,0,169.25,0,59.69,56.910178904853,55.918069763837,0,0,0,0.058265610137113,0.18266660374937,0,0.021486958796111,1.0135960998121,0,578.72993023616,13.58254894147,81.729930236163,3.4075,15.3,9.9850299401198,0.0002277026059037,0.043715846994536,0.043715846994536,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
17,1,1,2017-12-20,R570,0.42904914268811,0,0,3.5311047444719,3.36,3.3538761840678,0,0,17,0.03357840894846,1.4,16.37,179.85,0,22.6,18.7,26.5,0,0.0085287768284243,0.0041024323700012,0.054384741412133,383.85,0,1,1,0.013285395258423,0.68082813799807,1.078,0.0055041707406449,0,0.152,0,0,8.185,150.735,0.23179135888422,0,0,0,0,179.85,0,63.05,60.441283649325,59.271945947905,0,0,0,0.068082813799807,0.18273273114477,0,0.026991129536756,1.1963288309568,0,576.77605405209,13.272109863165,79.776054052095,3.6875,16.7,9.9850299401198,0.0002640015000524,0.046448087431694,0.046448087431694,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
18,1,1,2017-12-21,R570,0.47355092719228,0,0,2.7044564194447,2.57,2.5670185330009,15,0,18,0.02473649119962,9.6,11.38,189.45,0,21.6,18.2,25.0,0,0.0090390861122623,0.0043473622494938,0.055985046971901,405.45,0,1,1,0.018273665943361,0.751424968266,1.048,0.0064436842739637,0.264,0.416,0,0,5.69,156.425,0.25652785008384,0,0,0,0,189.45,0,65.62,63.14574006877,61.838964480906,0,0,0,0.0751424968266,0.14388157071778,0,0.03343481381072,1.3402104016746,0,598.54503551909,18.255392277418,101.54503551909,3.9175,26.3,9.9850299401198,0.00031392954907798,0.049180327868852,0.049180327868852,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
19,1,1,2017-12-22,R570,0.50877032071006,0,0,2.1812600330371,2.07,2.0678021274333,0,0,19,0.019586567113611,3.6,8.66,199,0,21.55,18.1,25.0,0,0.0094060547626433,0.0045234566082242,0.057635615258765,427,0,1,1,0.018975380356742,0.80729397398015,1.0465,0.0058478179817978,0.024,0.44,0,0,4.33,160.755,0.27611441719745,0,0,0,0,199,0,67.69,65.327000101807,63.906766608339,0,0,0,0.080729397398015,0.11930572358564,0,0.039282631792518,1.4595161252603,0,600.05323339166,18.956404976386,103.05323339166,4.145,29.9,9.9850299401198,0.00036577485059913,0.051912568306011,0.051912568306011,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
20,1,1,2017-12-23,R570,0.5889436489793,0,0,3.9764049261119,3.77,3.7662720259487,15,0,20,0.043993440783999,20.6,18.87,208.75,0,21.75,17.4,26.1,0,0.0096964658518852,0.0046627918160042,0.058793920819005,448.75,0,1,1,0.023847422074458,0.93446155386443,1.0525,0.011520181324461,0.704,1.144,0,0,9.435,170.19,0.32010785798145,0,0,0,0,208.75,0,71.46,69.303405027919,67.673038634288,0,0,0,0.093446155386443,0.22165308148765,0,0.050802813116979,1.6811692067479,0,631.18296136571,23.823574652383,134.18296136571,4.3825,50.5,9.9850299401198,0.00043093174151295,0.054644808743169,0.054644808743169,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
21,1,1,2017-12-24,R570,0.63504893726207,0,0,2.3960421344584,2.27,2.2690115485219,0,0,21,0.025721017054735,0.8,10.33,218.1,0,21.35,17.8,24.9,0,0.010357486795987,0.004979867774392,0.059694649681255,470.1,0,1,1,0.024752333057678,1.0075877114964,1.0405,0.0084762688398803,0,1.144,0,0,5.165,175.355,0.34582887503618,0,0,0,0,218.1,0,73.73,71.699447162377,69.94205018281,0,0,0,0.10075877114964,0.13550685477645,0,0.059279081956859,1.8166760615244,0,629.71394981719,24.72758072462,132.71394981719,4.6,51.3,9.9850299401198,0.00049856106680715,0.057377049180328,0.057377049180328,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
22,1,1,2017-12-25,R570,0.72144562627998,0,0,3.8800785746848,3.67,3.6666150269325,15,0,22,0.046485177336802,0.7,18.01,229.2,0,23.1,19.2,27.0,0,0.01073759705267,0.0051621518419547,0.061695837765,493.2,0,1,1,0.026042217153659,1.144604330112,1.093,0.012960176845297,0,1.144,0,0,9.005,184.36,0.39231405237298,0,0,0,0,229.2,0,77.4,75.579525737062,73.608665209742,0,0,0,0.1144604330112,0.22642372459755,0,0.072239258802156,2.0430997861219,0,641.74733479026,26.016174936505,144.74733479026,4.905,52,9.9850299401198,0.00056971466558764,0.060109289617486,0.060109289617486,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
23,1,1,2017-12-26,R570,0.76362727320237,0,0,2.1904751612595,2.07,2.0698022550279,0,0,23,0.02281244281844,5.0,8.29,240.25,0,23.05,19.7,26.4,0,0.011449804262453,0.0055036050225429,0.06281772772758,516.25,0,1,1,0.027891556259283,1.2114968086367,1.0915,0.0093597901644487,0.08,1.224,0,0,4.145,188.505,0.41512649519142,0,0,0,0,240.25,0,79.47,77.770000898322,75.67846746477,0,0,0,0.12114968086367,0.13003269639609,0,0.081599048966604,2.173132482518,0,644.59753253523,27.863664703024,147.59753253523,5.2075,57,9.9850299401198,0.00064592110345454,0.062841530054645,0.062841530054645,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
24,1,1,2017-12-27,R570,0.80723698290973,0,0,2.1940844219225,2.07,2.0706412959207,15,0,24,0.023673342171079,4.0,8.35,251.05,0,22.8,19.4,26.2,0,0.011797507387142,0.0056702615978632,0.064867581012794,539.05,0,1,1,0.031272137348474,1.280650251303,1.084,0.010832766694676,0.04,1.264,0,0,4.175,192.68,0.4387998373625,0,0,0,0,251.05,0,81.54,79.964085320244,77.749108760691,0,0,0,0.1280650251303,0.13427589269648,0,0.09243181566128,2.3074083752145,0,661.48689123931,31.240865211125,164.48689123931,5.4975,61,9.9850299401198,0.00073136410167441,0.065573770491803,0.065573770491803,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
25,1,1,2017-12-28,R570,0.88991234817191,0,0,3.4687251699878,3.27,3.2686268465103,0,0,25,0.044578435663753,6.8,15.26,262.15,0,23.1,19.5,26.7,0,0.012156961315188,0.0058425210568483,0.065845151414319,562.15,0,1,1,0.030989340742094,1.4117382277714,1.093,0.015215321647343,0.152,1.416,0,0,7.63,200.31,0.48337827302625,0,0,0,0,262.15,0,84.81,83.432810490232,81.017735607201,0,0,0,0.14117382277714,0.21531364512482,0,0.10764713730862,2.5227220203393,0,664.8662643928,30.958351401351,167.8662643928,5.8025,67.8,9.9850299401198,0.00081603443157084,0.068306010928962,0.068306010928962,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
26,1,1,2017-12-29,R570,0.96086312681663,0,0,2.9406686674749,2.77,2.771756549059,15,0,26,0.038062565147175,14.3,12.34,273.5,0,23.35,19.6,27.1,0,0.012838340284335,0.0061689732815519,0.066840730721108,585.5,0,1,1,0.036607704033534,1.5242262443615,1.1005,0.016236705681556,0.452,1.868,0,0,6.17,206.48,0.52144083817343,0,0,0,0,273.5,0,87.58,86.373479157707,83.78949215626,0,0,0,0.15242262443615,0.18514882409747,0,0.12388384299018,2.7078708444368,0,690.94250784374,36.571096329501,193.94250784374,6.12,82.1,9.9850299401198,0.00091605548084279,0.07103825136612,0.07103825136612,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
27,1,1,2017-12-30,R570,1.0332324333931,0,0,2.8386582082401,2.67,2.6719078527367,0,0,27,0.039274519897594,7.0,12.18,284.3,0,22.8,19.4,26.2,0,0.013423034858214,0.006449018045582,0.068688354576982,608.3,0,1,1,0.037522115831843,1.6389531063462,1.084,0.016647551217106,0.16,2.028,0,0,6.09,212.57,0.56071535807102,0,0,0,0,284.3,0,90.25,89.212137365947,86.461400008997,0,0,0,0.16389531063462,0.18339790672054,0,0.14053139420728,2.8912687511573,0,695.110599991,37.484593716011,198.110599991,6.41,89.1,9.9850299401198,0.0010185749230063,0.073770491803279,0.073770491803279,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
28,1,1,2017-12-31,R570,1.0931581702467,0,0,2.4163313886551,2.27,2.2733237800418,15,0,28,0.032561564691028,2.3,9.67,295.25,0,22.95,20.0,25.9,0,0.014019362297571,0.0067345531935943,0.070235071797455,631.25,0,1,1,0.040849645864023,1.7339462592427,1.0885,0.016426004366947,0,2.028,0,0,4.835,217.405,0.59327692276205,0,0,0,0,295.25,0,92.52,91.628468754602,88.734723789039,0,0,0,0.17339462592427,0.15943361298022,0,0.15695739857423,3.0507023641375,0,710.13727621096,40.808796218159,213.13727621096,6.7075,91.4,9.9850299401198,0.0011301859772796,0.076502732240437,0.076502732240437,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
29,1,1,2018-01-01,R570,1.1927403140529,0,0,3.4956597164874,3.28,3.2814387666081,0,0,29,0.054198833566578,1.1,15.55,305.8,0,22.55,19.0,26.1,0,0.014513114891625,0.0069709110696563,0.071778239351195,653.8,0,1,1,0.039605622097682,1.8917828114057,1.0765,0.021211675192546,0,2.028,0,0,7.775,225.18,0.64747575632863,0,0,0,0,305.8,0,95.8,95.12412847109,92.016162555647,0,0,0,0.18917828114057,0.23543262507192,0,0.17816907376678,3.2861349892095,0,707.95583744435,39.566016475584,210.95583744435,6.985,92.5,9.9850299401198,0.0012383980595137,0.079234972677596,0.079234972677596,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
30,1,1,2018-01-02,R570,1.3063885850938,0,0,3.8191105390283,3.58,3.5822707317816,15,0,30,0.060380740456909,4.8,16.4,317.6,0,23.8,19.6,28.0,0,0.015333504899589,0.0073635049337694,0.073031292763255,677.6,0,1,1,0.04259709385094,2.0718890260682,1.114,0.024612220845804,0.072,2.1,0,0,8.2,233.38,0.70785649678554,0,0,0,0,317.6,0,99.38,98.943239010118,95.598433287429,0,0,0,0.20718890260682,0.26145202809245,0,0.20278129461258,3.5475870173019,0,724.10156671257,42.554496757089,227.10156671257,7.325,97.3,9.9850299401198,0.0013547835618387,0.081967213114754,0.081967213114754,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
31,1,1,2018-01-03,R570,1.3778852026569,0,0,2.6498146518005,2.48,2.4886203672626,0,0,31,0.038158183087622,59.5,9.77,329.2,0,23.6,19.7,27.5,0,0.016269635727008,0.0078112964355418,0.075067057026361,701.2,0,1,1,0.054434127102354,2.1851847364544,1.108,0.024972016887496,2.26,4.36,0,0,4.885,238.265,0.74601467987316,0,0,0,0,329.2,0,101.86,101.59305366192,98.087053654691,0,0,0,0.21851847364544,0.18616630142538,0,0.22775331150008,3.7337533187273,0,778.85294634531,54.379692975252,281.85294634531,7.655,156.8,9.9850299401198,0.0015035106850691,0.084699453551913,0.084699453551913,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
32,1,1,2018-01-04,R570,1.4015611277051,0,0,1.1559549307633,1.08,1.0880690503227,15,0,32,0.013110455719438,33.3,3.24,339.45,0,22.25,19.9,24.6,0,0.016858504074936,0.0080928739008876,0.077324582958303,723.45,0,1,1,0.064764885103843,2.2227012419913,1.0675,0.015624669154322,1.212,5.572,0,0,1.62,239.885,0.7591251355926,0,0,0,0,339.45,0,102.94,102.74900859268,99.175122705014,0,0,0,0.22227012419913,0.083510549594967,0,0.2433779806544,3.8172638683222,0,824.85287729499,64.700120218739,327.85287729499,7.9175,190.1,9.9850299401198,0.0016804639230578,0.087431693989071,0.087431693989071,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
33,1,1,2018-01-05,R570,1.4533030854198,0,0,1.8000567368194,1.68,1.6912035115563,0,0,33,0.028242034796935,9.3,6.9,350.15,0,22.7,19.8,25.6,0,0.017053500251304,0.0081860970425899,0.078711500097121,746.15,0,1,1,0.065754726674115,2.3046855736342,1.081,0.023382094900011,0.252,5.824,0,0,3.45,243.335,0.78736717038953,0,0,0,0,350.15,0,104.62,104.5490653295,100.86632621657,0,0,0,0.23046855736342,0.13223532016316,0,0.26676007555441,3.9494991884854,0,832.20967378343,65.688971947441,335.20967378343,8.2025,199.4,9.9850299401198,0.0018601216462111,0.09016393442623,0.09016393442623,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
34,1,1,2018-01-06,R570,1.5170396080831,0,0,2.0150449117201,1.88,1.8929392916062,15,0,34,0.0349854026785,0.5,8.34,360.55,0,22.4,19.5,25.3,0,0.017479620652922,0.0083897848149881,0.079165404959201,768.55,0,1,1,0.068317312777858,2.4056672553758,1.072,0.02672534120934,0,5.824,0,0,4.17,247.505,0.82235257306803,0,0,0,0,360.55,0,106.5,106.56411024122,102.75926550818,0,0,0,0.24056672553758,0.1488309613233,0,0.29348541676375,4.0983301498087,0,845.81673449182,68.24899546508,348.81673449182,8.4725,199.9,9.9850299401198,0.0020467809707408,0.092896174863388,0.092896174863388,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
35,1,1,2018-01-07,R570,1.6219395915886,0,0,3.1964437451003,2.98,2.9955996366576,0,0,35,0.055127103773247,6.1,12.76,373.25,0,24.7,20.4,29.0,0,0.018004478015045,0.0086406118766845,0.080148366109042,793.25,0,1,1,0.068030978239947,2.5718454689447,1.141,0.037998022562226,0.124,5.948,0,0,6.38,253.885,0.87747967684128,0,0,0,0,373.25,0,109.48,109.76055398632,105.75486514483,0,0,0,0.25718454689447,0.23884213100494,0,0.33148343932598,4.3371722808137,0,848.79713485517,67.962947261707,351.79713485517,8.8575,206,9.9850299401198,0.0022326579604674,0.095628415300546,0.095628415300546,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
36,1,1,2018-01-08,R570,1.7688526998446,0,0,3.9508510949048,3.68,3.6971118954141,15,0,36,0.076997783169874,0.0,17.01,386.3,0,25.05,20.9,29.2,0,0.018868188535976,0.0090532372921662,0.081342766553205,818.3,0,1,1,0.069732047122742,2.8045374497003,1.1515,0.045602181425068,0,5.948,0,0,8.505,262.39,0.95447746001115,0,0,0,0,386.3,0,113.16,113.71140508123,109.45197704025,0,0,0,0.28045374497003,0.29934138091579,0,0.37708562075105,4.6365136617295,0,860.10002295975,69.662315075619,363.10002295975,9.26,206,9.9850299401198,0.002423182679382,0.098360655737705,0.098360655737705,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
37,1,1,2018-01-09,R570,1.9880621575602,0,0,5.2467694686628,4.88,4.8945127149456,0,0,37,0.11523157956319,0.2,23.93,399.05,0,24.75,20.7,28.8,0,0.020077586201924,0.0096307212338648,0.083270999075136,843.05,0,1,1,0.067833325202207,3.1516450579008,1.1425,0.054105721769468,0,5.948,0,0,11.965,274.355,1.0697090395743,0,0,0,0,399.05,0,118.04,118.95817454989,114.34648975519,0,0,0,0.31516450579008,0.40636247548666,0,0.43119134252051,5.0428761372161,0,855.40551024481,67.765491877005,358.40551024481,9.6475,206.2,9.9850299401198,0.0026085196334864,0.10109289617486,0.10109289617486,0,0,0,mosiweb.mos_meteo_parcelle,suo1ti8rFSesaGmYkbqLZMIF3KtNlvmrHCvgq8AV
