Year;codtrait;id_bassin;datesimul;nomplante;dmbaer;dmstm;dmsug;etm;etp;etr;irdose;jat;nage;pari;rr;rg;sdj;sug_stm;tmo;tn;tx;yldcan;lai;ei;kcp;stmo;stmot;swdf1;swdf2;swdef;mst;swdfpart1;trp;runoff;srunoff;runofft;srunofft;par;spar;spari;sparit;drain;sdrain;sdraint;sddbla;sddblat;setp;setm;setr;setpt;setmt;setrt;dmrac;tmp;strpt;strp;stmp;stmpt;stock;stockfr;stockm;htvd;spr;stockevap;swdefm;swdf1m;swdf2m;swdeft;swdf1t;swdf2t;tableclimat;id_session
2002;1;1;2002-09-15;R570;3643.0353190373;1776.6650987787;906.23468534213;5.6886254608495;5.08;5.6886254608495;50;163;258;11.417341752068;0.0;23.92;2989.45;11.971980469121;19.65;15.0;24.3;75.69630502485;6.4166873098958;0.954627236795;1.05;6085.45;3606.2;1;1;0.91873392198786;4128.9138807014;1;5.334;0;54.264;0;25.32;11.96;2416.275;1470.7593574754;1263.3298191041;45.989735967285;13184.589120672;8221.8186413053;2989.45;1650.2;1134.97;1299.238155515;1299.235504789;632.76;728.38503166249;728.38503166249;412.89138807014;5.334;664.39565951718;835.19872129464;835.20137202061;664.39565951718;64.311374539151;64.311374539151;344.31137453915;192.045;1667.4;351.81137453915;0.64853432777786;0.70491803278689;0.70491803278689;152.59449954768;163;163;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
2002;1;1;2002-09-15;R570;3797.866637467;1891.0550026424;960.97374094978;5.8074053774968;5.18;5.8074053774968;50;165;258;11.658821709234;0.0;24.45;3068.95;11.998716725434;18.85;13.2;24.5;80.089709836448;6.3741271460353;0.9536868473811;1.05;6164.95;3707.3;1;1;0.96128396415002;4300.929024672;1;5.439;0;49.504;0;32.804;12.225;2471.5;1521.176878386;1313.4490997389;45.872619661194;13133.33541824;8559.4140358573;3068.95;1727.3;1147.07;1290.2832793867;1289.9679871371;646.39;743.69554921146;743.69554921146;430.0929024672;5.439;678.70027000829;849.39625366441;849.71154591401;678.70027000829;144.1925946225;144.1925946225;744.1925946225;203.825;1642;751.6925946225;0.66428916598855;0.70491803278689;0.70491803278689;160.04202967192;165;165;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
2002;1;1;2002-09-15;R570;2824.5401612119;1182.0581179239;589.20280395053;3.5977630196681;3.21;3.5977630196681;50;143;258;8.1155957439969;0.0;17.01;2706.9;10.99765338285;17.35;11.6;23.1;53.575320428749;6.3979076396439;0.95421466713662;1.05;5802.9;2947.35;1;1;0.99639863561595;3220.0379593936;1;3.3705;0;78.576;0;32.624;8.505;2095.48;1157.9047885621;944.40843391752;46.401414233633;13967.954635668;7771.5217723366;2706.9;1231.35;828.21;790.75384688846;777.06712735148;372.98;432.25054886347;432.25054886347;322.00379593936;3.3705;391.629;530.16922938235;543.85594891933;391.629;995.40223698033;995.40223698033;4991.4022369803;149.745;2419.5;4998.9022369803;0.59420123290532;0.70491803278689;0.70491803278689;142.5673167679;143;143;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
2002;1;1;2002-09-15;R570;3347.8322689146;1559.738582806;779.0728728763;3.8799265931207;3.45;3.8799265931207;50;154;258;8.6883885187365;0.0;18.27;3064.55;11.407136889119;18.85;13.2;24.5;68.296968858107;6.2617830323199;0.95110985426782;1.05;6160.55;3430.4;1;1;0.90300183517198;3801.2650674722;1;3.6225;0;56.776;0;26.86;9.135;2273.8;1336.5691080497;1127.209406077;46.119624356387;13649.72976513;8094.8374011954;3064.55;1582.4;905.03;1040.258138175;1039.8741614633;451.88;522.04733717532;522.04733717532;380.12650674722;3.6225;474.474;625.85798284642;626.24195955803;474.474;36.120073406879;36.120073406879;196.12007340688;203.305;1862.5;203.62007340688;0.63139239412102;0.70491803278689;0.70491803278689;140.94881657062;154;154;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
2002;1;1;2002-09-15;R570;3106.9764734966;1384.7143436463;691.10433478324;3.7669773083552;3.35;3.7669773083552;50;151;258;8.4521414094421;0.0;17.77;2923;11.292765424155;18.25;12.6;23.9;61.198856863261;6.2691050759812;0.95128209447857;1.05;6019;3264.3;1;1;0.95291278364556;3533.7463644341;1;3.5175;0;82.072;0;35.592;8.885;2183.06;1250.8557902903;1043.4154264532;46.232333635487;14311.625943406;8212.3273428863;2923;1452.3;865.02;989.46903390219;989.46903390219;414.73;480.35205538041;480.35205538041;353.37463644341;3.5175;435.4665;585.51781158743;585.51781158743;435.4665;76.233022691645;76.233022691645;396.23302269164;182.14;2519.4;403.73302269164;0.66514556730714;0.70491803278689;0.70491803278689;144.99559930774;151;151;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
2002;1;1;2002-09-15;R570;2610.0239613421;1030.8435945588;507.38527729141;3.456574811576;3.09;3.456574811576;50;138;258;7.8435049784148;0.0;16.41;2525.15;10.686540939102;16.65;10.9;22.4;47.478906428448;6.4776986173627;0.95594210583971;1.05;5621.15;2736.9;1;1;0.93086850376848;2981.7834311842;1;3.2445;0;95.204;0;39.18;8.205;2026.065;1089.9603225803;877.60840315958;46.542486891477;14714.542523597;7713.9797858548;2525.15;1080.9;798.87;919.11005121409;919.11005121409;345.62;401.4357783397;401.4357783397;298.17834311842;3.2445;362.901;513.80962370214;513.80962370214;362.901;46.543425188424;46.543425188424;246.54342518842;121.95;2850.4;254.04342518842;0.65173329973362;0.70491803278689;0.70491803278689;129.97128443321;138;138;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
2002;1;1;2002-09-15;R570;3171.2881964071;1431.086553085;708.19431303442;3.7114300242538;3.30;3.7114300242538;50;152;258;8.8738847537531;0.0;18.66;3061.25;11.231870387403;18.85;13.2;24.5;63.052215580112;6.2619186374712;0.95111304970559;1.05;6157.25;3374.5;1;1;0.90721424939365;3605.1774128006;1;3.465;0;60.48;0;27.208;9.33;2197.755;1265.3589402418;1060.0045721623;46.287921491049;13801.829479629;8045.7178990113;3061.25;1550.5;846.73;975.03403770053;974.80195039575;413.85;479.73826127329;479.73826127329;360.51774128006;3.465;434.53510671437;578.15322088637;578.38530819115;434.53510671437;36.288569975746;36.288569975746;196.28856997575;202.55;1953.4;203.78856997575;0.63620579890608;0.70491803278689;0.70491803278689;140.00654346817;152;152;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
2002;1;1;2002-09-15;R570;3099.9134939948;1379.882834456;687.47657660658;4.7208412752151;4.20;4.7208412752151;50;153;258;12.232641215033;0.0;25.72;2951.2;11.34294263873;18.35;13.5;23.2;60.608309369321;6.2663037261184;0.95121626866508;1.05;6047.2;3330.85;1;1;0.88197896811962;3525.7207642359;1;4.41;0;69.064;0;30.492;12.86;2169.91;1245.167208094;1034.9594146143;47.413486914904;14071.861145071;8224.4928693903;2951.2;1494.85;823.61;950.39583834816;949.69569620376;395.5;458.64267923464;458.64267923464;352.57207642359;4.41;415.275;559.85662853626;560.55677068067;415.275;35.279158724785;35.279158724785;195.27915872478;186.2175;2205.9;202.77915872478;0.63790765944227;0.70491803278689;0.70491803278689;141.53393301913;153;153;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
2002;1;1;2002-09-15;R570;2951.429415021;1272.6800929762;635.00183129703;3.681743298127;3.28;3.681743298127;50;147;258;8.280460334073;0.0;17.38;2814.3;11.148993394806;17.8;12.1;23.5;56.955978787545;6.3379553015907;0.95287230541691;1.05;5910.3;3100.6;1;1;0.90795641754682;3360.9789492528;1;3.444;0;89.724;0;38.704;8.69;2138.01;1198.5592290684;991.62008157142;46.31749777313;14539.348162154;8108.451988593;2814.3;1336.6;845.93;973.70127526543;973.5095811444;393.03;455.66135206919;455.66135206919;336.09789492528;3.444;412.67787640693;561.62640535907;561.8180994801;412.67787640693;36.318256701873;36.318256701873;196.31825670187;166.2075;2718.9;203.81825670187;0.63645358813106;0.70491803278689;0.70491803278689;135.60846619827;147;147;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
2002;1;1;2002-09-15;R570;3071.8628339742;1359.3393154232;678.89971714546;3.742540185183;3.33;3.742540185183;50;150;258;8.4039240520066;0.0;17.66;2892.65;11.265274046118;18.15;12.5;23.8;60.264820399945;6.2889889658594;0.95174677825669;1.05;5988.65;3220.55;1;1;0.90643649537043;3494.738025812;1;3.4965;0;94.288;0;41.084;8.83;2170.815;1239.3520360509;1030.3160720568;46.256767719834;14650.185743453;8314.805674163;2892.65;1420.55;859.99;990.21912142566;989.96879673172;409.04;473.67911805215;473.67911805215;349.4738025812;3.4965;429.492;580.12799145441;580.37831614835;429.492;36.257459814817;36.257459814817;196.25745981482;177.545;2850.7;203.75745981482;0.63525479751075;0.70491803278689;0.70491803278689;138.1580220487;150;150;mosiweb.mos_meteo_parcelle;ns2yZQ3btVsyzWbffqPh8UHHaNFox05X00jxc0Vz
