Year;codtrait;id_bassin;datesimul;nomplante;dmbaer;dmstm;dmsug;etm;etp;etr;irdose;jat;nage;pari;rr;rg;sdj;sug_stm;tmo;tn;tx;yldcan;lai;ei;kcp;stmo;stmot;swdf1;swdf2;swdef;mst;swdfpart1;trp;runoff;srunoff;runofft;srunofft;par;spar;spari;sparit;drain;sdrain;sdraint;sddbla;sddblat;setp;setm;setr;setpt;setmt;setrt;dmrac;tmp;strpt;strp;stmp;stmpt;stock;stockfr;stockm;htvd;spr;stockevap;swdefm;swdf1m;swdf2m;swdeft;swdf1t;swdf2t;tableclimat;id_session
2002;1;1;2002-09-15;R570;3642.2724802107;1776.1001384847;905.92801796488;5.6761522252287;5.08;5.6761522252287;10;163;258;11.417084174707;0.0;23.92;2989.45;11.971736065811;19.65;15.0;24.3;75.6722344182;6.4157027748218;0.95460570022635;1.05;6085.45;3606.2;1;1;0.88259183584365;4128.066562871;1;5.334;0;54.264;0;25.32;11.96;2416.275;1470.4435512526;1263.061741148;0;1247.0829059096;630.73537782149;2989.45;1650.2;1134.97;1214.5462243554;1209.4413426442;632.76;727.6805536032;727.6805536032;412.8066562871;5.334;664.38707122334;830.06571336547;835.17059507667;664.38707122334;51.611751446191;61.781428509055;331.61175144619;191.89193075138;1667.4;339.11175144619;0.60355173674746;0.70491803278689;0.70457329424324;150.59070351163;163;163;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;3789.925689387;1885.1563725715;957.79935360903;5.80290189787;5.18;5.80290189787;10;165;258;11.656437533892;0.0;24.45;3068.95;11.996501141576;18.85;13.2;24.5;79.839891840597;6.3654089800238;0.95349182281328;1.05;6164.95;3707.3;1;1;0.94544634472337;4292.1119205529;1;5.439;0;49.504;0;32.804;12.225;2471.5;1517.8714747754;1310.6730061426;0;1355.5358777235;871.57056469846;3068.95;1727.3;1147.07;1092.7750425148;1039.6637561425;646.39;743.27757703198;741.18332776366;429.21119205529;5.439;676.5199300157;796.24735729446;849.35864366675;678.61417928401;132.296366134;141.8169517085;732.296366134;202.23424927509;1642;739.796366134;0.54970737550713;0.70491803278689;0.70135231445381;157.93654726201;165;164.84052772917;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;2793.0775679089;1159.6554301441;579.4377297913;3.5074308613291;3.21;2.3019411351065;10;143;258;8.0965301516889;0.0;17.01;2706.9;11.024321181149;17.35;11.6;23.1;52.559946346821;6.2987373526927;0.95197297491932;1.05;5802.9;2947.35;1;1;0.57593970473233;3185.0864117738;1;2.1650102737774;0;78.576;0;32.624;8.505;2095.48;1145.1127260724;932.70742644582;3.2045613833162;2386.3285308135;1313.5101676603;2706.9;1231.35;828.21;618.85443440903;317.39741032157;372.98;411.04321397898;220.2871143278;318.50864117738;3.3705;200.7600773314;241.77719277902;543.23421686647;391.51617698258;996.69805886489;575.3637650276;2886.0265896784;144.75506242654;2419.5;2893.5265896784;0.23570969555369;0.70491803278689;0.69061948102507;65.890569875653;143;140.11682553726;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;3347.8322689146;1559.738582806;779.0728728763;3.8784036220404;3.45;3.8784036220404;10;154;258;8.6883885187365;0.0;18.27;3064.55;11.407136889119;18.85;13.2;24.5;68.296968858107;6.2617830323199;0.95110985426782;1.05;6160.55;3430.4;1;1;0.89690191695683;3801.2650674722;1;3.6225;0;56.776;0;26.86;9.135;2273.8;1336.5691080497;1127.209406077;0;1667.1081244243;908.04849246991;3064.55;1582.4;905.03;987.27168889972;983.72187769615;451.88;521.61189806869;521.61189806869;380.12650674722;3.6225;474.474;622.69214835447;626.24195955803;474.474;34.893997879527;35.876076678273;194.89399787953;203.305;1862.5;202.39399787953;0.5985941721563;0.70491803278689;0.70491803278689;139.76682646794;154;154;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;3106.9764734966;1384.7143436463;691.10433478324;3.7663668448428;3.35;3.7663668448428;10;151;258;8.4521414094421;0.0;17.77;2923;11.292765424155;18.25;12.6;23.9;61.198856863261;6.2691050759812;0.95128209447857;1.05;6019;3264.3;1;1;0.95042756365725;3533.7463644341;1;3.5175;0;82.072;0;35.592;8.885;2183.06;1250.8557902903;1043.4154264532;0;2326.6589111677;1173.5058289269;2923;1452.3;865.02;937.45444869709;935.43259599007;414.73;480.17009918926;480.17009918926;353.37463644341;3.5175;435.4665;583.49595888041;585.51781158743;435.4665;75.236492842271;76.03420509258;395.23649284227;182.14;2519.4;402.73649284227;0.63318438582775;0.70491803278689;0.70491803278689;144.517431544;151;151;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;2610.0239613421;1030.8435945588;507.38527729141;3.4563560714026;3.09;3.4563560714026;10;138;258;7.8435049784148;0.0;16.41;2525.15;10.686540939102;16.65;10.9;22.4;47.478906428448;6.4776986173627;0.95594210583971;1.05;5621.15;2736.9;1;1;0.92981050639808;2981.7834311842;1;3.2445;0;95.204;0;39.18;8.205;2026.065;1089.9603225803;877.60840315958;0;2704.213033763;1274.3875221271;2525.15;1080.9;798.87;890.52013404786;889.70491535188;345.62;401.29341637073;401.29341637073;298.17834311842;3.2445;362.901;512.99440500616;513.80962370214;362.901;46.278050885131;46.490525319904;246.27805088513;121.95;2850.4;253.77805088513;0.63173425404147;0.70491803278689;0.70491803278689;129.49089435144;138;138;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;3171.2881964071;1431.086553085;708.19431303442;3.7110433531837;3.30;3.7110433531837;10;152;258;8.8738847537531;0.0;18.66;3061.25;11.231870387403;18.85;13.2;24.5;63.052215580112;6.2619186374712;0.95111304970559;1.05;6157.25;3374.5;1;1;0.90559598452359;3605.1774128006;1;3.465;0;60.48;0;27.208;9.33;2197.755;1265.3589402418;1060.0045721623;0;1811.6102556963;949.87833663955;3061.25;1550.5;846.73;927.98953861737;925.34637398623;413.85;479.38820897946;479.38820897946;360.51774128006;3.465;434.53510671437;575.74214356001;578.38530819115;434.53510671437;35.963370317453;36.223839380944;195.96337031745;202.55;1953.4;203.46337031745;0.60653895818239;0.70491803278689;0.70491803278689;138.98363581176;152;152;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;3099.9134939948;1379.882834456;687.47657660658;4.7208412752151;4.20;4.7208412752151;10;153;258;12.232641215033;0.0;25.72;2951.2;11.34294263873;18.35;13.5;23.2;60.608309369321;6.2663037261184;0.95121626866508;1.05;6047.2;3330.85;1;1;0.88197896811962;3525.7207642359;1;4.41;0;69.064;0;30.492;12.86;2169.91;1245.167208094;1034.9594146143;1.7392305531067;2074.1466893482;1084.8585914336;2951.2;1494.85;823.61;910.88851373857;907.41015192699;395.5;458.27695719133;458.27695719133;352.57207642359;4.41;415.275;557.07840886909;560.55677068067;415.275;35.279158724785;35.279158724785;195.27915872478;186.2175;2205.9;202.77915872478;0.61172075433014;0.70491803278689;0.70491803278689;140.6058241032;153;153;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;2951.429415021;1272.6800929762;635.00183129703;3.6808997269205;3.28;3.6808997269205;10;147;258;8.280460334073;0.0;17.38;2814.3;11.148993394806;17.8;12.1;23.5;56.955978787545;6.3379553015907;0.95287230541691;1.05;5910.3;3100.6;1;1;0.90429620378425;3360.9789492528;1;3.444;0;89.724;0;38.704;8.69;2138.01;1198.5592290684;991.62008157142;0;2526.4246655215;1249.5421072682;2814.3;1336.6;845.93;948.63640947638;947.16849481396;393.03;455.30665043133;455.30665043133;336.09789492528;3.444;412.67787640693;560.35018481768;561.8180994801;412.67787640693;35.582839664531;36.17184815137;195.58283966453;166.2075;2718.9;203.08283966453;0.61892982059335;0.70491803278689;0.70491803278689;134.73480419811;147;147;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;3071.8628339742;1359.3393154232;678.89971714546;3.7418074412753;3.33;3.7418074412753;10;150;258;8.4039240520066;0.0;17.66;2892.65;11.265274046118;18.15;12.5;23.8;60.264820399945;6.2889889658594;0.95174677825669;1.05;5988.65;3220.55;1;1;0.90336498616771;3494.738025812;1;3.4965;0;94.288;0;41.084;8.83;2170.815;1239.3520360509;1030.3160720568;0;2636.3564533716;1315.7545933896;2892.65;1420.55;859.99;965.99373169202;964.41531962973;409.04;473.3474316418;473.3474316418;349.4738025812;3.4965;429.492;578.79990408606;580.37831614835;429.492;35.640226998644;36.134599446709;195.64022699864;177.545;2850.7;203.14022699864;0.61850576852258;0.70491803278689;0.70491803278689;137.30810992283;150;150;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
2002;1;1;2002-09-15;R570;1922.8832321733;572.58986364025;240.0001067862;3.3892225476389;2.99;3.3892225476389;10;118;258;10.493131489671;0.2;22.24;2650.5;8.5104437881958;18.05;16.5;19.6;28.200657070209;5.9663148580049;0.94362693252437;1.05;5746.5;2355.8;1;1;0.98305388726181;2218.5313497128;1;3.1395;0;87.332;0;43.04;11.12;1703.96;798.7946082875;585.44194927574;3.7398275752704;2790.6908174528;1437.3723258852;2650.5;939.8;674.43;637.54263973648;623.36640509483;235.51;278.34666300087;278.34666300087;221.85313497128;3.1395;247.2855;383.98962873974;398.16586338138;247.2855;196.61077745236;196.61077745236;996.61077745236;140.995;2738;1004.1107774524;0.5802134334439;0.70491803278689;0.70491803278689;116.56001741416;118;118;mosiweb.mos_meteo_parcelle;ag0eePqmYiJNhDxjY4EjHsHvShSyUnHDbWL13IEz
