date	rr	etp	tx	tn	rg	ux	un	vt	tm
13-10-1998	0	4.94	23.14	15.7	23.3712	-999	-999	-999	-999
14-10-1998	7.5	3.06	22.23	15.65	15.2841	-999	-999	-999	-999
15-10-1998	3	5.45	23.25	15.78	25.583	-999	-999	-999	-999
16-10-1998	5	4.94	22.58	16.55	23.4057	-999	-999	-999	-999
17-10-1998	0	4.09	23.96	15.69	19.7424	-999	-999	-999	-999
18-10-1998	1	3.64	24.67	15.76	17.7897	-999	-999	-999	-999
19-10-1998	0	5.32	22.96	16.2	25.0214	-999	-999	-999	-999
20-10-1998	3.5	4.51	22.92	16.81	21.5308	-999	-999	-999	-999
21-10-1998	23.5	3.92	22.45	16.44	18.9993	-999	-999	-999	-999
22-10-1998	18.5	4.14	22.56	17.01	19.9584	-999	-999	-999	-999
23-10-1998	4	3.93	23.33	16.19	19.0339	-999	-999	-999	-999
24-10-1998	2	3.05	23.81	15.1	15.2668	-999	-999	-999	-999
25-10-1998	1.5	1.81	22.88	14.36	9.91	-999	-999	-999	-999
26-10-1998	0	5.17	23.96	15.07	24.3907	-999	-999	-999	-999
27-10-1998	0	5.31	23.8	16.79	24.9868	-999	-999	-999	-999
28-10-1998	0.5	3.22	23.69	14.84	16.0012	-999	-999	-999	-999
29-10-1998	0	3.13	24.07	14.19	15.6124	-999	-999	-999	-999
30-10-1998	0	3.47	23.63	15.76	17.0467	-999	-999	-999	-999
31-10-1998	0	5.81	25.17	16.72	27.1123	-999	-999	-999	-999
01-11-1998	0	4.61	25.15	15.89	21.9801	-999	-999	-999	-999
02-11-1998	2.5	1.91	23.5	14.12	10.342	-999	-999	-999	-999
03-11-1998	0	5.56	25.14	14.32	26.0496	-999	-999	-999	-999
04-11-1998	1.5	5.51	25.14	17.45	25.8508	-999	-999	-999	-999
05-11-1998	2	5.97	25.82	17.88	27.838	-999	-999	-999	-999
06-11-1998	0	6.21	25.25	18.21	28.8576	-999	-999	-999	-999
07-11-1998	0	6.21	24.62	17.65	28.8489	-999	-999	-999	-999
08-11-1998	0	5.58	25.18	16.48	26.136	-999	-999	-999	-999
09-11-1998	1	2.2	24.62	15.64	11.6035	-999	-999	-999	-999
10-11-1998	0	2.89	24.26	14.66	14.5584	-999	-999	-999	-999
11-11-1998	0	3.18	24.84	13.28	15.8112	-999	-999	-999	-999
12-11-1998	18	3.38	25.31	14.54	16.7011	-999	-999	-999	-999
13-11-1998	22	4.78	24.1	17.73	22.7059	-999	-999	-999	-999
