treatcode	obsdate	swc1	swc2	swc3	swc4	swc5	swc6
TIR1-5-0-AAA-R570	0002-05-19	0.453	0.453	0.484	0.519	0.559	0.57
TIR1-5-0-AAA-R570	0002-09-19	0.463	0.463	0.492	0.517	0.564	0.57
TIR1-5-0-AAA-R570	0003-01-19	0.409	0.409	0.457	0.488	0.524	0.525
TIR1-5-0-AAA-R570	0003-08-19	0.461	0.461	0.482	0.507	0.548	0.561
TIR1-5-0-AAA-R570	0003-10-19	0.386	0.386	0.438	0.484	0.532	0.542
TIR1-5-0-AAA-R570	0004-02-19	0.456	0.456	0.496	0.513	0.531	0.527
TIR1-5-0-AAA-R570	0004-03-19	0.409	0.409	0.458	0.475	0.507	0.514
TIR1-5-0-AAA-R570	0004-05-19	0.466	0.466	0.491	0.525	0.561	0.568
TIR1-5-0-AAA-R570	0004-07-19	0.459	0.459	0.488	0.512	0.554	0.563
TIR1-5-0-AAA-R570	0005-01-19	0.446	0.446	0.488	0.507	0.533	0.525
TIR1-5-0-AAA-R570	0005-09-19	0.475	0.475	0.5	0.522	0.566	0.572
TIR1-5-0-AAA-R570	0005-10-19	0.38	0.38	0.435	0.482	0.528	0.542
TIR1-5-0-AAA-R570	0006-04-19	0.452	0.452	0.479	0.508	0.539	0.545
TIR1-5-0-AAA-R570	0006-05-19	0.466	0.466	0.492	0.521	0.56	0.567
TIR1-5-0-AAA-R570	0006-06-19	0.457	0.457	0.482	0.519	0.561	0.575
TIR1-5-0-AAA-R570	0007-01-19	0.427	0.427	0.474	0.501	0.534	0.534
TIR1-5-0-AAA-R570	0007-02-19	0.43	0.43	0.476	0.506	0.539	0.543
TIR1-5-0-AAA-R570	0007-03-19	0.427	0.427	0.475	0.498	0.517	0.516
TIR1-5-0-AAA-R570	0007-09-19	0.463	0.463	0.491	0.516	0.562	0.568
TIR1-5-0-AAA-R570	0007-10-19	0.376	0.376	0.429	0.477	0.527	0.538
TIR1-5-0-AAA-R570	0008-04-19	0.46	0.46	0.49	0.516	0.544	0.544
TIR1-5-0-AAA-R570	0008-06-19	0.475	0.475	0.497	0.524	0.558	0.569
TIR1-5-0-AAA-R570	0008-07-19	0.475	0.475	0.503	0.525	0.574	0.58
TIR1-5-0-AAA-R570	0008-08-19	0.471	0.471	0.499	0.519	0.556	0.562
TIR1-5-0-AAA-R570	0009-02-19	0.442	0.442	0.481	0.503	0.539	0.54
TIR1-5-0-AAA-R570	0009-05-19	0.457	0.457	0.488	0.523	0.566	0.573
TIR1-5-0-AAA-R570	0009-09-19	0.451	0.451	0.483	0.51	0.555	0.566
TIR1-5-0-AAA-R570	0010-08-19	0.459	0.459	0.489	0.514	0.553	0.561
TIR1-5-0-AAA-R570	0010-10-19	0.425	0.425	0.445	0.48	0.525	0.538
TIR1-5-0-AAA-R570	0011-02-19	0.441	0.441	0.481	0.508	0.544	0.544
TIR1-5-0-AAA-R570	0011-03-19	0.458	0.458	0.492	0.516	0.558	0.563
TIR1-5-0-AAA-R570	0011-04-19	0.435	0.435	0.477	0.509	0.542	0.547
TIR1-5-0-AAA-R570	0011-05-19	0.479	0.479	0.499	0.511	0.554	0.564
TIR1-5-0-AAA-R570	0011-07-19	0.459	0.459	0.489	0.514	0.562	0.575
TIR1-5-0-AAA-R570	0012-01-19	0.445	0.445	0.483	0.499	0.537	0.539
TIR1-5-0-AAA-R570	0012-08-19	0.479	0.479	0.506	0.523	0.563	0.567
TIR1-5-0-AAA-R570	0012-09-19	0.438	0.438	0.475	0.505	0.549	0.557
TIR1-5-0-AAA-R570	0013-04-19	0.467	0.467	0.496	0.524	0.559	0.559
TIR1-5-0-AAA-R570	0013-06-19	0.462	0.462	0.487	0.523	0.567	0.572
TIR1-5-0-AAA-R570	0013-12-19	0.419	0.419	0.466	0.49	0.517	0.516
TIR1-5-0-AAA-R570	0014-01-19	0.454	0.454	0.492	0.509	0.548	0.542
TIR1-5-0-AAA-R570	0014-02-19	0.425	0.425	0.473	0.504	0.54	0.545
TIR1-5-0-AAA-R570	0014-03-19	0.42	0.42	0.475	0.511	0.551	0.56
TIR1-5-0-AAA-R570	0015-04-19	0.476	0.476	0.507	0.53	0.572	0.57
TIR1-5-0-AAA-R570	0015-06-19	0.476	0.476	0.498	0.53	0.57	0.572
TIR1-5-0-AAA-R570	0015-07-19	0.473	0.473	0.498	0.516	0.556	0.565
TIR1-5-0-AAA-R570	0015-08-19	0.466	0.466	0.494	0.517	0.568	0.577
TIR1-5-0-AAA-R570	0015-12-19	0.416	0.416	0.464	0.49	0.519	0.518
TIR1-5-0-AAA-R570	0016-02-19	0.434	0.434	0.476	0.503	0.537	0.542
TIR1-5-0-AAA-R570	0016-03-19	0.398	0.398	0.467	0.504	0.547	0.554
TIR1-5-0-AAA-R570	0016-05-19	0.443	0.443	0.475	0.513	0.55	0.56
TIR1-5-0-AAA-R570	0016-09-19	0.462	0.462	0.492	0.512	0.551	0.558
TIR1-5-0-AAA-R570	0017-01-19	0.434	0.434	0.478	0.508	0.537	0.539
TIR1-5-0-AAA-R570	0017-08-19	0.476	0.476	0.503	0.523	0.569	0.579
TIR1-5-0-AAA-R570	0017-12-19	0.434	0.434	0.48	0.5	0.524	0.525
TIR1-5-0-AAA-R570	0018-02-19	0.43	0.43	0.464	0.491	0.531	0.535
TIR1-5-0-AAA-R570	0018-03-19	0.449	0.449	0.487	0.512	0.544	0.55
TIR1-5-0-AAA-R570	0018-04-19	0.445	0.445	0.484	0.518	0.561	0.568
TIR1-5-0-AAA-R570	0018-05-19	0.47	0.47	0.498	0.531	0.573	0.578
TIR1-5-0-AAA-R570	0018-07-19	0.456	0.456	0.485	0.51	0.553	0.563
TIR1-5-0-AAA-R570	0019-01-19	0.418	0.418	0.465	0.501	0.534	0.538
TIR1-5-0-AAA-R570	0019-08-19	0.478	0.478	0.504	0.525	0.572	0.581
TIR1-5-0-AAA-R570	0019-09-19	0.446	0.446	0.482	0.507	0.549	0.555
TIR1-5-0-AAA-R570	0020-04-19	0.458	0.458	0.487	0.52	0.559	0.565
TIR1-5-0-AAA-R570	0020-05-19	0.466	0.466	0.494	0.526	0.571	0.58
TIR1-5-0-AAA-R570	0020-06-19	0.458	0.458	0.483	0.519	0.558	0.566
TIR1-5-0-AAA-R570	0020-07-19	0.491	0.491	0.508	0.525	0.562	0.567
TIR1-5-0-AAA-R570	0020-12-19	0.42	0.42	0.469	0.496	0.526	0.525
TIR1-5-0-AAA-R570	0021-01-19	0.442	0.442	0.475	0.497	0.532	0.537
TIR1-5-0-AAA-R570	0021-02-19	0.408	0.408	0.461	0.492	0.528	0.532
TIR1-5-0-AAA-R570	0021-03-19	0.393	0.393	0.461	0.502	0.539	0.547
TIR1-5-0-AAA-R570	0021-09-19	0.441	0.441	0.478	0.506	0.547	0.559
TIR1-5-0-AAA-R570	0022-04-19	0.45	0.45	0.483	0.511	0.556	0.564
TIR1-5-0-AAA-R570	0022-06-19	0.475	0.475	0.496	0.524	0.556	0.563
TIR1-5-0-AAA-R570	0022-08-19	0.456	0.456	0.487	0.512	0.558	0.571
TIR1-5-0-AAA-R570	0022-12-19	0.415	0.415	0.463	0.494	0.526	0.525
TIR1-5-0-AAA-R570	0023-02-19	0.443	0.443	0.471	0.485	0.523	0.526
TIR1-5-0-AAA-R570	0023-03-19	0.443	0.443	0.467	0.497	0.532	0.543
TIR1-5-0-AAA-R570	0023-09-19	0.433	0.433	0.472	0.502	0.545	0.554
TIR1-5-0-AAA-R570	0024-01-19	0.451	0.451	0.486	0.497	0.529	0.534
TIR1-5-0-AAA-R570	0024-06-19	0.466	0.466	0.492	0.52	0.556	0.563
TIR1-5-0-AAA-R570	0024-08-19	0.479	0.479	0.504	0.523	0.565	0.571
TIR1-5-0-AAA-R570	0025-02-19	0.39	0.39	0.448	0.482	0.518	0.521
TIR1-5-0-AAA-R570	0025-03-19	0.432	0.432	0.473	0.504	0.534	0.54
TIR1-5-0-AAA-R570	0025-04-19	0.443	0.443	0.477	0.506	0.553	0.556
TIR1-5-0-AAA-R570	0025-05-19	0.467	0.467	0.482	0.514	0.551	0.564
TIR1-5-0-AAA-R570	0025-07-19	0.474	0.474	0.501	0.524	0.571	0.582
TIR1-5-0-AAA-R570	0026-01-19	0.44	0.44	0.482	0.507	0.537	0.537
TIR1-5-0-AAA-R570	0026-08-19	0.478	0.478	0.502	0.522	0.566	0.573
TIR1-5-0-AAA-R570	0026-09-19	0.418	0.418	0.463	0.498	0.54	0.55
TIR1-5-0-AAA-R570	0027-04-19	0.465	0.465	0.488	0.517	0.549	0.554
TIR1-5-0-AAA-R570	0027-05-19	0.467	0.467	0.491	0.515	0.548	0.558
TIR1-5-0-AAA-R570	0027-07-19	0.461	0.461	0.491	0.517	0.564	0.575
TIR1-5-0-AAA-R570	0027-12-19	0.423	0.423	0.469	0.495	0.526	0.528
TIR1-5-0-AAA-R570	0028-01-19	0.446	0.446	0.48	0.502	0.539	0.537
TIR1-5-0-AAA-R570	0028-02-19	0.405	0.405	0.443	0.471	0.512	0.518
TIR1-5-0-AAA-R570	0028-03-19	0.399	0.399	0.448	0.494	0.528	0.537
TIR1-5-0-AAA-R570	0028-09-19	0.408	0.408	0.458	0.496	0.539	0.552
TIR1-5-0-AAA-R570	0029-04-19	0.465	0.465	0.493	0.517	0.558	0.566
TIR1-5-0-AAA-R570	0029-06-19	0.468	0.468	0.495	0.517	0.562	0.569
TIR1-5-0-AAA-R570	0029-07-19	0.457	0.457	0.488	0.515	0.561	0.575
TIR1-5-0-AAA-R570	0029-08-19	0.462	0.462	0.492	0.516	0.563	0.571
TIR1-5-0-AAA-R570	0029-12-19	0.435	0.435	0.48	0.502	0.534	0.53
TIR1-5-0-AAA-R570	0030-03-19	0.455	0.455	0.487	0.506	0.527	0.539
TIR1-5-0-AAA-R570	0030-05-19	0.451	0.451	0.478	0.512	0.546	0.557
TIR1-5-0-AAA-R570	0030-09-19	0.396	0.396	0.448	0.488	0.534	0.545
TIR1-5-0-AAA-R570	0031-01-19	0.42	0.42	0.454	0.489	0.523	0.528
TIR1-5-0-AAA-R570	0031-08-19	0.479	0.479	0.504	0.524	0.57	0.578
