rainfalldate	rainfall	wscode
31/01/2006	0	1031
01/02/2006	0	1031
02/02/2006	8.6	1031
03/02/2006	12.1	1031
04/02/2006	0	1031
05/02/2006	0	1031
06/02/2006	0	1031
07/02/2006	0	1031
08/02/2006	0	1031
09/02/2006	0	1031
10/02/2006	0	1031
11/02/2006	0	1031
12/02/2006	0	1031
13/02/2006	0	1031
14/02/2006	0	1031
15/02/2006	0	1031
16/02/2006	0	1031
17/02/2006	0	1031
18/02/2006	0	1031
19/02/2006	17.5	1031
20/02/2006	5.3	1031
21/02/2006	17.2	1031
22/02/2006	4.3	1031
23/02/2006	19.2	1031
24/02/2006	3.2	1031
25/02/2006	20.5	1031
26/02/2006	8.4	1031
27/02/2006	0	1031
28/02/2006	6.3	1031
01/03/2006	1.7	1031
02/03/2006	0	1031
03/03/2006	0	1031
04/03/2006	11.4	1031
05/03/2006	0	1031
06/03/2006	0	1031
07/03/2006	0	1031
08/03/2006	0	1031
09/03/2006	0	1031
10/03/2006	0	1031
11/03/2006	0	1031
12/03/2006	0	1031
13/03/2006	0	1031
14/03/2006	0	1031
15/03/2006	0	1031
16/03/2006	0	1031
17/03/2006	19.5	1031
18/03/2006	3.3	1031
19/03/2006	3.8	1031
20/03/2006	22.5	1031
21/03/2006	9.5	1031
22/03/2006	0	1031
23/03/2006	0	1031
24/03/2006	0	1031
25/03/2006	0	1031
26/03/2006	0	1031
27/03/2006	0	1031
28/03/2006	0	1031
29/03/2006	0	1031
30/03/2006	0	1031
31/03/2006	0	1031
01/04/2006	0	1031
02/04/2006	0	1031
03/04/2006	0	1031
04/04/2006	0	1031
05/04/2006	0	1031
06/04/2006	0.2	1031
07/04/2006	0	1031
08/04/2006	0	1031
09/04/2006	0	1031
10/04/2006	0	1031
11/04/2006	0	1031
12/04/2006	0	1031
13/04/2006	0	1031
14/04/2006	10.5	1031
15/04/2006	0	1031
16/04/2006	0	1031
17/04/2006	0	1031
18/04/2006	0	1031
19/04/2006	0	1031
20/04/2006	0	1031
21/04/2006	0	1031
22/04/2006	0.2	1031
23/04/2006	4.8	1031
24/04/2006	0	1031
25/04/2006	0	1031
26/04/2006	0	1031
27/04/2006	0	1031
28/04/2006	0	1031
29/04/2006	0	1031
30/04/2006	0	1031
01/05/2006	0	1031
02/05/2006	0	1031
03/05/2006	0	1031
04/05/2006	1.9	1031
05/05/2006	0	1031
06/05/2006	0	1031
07/05/2006	0	1031
08/05/2006	0	1031
09/05/2006	0	1031
10/05/2006	0	1031
11/05/2006	0	1031
12/05/2006	0	1031
13/05/2006	0	1031
14/05/2006	0	1031
15/05/2006	0	1031
16/05/2006	0	1031
17/05/2006	0	1031
18/05/2006	0	1031
19/05/2006	0	1031
20/05/2006	0	1031
21/05/2006	0	1031
22/05/2006	0	1031
23/05/2006	0	1031
24/05/2006	0	1031
25/05/2006	0	1031
26/05/2006	0	1031
27/05/2006	0	1031
28/05/2006	0	1031
29/05/2006	0	1031
30/05/2006	1.8	1031
31/05/2006	0	1031
01/06/2006	0	1031
02/06/2006	0	1031
03/06/2006	0	1031
04/06/2006	0	1031
05/06/2006	0	1031
06/06/2006	0	1031
07/06/2006	0	1031
08/06/2006	0	1031
09/06/2006	0	1031
10/06/2006	0	1031
11/06/2006	0	1031
12/06/2006	0	1031
13/06/2006	0	1031
14/06/2006	0	1031
15/06/2006	0	1031
16/06/2006	0	1031
17/06/2006	0	1031
18/06/2006	0	1031
19/06/2006	0	1031
20/06/2006	0	1031
21/06/2006	0	1031
22/06/2006	0	1031
23/06/2006	0	1031
24/06/2006	0	1031
25/06/2006	0	1031
26/06/2006	0	1031
27/06/2006	0	1031
28/06/2006	0	1031
29/06/2006	0	1031
30/06/2006	0	1031
01/07/2006	0	1031
02/07/2006	0	1031
03/07/2006	0	1031
04/07/2006	0	1031
05/07/2006	0	1031
06/07/2006	0	1031
07/07/2006	0	1031
08/07/2006	0	1031
09/07/2006	0	1031
10/07/2006	0	1031
11/07/2006	0	1031
12/07/2006	0	1031
13/07/2006	0	1031
14/07/2006	0	1031
15/07/2006	0	1031
16/07/2006	0	1031
17/07/2006	0	1031
18/07/2006	0	1031
19/07/2006	0	1031
20/07/2006	0	1031
21/07/2006	0	1031
22/07/2006	0	1031
23/07/2006	0	1031
24/07/2006	0	1031
25/07/2006	0	1031
26/07/2006	0	1031
27/07/2006	0	1031
28/07/2006	0	1031
29/07/2006	0	1031
30/07/2006	0	1031
31/07/2006	0	1031
01/08/2006	0	1031
02/08/2006	0	1031
03/08/2006	0	1031
04/08/2006	0	1031
05/08/2006	0	1031
06/08/2006	0	1031
07/08/2006	0	1031
08/08/2006	0	1031
09/08/2006	0	1031
10/08/2006	0	1031
11/08/2006	0	1031
12/08/2006	0	1031
13/08/2006	0	1031
14/08/2006	0	1031
15/08/2006	0	1031
16/08/2006	0	1031
17/08/2006	1.5	1031
18/08/2006	0	1031
19/08/2006	0	1031
20/08/2006	0	1031
21/08/2006	0	1031
22/08/2006	0	1031
23/08/2006	0	1031
24/08/2006	0	1031
25/08/2006	0	1031
26/08/2006	0	1031
27/08/2006	0	1031
28/08/2006	0	1031
29/08/2006	0	1031
30/08/2006	0	1031
31/08/2006	0	1031
01/09/2006	0	1031
02/09/2006	0	1031
03/09/2006	0	1031
04/09/2006	0	1031
05/09/2006	0	1031
06/09/2006	0	1031
07/09/2006	0	1031
08/09/2006	0	1031
09/09/2006	0	1031
10/09/2006	0	1031
11/09/2006	0	1031
12/09/2006	0	1031
13/09/2006	6.8	1031
14/09/2006	0.7	1031
15/09/2006	0	1031
16/09/2006	0	1031
17/09/2006	0	1031
18/09/2006	0	1031
19/09/2006	0	1031
20/09/2006	0	1031
21/09/2006	4.5	1031
22/09/2006	0	1031
23/09/2006	0	1031
24/09/2006	0	1031
25/09/2006	0	1031
26/09/2006	0	1031
27/09/2006	0	1031
28/09/2006	0	1031
29/09/2006	0	1031
30/09/2006	0	1031
01/10/2006	0	1031
02/10/2006	0	1031
03/10/2006	0	1031
04/10/2006	0	1031
05/10/2006	0	1031
06/10/2006	0	1031
07/10/2006	0	1031
08/10/2006	0	1031
09/10/2006	0	1031
10/10/2006	0	1031
11/10/2006	0	1031
12/10/2006	0	1031
13/10/2006	0	1031
14/10/2006	0	1031
15/10/2006	0	1031
16/10/2006	0	1031
17/10/2006	7.2	1031
18/10/2006	2.4	1031
19/10/2006	0	1031
20/10/2006	0	1031
21/10/2006	0	1031
22/10/2006	0	1031
23/10/2006	0	1031
24/10/2006	0	1031
25/10/2006	15.8	1031
26/10/2006	0	1031
27/10/2006	0	1031
28/10/2006	0	1031
29/10/2006	0	1031
30/10/2006	0	1031
31/10/2006	0	1031
01/11/2006	0	1031
02/11/2006	2	1031
03/11/2006	0	1031
04/11/2006	0	1031
05/11/2006	0	1031
06/11/2006	5.7	1031
07/11/2006	19.5	1031
08/11/2006	1.2	1031
09/11/2006	0	1031
10/11/2006	0	1031
11/11/2006	0	1031
12/11/2006	0	1031
13/11/2006	0	1031
14/11/2006	0	1031
15/11/2006	0	1031
16/11/2006	7.2	1031
17/11/2006	0	1031
18/11/2006	0	1031
19/11/2006	0	1031
20/11/2006	0	1031
21/11/2006	0	1031
22/11/2006	0.6	1031
23/11/2006	0	1031
24/11/2006	0	1031
25/11/2006	2	1031
26/11/2006	0	1031
27/11/2006	0	1031
28/11/2006	0	1031
29/11/2006	0	1031
30/11/2006	0	1031
01/12/2006	0	1031
02/12/2006	23	1031
03/12/2006	0	1031
04/12/2006	0	1031
05/12/2006	10.3	1031
06/12/2006	0	1031
07/12/2006	0	1031
08/12/2006	2.9	1031
09/12/2006	0	1031
10/12/2006	0	1031
11/12/2006	0	1031
12/12/2006	0	1031
13/12/2006	0	1031
14/12/2006	0	1031
15/12/2006	0	1031
16/12/2006	0	1031
17/12/2006	0	1031
18/12/2006	0	1031
19/12/2006	0	1031
20/12/2006	0	1031
21/12/2006	0	1031
22/12/2006	0	1031
23/12/2006	2	1031
24/12/2006	0	1031
25/12/2006	0	1031
26/12/2006	0	1031
27/12/2006	0	1031
28/12/2006	0	1031
29/12/2006	0	1031
30/12/2006	0	1031
31/12/2006	0	1031
01/01/2007	0	1031
02/01/2007	0	1031
03/01/2007	0	1031
04/01/2007	0	1031
05/01/2007	0	1031
06/01/2007	0	1031
07/01/2007	0	1031
08/01/2007	0	1031
09/01/2007	0	1031
10/01/2007	0	1031
11/01/2007	0	1031
12/01/2007	0	1031
13/01/2007	0	1031
14/01/2007	0	1031
15/01/2007	0	1031
16/01/2007	0	1031
17/01/2007	0	1031
18/01/2007	0	1031
19/01/2007	0	1031
20/01/2007	0	1031
21/01/2007	0	1031
22/01/2007	3	1031
23/01/2007	0.5	1031
24/01/2007	2.5	1031
25/01/2007	31.5	1031
26/01/2007	11.3	1031
27/01/2007	0	1031
28/01/2007	0.4	1031
29/01/2007	0.3	1031
30/01/2007	0	1031
31/01/2007	0	1031
01/02/2007	0.2	1031
02/02/2007	3	1031
03/02/2007	0	1031
04/02/2007	0	1031
05/02/2007	0	1031
06/02/2007	0	1031
07/02/2007	0	1031
08/02/2007	8	1031
09/02/2007	0	1031
10/02/2007	0	1031
11/02/2007	0	1031
12/02/2007	0	1031
13/02/2007	0	1031
14/02/2007	0	1031
15/02/2007	0	1031
16/02/2007	9	1031
17/02/2007	1	1031
18/02/2007	0	1031
19/02/2007	3.5	1031
20/02/2007	8.2	1031
21/02/2007	0	1031
22/02/2007	6.7	1031
23/02/2007	0	1031
24/02/2007	0	1031
25/02/2007	0	1031
26/02/2007	0	1031
27/02/2007	0	1031
28/02/2007	0	1031
01/03/2007	0	1031
02/03/2007	0	1031
03/03/2007	0	1031
04/03/2007	0	1031
05/03/2007	0	1031
06/03/2007	0	1031
07/03/2007	0	1031
08/03/2007	0	1031
09/03/2007	0	1031
10/03/2007	0	1031
11/03/2007	0	1031
12/03/2007	0	1031
13/03/2007	0	1031
14/03/2007	0	1031
15/03/2007	0	1031
16/03/2007	0	1031
17/03/2007	0	1031
18/03/2007	0	1031
19/03/2007	0	1031
20/03/2007	0	1031
21/03/2007	0	1031
22/03/2007	0	1031
23/03/2007	0	1031
24/03/2007	0	1031
25/03/2007	0	1031
26/03/2007	12.3	1031
27/03/2007	7.6	1031
28/03/2007	15.1	1031
29/03/2007	0.8	1031
30/03/2007	0	1031
31/03/2007	19.3	1031
01/04/2007	18.6	1031
02/04/2007	1	1031
03/04/2007	0	1031
04/04/2007	5.2	1031
05/04/2007	0	1031
06/04/2007	0	1031
07/04/2007	0	1031
08/04/2007	0	1031
09/04/2007	0	1031
10/04/2007	0	1031
11/04/2007	10.3	1031
12/04/2007	7.2	1031
13/04/2007	0	1031
14/04/2007	0	1031
15/04/2007	0	1031
16/04/2007	0	1031
17/04/2007	1.7	1031
18/04/2007	0.2	1031
19/04/2007	0	1031
20/04/2007	0	1031
21/04/2007	0	1031
22/04/2007	0	1031
23/04/2007	0	1031
24/04/2007	0	1031
25/04/2007	0	1031
26/04/2007	0	1031
27/04/2007	0	1031
28/04/2007	0	1031
29/04/2007	0	1031
30/04/2007	0	1031
01/05/2007	0	1031
02/05/2007	3.3	1031
03/05/2007	0	1031
04/05/2007	0	1031
05/05/2007	8.1	1031
06/05/2007	0	1031
07/05/2007	0	1031
08/05/2007	0	1031
09/05/2007	0	1031
10/05/2007	0	1031
11/05/2007	0	1031
12/05/2007	0	1031
13/05/2007	0	1031
14/05/2007	0	1031
15/05/2007	0	1031
16/05/2007	0	1031
17/05/2007	0	1031
18/05/2007	0	1031
19/05/2007	0	1031
20/05/2007	0	1031
21/05/2007	3	1031
22/05/2007	0	1031
23/05/2007	0	1031
24/05/2007	1.8	1031
25/05/2007	0	1031
26/05/2007	0	1031
27/05/2007	0	1031
28/05/2007	1.1	1031
29/05/2007	0	1031
30/05/2007	0	1031
31/05/2007	0	1031
01/06/2007	0	1031
02/06/2007	0	1031
03/06/2007	0	1031
04/06/2007	0	1031
05/06/2007	0	1031
06/06/2007	0	1031
07/06/2007	0	1031
08/06/2007	0	1031
09/06/2007	0	1031
10/06/2007	0	1031
11/06/2007	0	1031
12/06/2007	0	1031
13/06/2007	0	1031
14/06/2007	0	1031
15/06/2007	0	1031
16/06/2007	0	1031
17/06/2007	0	1031
18/06/2007	0	1031
19/06/2007	0	1031
20/06/2007	0	1031
21/06/2007	0	1031
22/06/2007	0	1031
23/06/2007	0	1031
24/06/2007	0	1031
25/06/2007	0	1031
26/06/2007	0	1031
