obsplantdate;obsplantlib;obsplantval;varcyclecode
24/08/2009;htn;65;DEL1-0-1-AAA-M37664
24/08/2009;htvdx;191;DEL1-0-1-AAA-M37664
24/08/2009;nblvsh;6.68421;DEL1-0-1-AAA-M37664
24/08/2009;nbt;19;DEL1-0-1-AAA-M37664
24/08/2009;sh20;2557;DEL1-0-1-AAA-M37664
24/08/2009;sh30;2367;DEL1-0-1-AAA-M37664
24/08/2009;sh40;2177;DEL1-0-1-AAA-M37664
24/08/2009;sh50;1987;DEL1-0-1-AAA-M37664
24/08/2009;sh60;1797;DEL1-0-1-AAA-M37664
24/08/2009;sh70;1612;DEL1-0-1-AAA-M37664
24/08/2009;sh80;1438;DEL1-0-1-AAA-M37664
24/08/2009;shtvd;2937;DEL1-0-1-AAA-M37664
27/08/2009;brixm1;18.7;DEL1-0-1-AAA-M37664
27/08/2009;brixm2;13.4;DEL1-0-1-AAA-M37664
27/08/2009;lai;5.49;DEL1-0-1-AAA-M37664
27/08/2009;mfa;123.0277;DEL1-0-1-AAA-M37664
27/08/2009;mffm;4.6767;DEL1-0-1-AAA-M37664
27/08/2009;mflv;22.7843;DEL1-0-1-AAA-M37664
27/08/2009;mfre;33.1667;DEL1-0-1-AAA-M37664
27/08/2009;mftu;62.4;DEL1-0-1-AAA-M37664
16/03/2009;sucrt;8.61748;DSME-0-0-AAA-R570
27/08/2009;msfm;3.3669;DEL1-0-1-AAA-M37664
27/08/2009;mslv;5.9215;DEL1-0-1-AAA-M37664
27/08/2009;msre;6.1631;DEL1-0-1-AAA-M37664
27/08/2009;mstu;15.4046;DEL1-0-1-AAA-M37664
27/08/2009;nttrec;12.67;DEL1-0-1-AAA-M37664
27/08/2009;sla;92.71;DEL1-0-1-AAA-M37664
01/09/2009;ei;0.898;DEL1-0-1-AAA-M37664
07/09/2009;nbtm;0.667;DEL1-0-1-AAA-M37664
07/09/2009;nbtv;10.667;DEL1-0-1-AAA-M37664
16/09/2009;htvds;194.3333;DEL1-0-1-AAA-M37664
16/09/2009;ltvdlargs;5.666667;DEL1-0-1-AAA-M37664
16/09/2009;ltvdlongs;158;DEL1-0-1-AAA-M37664
16/09/2009;naer;19.33333;DEL1-0-1-AAA-M37664
16/09/2009;nblss;3;DEL1-0-1-AAA-M37664
16/09/2009;nblts;23.66667;DEL1-0-1-AAA-M37664
16/09/2009;nblvs;8.333333;DEL1-0-1-AAA-M37664
07/10/2009;nbtm;0.889;DEL1-0-1-AAA-M37664
07/10/2009;nbtv;11.111;DEL1-0-1-AAA-M37664
19/11/2009;nbtv;11.111;DEL1-0-1-AAA-M37664
24/11/2009;htvds;270.1667;DEL1-0-1-AAA-M37664
24/11/2009;ltvdlargs;5.733333;DEL1-0-1-AAA-M37664
24/11/2009;ltvdlongs;162;DEL1-0-1-AAA-M37664
24/11/2009;nblss;2.833333;DEL1-0-1-AAA-M37664
24/11/2009;nblts;30.66667;DEL1-0-1-AAA-M37664
24/11/2009;nblvs;8.5;DEL1-0-1-AAA-M37664
22/01/2010;nbtv;9.333;DEL1-0-1-AAA-M37664
05/02/2010;htvds;363.6667;DEL1-0-1-AAA-M37664
05/02/2010;ltvdlargs;5.2;DEL1-0-1-AAA-M37664
05/02/2010;ltvdlongs;164.5;DEL1-0-1-AAA-M37664
05/02/2010;nblss;3;DEL1-0-1-AAA-M37664
05/02/2010;nblts;38.5;DEL1-0-1-AAA-M37664
05/02/2010;nblvs;8;DEL1-0-1-AAA-M37664
09/06/2010;brixjt;16.48571;DEL1-0-1-AAA-M37664
09/06/2010;brixm1;18.36;DEL1-0-1-AAA-M37664
09/06/2010;brixm2;18.02;DEL1-0-1-AAA-M37664
09/06/2010;brixm3;13.02;DEL1-0-1-AAA-M37664
09/06/2010;diab;28.65;DEL1-0-1-AAA-M37664
09/06/2010;diah;26.2;DEL1-0-1-AAA-M37664
09/06/2010;diam;26.88;DEL1-0-1-AAA-M37664
25/05/2009;sucrt;12.41796;DSME-0-0-AAA-R570
09/06/2010;gateau;156;DEL1-0-1-AAA-M37664
09/06/2010;htvde;531.8;DEL1-0-1-AAA-M37664
09/06/2010;husi;473.6;DEL1-0-1-AAA-M37664
09/06/2010;mfa;288.1;DEL1-0-1-AAA-M37664
09/06/2010;mffm;10.26667;DEL1-0-1-AAA-M37664
09/06/2010;mfre;35.11756;DEL1-0-1-AAA-M37664
09/06/2010;mftu;242.7158;DEL1-0-1-AAA-M37664
09/06/2010;msfm;4.56362;DEL1-0-1-AAA-M37664
09/06/2010;msre;7.4897;DEL1-0-1-AAA-M37664
09/06/2010;mstu;57.86884;DEL1-0-1-AAA-M37664
09/06/2010;nbtm;0.222;DEL1-0-1-AAA-M37664
09/06/2010;nbtv;11.556;DEL1-0-1-AAA-M37664
09/06/2010;nentu;36.8;DEL1-0-1-AAA-M37664
09/06/2010;nttrec;11.778;DEL1-0-1-AAA-M37664
09/06/2010;nturec;11.556;DEL1-0-1-AAA-M37664
09/06/2010;poljc;14.32105;DEL1-0-1-AAA-M37664
09/06/2010;pollu;15.26;DEL1-0-1-AAA-M37664
09/06/2010;purjt;86.86946;DEL1-0-1-AAA-M37664
09/06/2010;sucrt;9.908074;DEL1-0-1-AAA-M37664
03/03/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
03/03/2009;nbtv;0;DEL1-0-1-AAA-MEX68200
07/03/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
07/03/2009;nbtv;0;DEL1-0-1-AAA-MEX68200
10/03/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
10/03/2009;nbtv;0.889;DEL1-0-1-AAA-MEX68200
13/03/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
13/03/2009;nbtv;2.444;DEL1-0-1-AAA-MEX68200
16/03/2009;htet;0.9574271;DEL1-0-1-AAA-MEX68200
16/03/2009;htm;3.25;DEL1-0-1-AAA-MEX68200
16/03/2009;htn;2;DEL1-0-1-AAA-MEX68200
16/03/2009;htvdx;4;DEL1-0-1-AAA-MEX68200
16/03/2009;nblvsh;1.25;DEL1-0-1-AAA-MEX68200
16/03/2009;nbt;1.333333;DEL1-0-1-AAA-MEX68200
16/03/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
16/03/2009;nbtv;2.889;DEL1-0-1-AAA-MEX68200
16/03/2009;sh20;0;DEL1-0-1-AAA-MEX68200
16/03/2009;sh30;0;DEL1-0-1-AAA-MEX68200
16/03/2009;sh40;0;DEL1-0-1-AAA-MEX68200
16/03/2009;sh50;0;DEL1-0-1-AAA-MEX68200
16/03/2009;sh60;0;DEL1-0-1-AAA-MEX68200
16/03/2009;sh70;0;DEL1-0-1-AAA-MEX68200
16/03/2009;sh80;0;DEL1-0-1-AAA-MEX68200
16/03/2009;shtvd;4.333333;DEL1-0-1-AAA-MEX68200
19/03/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
19/03/2009;nbtv;3.333;DEL1-0-1-AAA-MEX68200
26/03/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
26/03/2009;nbtv;4.889;DEL1-0-1-AAA-MEX68200
27/03/2009;htet;3.231786;DEL1-0-1-AAA-MEX68200
27/03/2009;htm;11;DEL1-0-1-AAA-MEX68200
27/03/2009;htn;4;DEL1-0-1-AAA-MEX68200
27/03/2009;htvdx;16;DEL1-0-1-AAA-MEX68200
27/03/2009;nblvsh;3.263158;DEL1-0-1-AAA-MEX68200
27/03/2009;nbt;6.333333;DEL1-0-1-AAA-MEX68200
27/03/2009;sh20;0;DEL1-0-1-AAA-MEX68200
27/03/2009;sh30;0;DEL1-0-1-AAA-MEX68200
27/03/2009;sh40;0;DEL1-0-1-AAA-MEX68200
27/03/2009;sh50;0;DEL1-0-1-AAA-MEX68200
27/03/2009;sh60;0;DEL1-0-1-AAA-MEX68200
27/03/2009;sh70;0;DEL1-0-1-AAA-MEX68200
27/03/2009;sh80;0;DEL1-0-1-AAA-MEX68200
27/03/2009;shtvd;69.66666;DEL1-0-1-AAA-MEX68200
30/03/2009;htvds;12.15;DEL1-0-1-AAA-MEX68200
30/03/2009;ltvdlargs;2.4475;DEL1-0-1-AAA-MEX68200
30/03/2009;ltvdlongs;57.525;DEL1-0-1-AAA-MEX68200
30/03/2009;nblts;4.5;DEL1-0-1-AAA-MEX68200
30/03/2009;nblvs;4.5;DEL1-0-1-AAA-MEX68200
31/03/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
31/03/2009;nbtv;6.889;DEL1-0-1-AAA-MEX68200
01/04/2009;htet;3.973778;DEL1-0-1-AAA-MEX68200
01/04/2009;htm;10.90909;DEL1-0-1-AAA-MEX68200
01/04/2009;htn;4;DEL1-0-1-AAA-MEX68200
01/04/2009;htvdx;16.5;DEL1-0-1-AAA-MEX68200
01/04/2009;lai;0.234;DEL1-0-1-AAA-MEX68200
21/07/2009;sucrt;14.7208;DSME-0-0-AAA-R570
01/04/2009;msfm;0;DEL1-0-1-AAA-MEX68200
01/04/2009;mslv;0.11687;DEL1-0-1-AAA-MEX68200
01/04/2009;msre;0.0678;DEL1-0-1-AAA-MEX68200
01/04/2009;mstu;0;DEL1-0-1-AAA-MEX68200
01/04/2009;nblvsh;3.636364;DEL1-0-1-AAA-MEX68200
01/04/2009;nbt;11;DEL1-0-1-AAA-MEX68200
01/04/2009;nttrec;7.333;DEL1-0-1-AAA-MEX68200
01/04/2009;sh20;0;DEL1-0-1-AAA-MEX68200
01/04/2009;sh30;0;DEL1-0-1-AAA-MEX68200
01/04/2009;sh40;0;DEL1-0-1-AAA-MEX68200
01/04/2009;sh50;0;DEL1-0-1-AAA-MEX68200
01/04/2009;sh60;0;DEL1-0-1-AAA-MEX68200
01/04/2009;sh70;0;DEL1-0-1-AAA-MEX68200
01/04/2009;sh80;0;DEL1-0-1-AAA-MEX68200
01/04/2009;shtvd;120;DEL1-0-1-AAA-MEX68200
01/04/2009;sla;200.519;DEL1-0-1-AAA-MEX68200
03/04/2009;ei;0.1576;DEL1-0-1-AAA-MEX68200
03/04/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
03/04/2009;nbtv;7.111;DEL1-0-1-AAA-MEX68200
08/04/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
08/04/2009;nbtv;8.889;DEL1-0-1-AAA-MEX68200
14/04/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
14/04/2009;nbtv;10.444;DEL1-0-1-AAA-MEX68200
19/04/2009;ei;0.2133;DEL1-0-1-AAA-MEX68200
20/04/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
20/04/2009;nbtv;11.111;DEL1-0-1-AAA-MEX68200
27/04/2009;htvds;29.125;DEL1-0-1-AAA-MEX68200
27/04/2009;ltvdlargs;3.7525;DEL1-0-1-AAA-MEX68200
27/04/2009;ltvdlongs;94.525;DEL1-0-1-AAA-MEX68200
27/04/2009;nblss;2.5;DEL1-0-1-AAA-MEX68200
27/04/2009;nblts;9.5;DEL1-0-1-AAA-MEX68200
27/04/2009;nblvs;7.25;DEL1-0-1-AAA-MEX68200
27/04/2009;nbtm;0;DEL1-0-1-AAA-MEX68200
27/04/2009;nbtv;12.444;DEL1-0-1-AAA-MEX68200
04/05/2009;nbtm;0.222;DEL1-0-1-AAA-MEX68200
04/05/2009;nbtv;15.333;DEL1-0-1-AAA-MEX68200
05/05/2009;ei;0.3641;DEL1-0-1-AAA-MEX68200
11/05/2009;nbtm;0.667;DEL1-0-1-AAA-MEX68200
11/05/2009;nbtv;14.444;DEL1-0-1-AAA-MEX68200
12/05/2009;htet;9.15521;DEL1-0-1-AAA-MEX68200
12/05/2009;htm;26.51786;DEL1-0-1-AAA-MEX68200
12/05/2009;htn;10;DEL1-0-1-AAA-MEX68200
12/05/2009;htvdx;42;DEL1-0-1-AAA-MEX68200
12/05/2009;nbt;18.66667;DEL1-0-1-AAA-MEX68200
12/05/2009;sh20;149.3333;DEL1-0-1-AAA-MEX68200
12/05/2009;sh30;40;DEL1-0-1-AAA-MEX68200
12/05/2009;sh40;2;DEL1-0-1-AAA-MEX68200
12/05/2009;sh50;0;DEL1-0-1-AAA-MEX68200
12/05/2009;sh60;0;DEL1-0-1-AAA-MEX68200
12/05/2009;sh70;0;DEL1-0-1-AAA-MEX68200
12/05/2009;sh80;0;DEL1-0-1-AAA-MEX68200
12/05/2009;shtvd;495;DEL1-0-1-AAA-MEX68200
20/05/2009;ei;0.5517;DEL1-0-1-AAA-MEX68200
27/05/2009;nbtm;0.667;DEL1-0-1-AAA-MEX68200
27/05/2009;nbtv;16.444;DEL1-0-1-AAA-MEX68200
08/06/2009;htvds;60.25;DEL1-0-1-AAA-MEX68200
08/06/2009;ltvdlargs;5.3575;DEL1-0-1-AAA-MEX68200
08/06/2009;ltvdlongs;120.425;DEL1-0-1-AAA-MEX68200
08/06/2009;nblss;2.75;DEL1-0-1-AAA-MEX68200
08/06/2009;nblts;15.25;DEL1-0-1-AAA-MEX68200
08/06/2009;nblvs;9.75;DEL1-0-1-AAA-MEX68200
12/06/2009;ei;0.7267;DEL1-0-1-AAA-MEX68200
16/06/2009;nbtm;1.333;DEL1-0-1-AAA-MEX68200
16/06/2009;nbtv;15.111;DEL1-0-1-AAA-MEX68200
01/07/2009;ei;0.9158;DEL1-0-1-AAA-MEX68200
01/07/2009;htet;25.07197;DEL1-0-1-AAA-MEX68200
01/07/2009;htm;47.13158;DEL1-0-1-AAA-MEX68200
01/07/2009;htn;8;DEL1-0-1-AAA-MEX68200
01/07/2009;htvdx;90;DEL1-0-1-AAA-MEX68200
01/07/2009;nbt;25.33333;DEL1-0-1-AAA-MEX68200
01/07/2009;sh20;716;DEL1-0-1-AAA-MEX68200
01/07/2009;sh30;525.3333;DEL1-0-1-AAA-MEX68200
01/07/2009;sh40;358.6667;DEL1-0-1-AAA-MEX68200
01/07/2009;sh50;233.3333;DEL1-0-1-AAA-MEX68200
01/07/2009;sh60;141.3333;DEL1-0-1-AAA-MEX68200
01/07/2009;sh70;70.66666;DEL1-0-1-AAA-MEX68200
01/07/2009;sh80;22;DEL1-0-1-AAA-MEX68200
01/07/2009;shtvd;1194;DEL1-0-1-AAA-MEX68200
07/07/2009;nbtm;1.111;DEL1-0-1-AAA-MEX68200
07/07/2009;nbtv;14;DEL1-0-1-AAA-MEX68200
16/07/2009;htvds;93.25;DEL1-0-1-AAA-MEX68200
16/07/2009;ltvdlargs;5.175;DEL1-0-1-AAA-MEX68200
16/07/2009;ltvdlongs;150.25;DEL1-0-1-AAA-MEX68200
16/07/2009;nblss;2.5;DEL1-0-1-AAA-MEX68200
16/07/2009;nblts;18.5;DEL1-0-1-AAA-MEX68200
16/07/2009;nblvs;9.5;DEL1-0-1-AAA-MEX68200
20/07/2009;nbtm;1.111;DEL1-0-1-AAA-MEX68200
20/07/2009;nbtv;14.667;DEL1-0-1-AAA-MEX68200
04/08/2009;nbtm;2;DEL1-0-1-AAA-MEX68200
04/08/2009;nbtv;12.222;DEL1-0-1-AAA-MEX68200
24/08/2009;htet;46.12502;DEL1-0-1-AAA-MEX68200
24/08/2009;htm;82.77273;DEL1-0-1-AAA-MEX68200
24/08/2009;htn;14;DEL1-0-1-AAA-MEX68200
24/08/2009;htvdx;150;DEL1-0-1-AAA-MEX68200
24/08/2009;nblvsh;5.545455;DEL1-0-1-AAA-MEX68200
24/08/2009;nbt;22;DEL1-0-1-AAA-MEX68200
24/08/2009;sh20;1390;DEL1-0-1-AAA-MEX68200
24/08/2009;sh30;1192;DEL1-0-1-AAA-MEX68200
24/08/2009;sh40;1033;DEL1-0-1-AAA-MEX68200
24/08/2009;sh50;893;DEL1-0-1-AAA-MEX68200
24/08/2009;sh60;753;DEL1-0-1-AAA-MEX68200
24/08/2009;sh70;613;DEL1-0-1-AAA-MEX68200
24/08/2009;sh80;473;DEL1-0-1-AAA-MEX68200
24/08/2009;shtvd;1821;DEL1-0-1-AAA-MEX68200
27/08/2009;brixm1;17.4;DEL1-0-1-AAA-MEX68200
27/08/2009;brixm2;11.8;DEL1-0-1-AAA-MEX68200
27/08/2009;lai;5.325;DEL1-0-1-AAA-MEX68200
27/08/2009;mfa;87.029;DEL1-0-1-AAA-MEX68200
27/08/2009;mffm;3.4433;DEL1-0-1-AAA-MEX68200
27/08/2009;mflv;21.1857;DEL1-0-1-AAA-MEX68200
27/08/2009;mfre;31.7333;DEL1-0-1-AAA-MEX68200
27/08/2009;mftu;30.6667;DEL1-0-1-AAA-MEX68200
27/08/2009;msfm;2.4813;DEL1-0-1-AAA-MEX68200
27/08/2009;mslv;5.7213;DEL1-0-1-AAA-MEX68200
27/08/2009;msre;6.1077;DEL1-0-1-AAA-MEX68200
27/08/2009;mstu;7.3923;DEL1-0-1-AAA-MEX68200
27/08/2009;nttrec;14.67;DEL1-0-1-AAA-MEX68200
27/08/2009;sla;93.08;DEL1-0-1-AAA-MEX68200
01/09/2009;ei;0.9501;DEL1-0-1-AAA-MEX68200
07/09/2009;nbtm;1.111;DEL1-0-1-AAA-MEX68200
07/09/2009;nbtv;10.222;DEL1-0-1-AAA-MEX68200
16/09/2009;htvds;144.75;DEL1-0-1-AAA-MEX68200
16/09/2009;ltvdlargs;6.1;DEL1-0-1-AAA-MEX68200
16/09/2009;ltvdlongs;162.25;DEL1-0-1-AAA-MEX68200
16/09/2009;naer;15.5;DEL1-0-1-AAA-MEX68200
16/09/2009;nblss;2.5;DEL1-0-1-AAA-MEX68200
16/09/2009;nblts;23;DEL1-0-1-AAA-MEX68200
16/09/2009;nblvs;9.25;DEL1-0-1-AAA-MEX68200
07/10/2009;nbtm;1.111;DEL1-0-1-AAA-MEX68200
07/10/2009;nbtv;10;DEL1-0-1-AAA-MEX68200
19/11/2009;nbtv;8.667;DEL1-0-1-AAA-MEX68200
24/11/2009;htvds;206.5;DEL1-0-1-AAA-MEX68200
24/11/2009;ltvdlargs;6.025;DEL1-0-1-AAA-MEX68200
24/11/2009;ltvdlongs;157;DEL1-0-1-AAA-MEX68200
24/11/2009;nblss;2;DEL1-0-1-AAA-MEX68200
24/11/2009;nblts;29;DEL1-0-1-AAA-MEX68200
24/11/2009;nblvs;9.25;DEL1-0-1-AAA-MEX68200
22/01/2010;nbtv;8.667;DEL1-0-1-AAA-MEX68200
05/02/2010;htvds;294.75;DEL1-0-1-AAA-MEX68200
05/02/2010;ltvdlargs;5.825;DEL1-0-1-AAA-MEX68200
05/02/2010;ltvdlongs;164.75;DEL1-0-1-AAA-MEX68200
05/02/2010;nblss;2.25;DEL1-0-1-AAA-MEX68200
05/02/2010;nblts;36;DEL1-0-1-AAA-MEX68200
05/02/2010;nblvs;10.5;DEL1-0-1-AAA-MEX68200
09/06/2010;brixjt;18.81571;DEL1-0-1-AAA-MEX68200
09/06/2010;brixm1;21.84;DEL1-0-1-AAA-MEX68200
09/06/2010;brixm2;22.46;DEL1-0-1-AAA-MEX68200
09/06/2010;brixm3;16.2;DEL1-0-1-AAA-MEX68200
09/06/2010;diab;29.82;DEL1-0-1-AAA-MEX68200
09/06/2010;diah;23.54;DEL1-0-1-AAA-MEX68200
09/06/2010;diam;27.1;DEL1-0-1-AAA-MEX68200
21/09/2009;sucrt;15.45819;DSME-0-0-AAA-R570
09/06/2010;gateau;185;DEL1-0-1-AAA-MEX68200
09/06/2010;htvde;384.4;DEL1-0-1-AAA-MEX68200
09/06/2010;husi;347;DEL1-0-1-AAA-MEX68200
09/06/2010;mfa;213.9445;DEL1-0-1-AAA-MEX68200
09/06/2010;mffm;19.11111;DEL1-0-1-AAA-MEX68200
09/06/2010;mfre;35.40564;DEL1-0-1-AAA-MEX68200
09/06/2010;mftu;159.4277;DEL1-0-1-AAA-MEX68200
09/06/2010;msfm;16.02103;DEL1-0-1-AAA-MEX68200
09/06/2010;msre;9.89799;DEL1-0-1-AAA-MEX68200
09/06/2010;mstu;50.19902;DEL1-0-1-AAA-MEX68200
09/06/2010;nbtm;0.666;DEL1-0-1-AAA-MEX68200
09/06/2010;nbtv;7.778;DEL1-0-1-AAA-MEX68200
09/06/2010;nentu;31;DEL1-0-1-AAA-MEX68200
09/06/2010;nttrec;8.444;DEL1-0-1-AAA-MEX68200
09/06/2010;nturec;7.778;DEL1-0-1-AAA-MEX68200
09/06/2010;poljc;17.2627;DEL1-0-1-AAA-MEX68200
09/06/2010;pollu;18.57;DEL1-0-1-AAA-MEX68200
09/06/2010;purjt;91.74615;DEL1-0-1-AAA-MEX68200
09/06/2010;sucrt;11.39083;DEL1-0-1-AAA-MEX68200
03/03/2009;nbtm;0;DEL1-0-1-AAA-NCO376
03/03/2009;nbtv;0;DEL1-0-1-AAA-NCO376
07/03/2009;nbtm;0;DEL1-0-1-AAA-NCO376
07/03/2009;nbtv;0;DEL1-0-1-AAA-NCO376
10/03/2009;nbtm;0;DEL1-0-1-AAA-NCO376
10/03/2009;nbtv;0.444;DEL1-0-1-AAA-NCO376
13/03/2009;nbtm;0;DEL1-0-1-AAA-NCO376
13/03/2009;nbtv;2;DEL1-0-1-AAA-NCO376
16/03/2009;htm;9;DEL1-0-1-AAA-NCO376
16/03/2009;htn;9;DEL1-0-1-AAA-NCO376
16/03/2009;htvdx;9;DEL1-0-1-AAA-NCO376
16/03/2009;nblvsh;1;DEL1-0-1-AAA-NCO376
16/03/2009;nbt;0.3333333;DEL1-0-1-AAA-NCO376
16/03/2009;nbtm;0;DEL1-0-1-AAA-NCO376
16/03/2009;nbtv;3.333;DEL1-0-1-AAA-NCO376
16/03/2009;sh20;0;DEL1-0-1-AAA-NCO376
16/03/2009;sh30;0;DEL1-0-1-AAA-NCO376
16/03/2009;sh40;0;DEL1-0-1-AAA-NCO376
16/03/2009;sh50;0;DEL1-0-1-AAA-NCO376
16/03/2009;sh60;0;DEL1-0-1-AAA-NCO376
16/03/2009;sh70;0;DEL1-0-1-AAA-NCO376
16/03/2009;sh80;0;DEL1-0-1-AAA-NCO376
16/03/2009;shtvd;3;DEL1-0-1-AAA-NCO376
19/03/2009;nbtm;0;DEL1-0-1-AAA-NCO376
19/03/2009;nbtv;3.778;DEL1-0-1-AAA-NCO376
26/03/2009;nbtm;0;DEL1-0-1-AAA-NCO376
26/03/2009;nbtv;4.444;DEL1-0-1-AAA-NCO376
27/03/2009;htet;3.065513;DEL1-0-1-AAA-NCO376
27/03/2009;htm;10.15;DEL1-0-1-AAA-NCO376
27/03/2009;htn;6;DEL1-0-1-AAA-NCO376
27/03/2009;htvdx;16;DEL1-0-1-AAA-NCO376
27/03/2009;nblvsh;2.7;DEL1-0-1-AAA-NCO376
27/03/2009;nbt;6.666667;DEL1-0-1-AAA-NCO376
27/03/2009;sh20;0;DEL1-0-1-AAA-NCO376
27/03/2009;sh30;0;DEL1-0-1-AAA-NCO376
27/03/2009;sh40;0;DEL1-0-1-AAA-NCO376
27/03/2009;sh50;0;DEL1-0-1-AAA-NCO376
27/03/2009;sh60;0;DEL1-0-1-AAA-NCO376
27/03/2009;sh70;0;DEL1-0-1-AAA-NCO376
27/03/2009;sh80;0;DEL1-0-1-AAA-NCO376
27/03/2009;shtvd;67.66666;DEL1-0-1-AAA-NCO376
30/03/2009;htvds;11.3;DEL1-0-1-AAA-NCO376
30/03/2009;ltvdlargs;1.74;DEL1-0-1-AAA-NCO376
30/03/2009;ltvdlongs;24.6;DEL1-0-1-AAA-NCO376
30/03/2009;nblts;2;DEL1-0-1-AAA-NCO376
30/03/2009;nblvs;2;DEL1-0-1-AAA-NCO376
31/03/2009;nbtm;0;DEL1-0-1-AAA-NCO376
31/03/2009;nbtv;5.111;DEL1-0-1-AAA-NCO376
01/04/2009;htet;2.782731;DEL1-0-1-AAA-NCO376
01/04/2009;htm;7.923077;DEL1-0-1-AAA-NCO376
01/04/2009;htn;3;DEL1-0-1-AAA-NCO376
01/04/2009;htvdx;13;DEL1-0-1-AAA-NCO376
01/04/2009;lai;0.153;DEL1-0-1-AAA-NCO376
01/04/2009;msfm;0;DEL1-0-1-AAA-NCO376
01/04/2009;mslv;0.06287;DEL1-0-1-AAA-NCO376
01/04/2009;msre;0.0378;DEL1-0-1-AAA-NCO376
01/04/2009;mstu;0;DEL1-0-1-AAA-NCO376
01/04/2009;nblvsh;2.923077;DEL1-0-1-AAA-NCO376
01/04/2009;nbt;13;DEL1-0-1-AAA-NCO376
01/04/2009;nttrec;8.667;DEL1-0-1-AAA-NCO376
01/04/2009;sh20;0;DEL1-0-1-AAA-NCO376
01/04/2009;sh30;0;DEL1-0-1-AAA-NCO376
01/04/2009;sh40;0;DEL1-0-1-AAA-NCO376
01/04/2009;sh50;0;DEL1-0-1-AAA-NCO376
01/04/2009;sh60;0;DEL1-0-1-AAA-NCO376
01/04/2009;sh70;0;DEL1-0-1-AAA-NCO376
01/04/2009;sh80;0;DEL1-0-1-AAA-NCO376
01/04/2009;shtvd;103;DEL1-0-1-AAA-NCO376
01/04/2009;sla;243.439;DEL1-0-1-AAA-NCO376
03/04/2009;ei;0.1079;DEL1-0-1-AAA-NCO376
03/04/2009;nbtm;0;DEL1-0-1-AAA-NCO376
03/04/2009;nbtv;5.111;DEL1-0-1-AAA-NCO376
08/04/2009;nbtm;0;DEL1-0-1-AAA-NCO376
08/04/2009;nbtv;5.778;DEL1-0-1-AAA-NCO376
14/04/2009;nbtm;0;DEL1-0-1-AAA-NCO376
14/04/2009;nbtv;6.667;DEL1-0-1-AAA-NCO376
19/04/2009;ei;0.1247;DEL1-0-1-AAA-NCO376
20/04/2009;nbtm;0;DEL1-0-1-AAA-NCO376
20/04/2009;nbtv;8.444;DEL1-0-1-AAA-NCO376
27/04/2009;htvds;30;DEL1-0-1-AAA-NCO376
27/04/2009;ltvdlargs;2.41;DEL1-0-1-AAA-NCO376
27/04/2009;ltvdlongs;53.4;DEL1-0-1-AAA-NCO376
27/04/2009;nblss;3;DEL1-0-1-AAA-NCO376
27/04/2009;nblts;7;DEL1-0-1-AAA-NCO376
27/04/2009;nblvs;6;DEL1-0-1-AAA-NCO376
27/04/2009;nbtm;0;DEL1-0-1-AAA-NCO376
27/04/2009;nbtv;10.444;DEL1-0-1-AAA-NCO376
04/05/2009;nbtm;0;DEL1-0-1-AAA-NCO376
04/05/2009;nbtv;12.222;DEL1-0-1-AAA-NCO376
05/05/2009;ei;0.1672;DEL1-0-1-AAA-NCO376
11/05/2009;nbtm;0;DEL1-0-1-AAA-NCO376
11/05/2009;nbtv;12.222;DEL1-0-1-AAA-NCO376
12/05/2009;htet;7.123821;DEL1-0-1-AAA-NCO376
12/05/2009;htm;18.65454;DEL1-0-1-AAA-NCO376
12/05/2009;htn;5;DEL1-0-1-AAA-NCO376
12/05/2009;htvdx;40;DEL1-0-1-AAA-NCO376
12/05/2009;nbt;18.33333;DEL1-0-1-AAA-NCO376
12/05/2009;sh20;40.33333;DEL1-0-1-AAA-NCO376
12/05/2009;sh30;4.666667;DEL1-0-1-AAA-NCO376
12/05/2009;sh40;0;DEL1-0-1-AAA-NCO376
12/05/2009;sh50;0;DEL1-0-1-AAA-NCO376
12/05/2009;sh60;0;DEL1-0-1-AAA-NCO376
12/05/2009;sh70;0;DEL1-0-1-AAA-NCO376
12/05/2009;sh80;0;DEL1-0-1-AAA-NCO376
12/05/2009;shtvd;342;DEL1-0-1-AAA-NCO376
20/05/2009;ei;0.3288;DEL1-0-1-AAA-NCO376
27/05/2009;nbtm;0;DEL1-0-1-AAA-NCO376
27/05/2009;nbtv;15.111;DEL1-0-1-AAA-NCO376
08/06/2009;htvds;46;DEL1-0-1-AAA-NCO376
08/06/2009;ltvdlargs;2.25;DEL1-0-1-AAA-NCO376
08/06/2009;ltvdlongs;100.6;DEL1-0-1-AAA-NCO376
08/06/2009;nblss;3;DEL1-0-1-AAA-NCO376
08/06/2009;nblts;14;DEL1-0-1-AAA-NCO376
