obsplantdate;obsplantlib;obsplantval;varcyclecode
15/06/2015;nbtv;5.259259259;SYP2-1-0-AAA-WI8615
17/08/2015;nbtv;9.407407407;SYP2-1-0-AAA-WI8615
13/10/2015;nbtv;5.703703704;SYP2-1-0-AAA-WI8615
09/12/2015;nbtv;6.667;SYP2-1-0-AAA-WI8615
04/02/2016;nbtv;7.037;SYP2-1-0-AAA-WI8615
22/03/2016;nbtv;6.815;SYP2-1-0-AAA-WI8615
09/12/2015;pcihaer;711.288;SYP2-1-0-AAA-WI8615
04/02/2016;pcihaer;1509.427;SYP2-1-0-AAA-WI8615
22/03/2016;pcihaer;2053.353;SYP2-1-0-AAA-WI8615
09/12/2015;purjaer;6.133;SYP2-1-0-AAA-WI8615
04/02/2016;purjaer;36.924;SYP2-1-0-AAA-WI8615
22/03/2016;purjaer;38.948;SYP2-1-0-AAA-WI8615
09/12/2015;sucraer;0.266;SYP2-1-0-AAA-WI8615
04/02/2016;sucraer;2.138;SYP2-1-0-AAA-WI8615
22/03/2016;sucraer;2.559;SYP2-1-0-AAA-WI8615
09/12/2015;brixaer;4.339;SYP2-1-1-AAA-R109001
04/02/2016;brixaer;4.891;SYP2-1-1-AAA-R109001
22/03/2016;brixaer;4.875;SYP2-1-1-AAA-R109001
09/12/2015;brixjaer;5.58;SYP2-1-1-AAA-R109001
04/02/2016;brixjaer;6.69;SYP2-1-1-AAA-R109001
22/03/2016;brixjaer;6.28;SYP2-1-1-AAA-R109001
09/12/2015;fibraer;17.797;SYP2-1-1-AAA-R109001
04/02/2016;fibraer;21.512;SYP2-1-1-AAA-R109001
22/03/2016;fibraer;17.895;SYP2-1-1-AAA-R109001
15/06/2015;htvdx;21;SYP2-1-1-AAA-R109001
17/08/2015;htvdx;69;SYP2-1-1-AAA-R109001
13/10/2015;htvdx;95;SYP2-1-1-AAA-R109001
15/06/2015;humaer;80.03518689;SYP2-1-1-AAA-R109001
17/08/2015;humaer;80.12056294;SYP2-1-1-AAA-R109001
13/10/2015;humaer;80.26137132;SYP2-1-1-AAA-R109001
09/12/2015;humaer;78.333;SYP2-1-1-AAA-R109001
04/02/2016;humaer;73.84;SYP2-1-1-AAA-R109001
22/03/2016;humaer;76.345;SYP2-1-1-AAA-R109001
15/06/2015;mfa;0.94035151;SYP2-1-1-AAA-R109001
17/08/2015;mfa;16.87027334;SYP2-1-1-AAA-R109001
13/10/2015;mfa;7.896744826;SYP2-1-1-AAA-R109001
09/12/2015;mfa;61.2;SYP2-1-1-AAA-R109001
04/02/2016;mfa;120.111;SYP2-1-1-AAA-R109001
22/03/2016;mfa;170.178;SYP2-1-1-AAA-R109001
23/03/2016;mfa;175;SYP2-1-1-AAA-R109001
15/06/2015;msa;0.187739422;SYP2-1-1-AAA-R109001
17/08/2015;msa;3.353715372;SYP2-1-1-AAA-R109001
13/10/2015;msa;1.558709139;SYP2-1-1-AAA-R109001
09/12/2015;msa;13.26;SYP2-1-1-AAA-R109001
04/02/2016;msa;31.421;SYP2-1-1-AAA-R109001
22/03/2016;msa;40.255;SYP2-1-1-AAA-R109001
09/12/2015;nbtfl;0;SYP2-1-1-AAA-R109001
04/02/2016;nbtfl;0;SYP2-1-1-AAA-R109001
22/03/2016;nbtfl;0;SYP2-1-1-AAA-R109001
15/06/2015;nbtv;3.777777778;SYP2-1-1-AAA-R109001
17/08/2015;nbtv;32.22222222;SYP2-1-1-AAA-R109001
13/10/2015;nbtv;6.666666667;SYP2-1-1-AAA-R109001
09/12/2015;nbtv;17.556;SYP2-1-1-AAA-R109001
04/02/2016;nbtv;23.333;SYP2-1-1-AAA-R109001
22/03/2016;nbtv;20;SYP2-1-1-AAA-R109001
09/12/2015;pcihaer;1826.067;SYP2-1-1-AAA-R109001
04/02/2016;pcihaer;2727.285;SYP2-1-1-AAA-R109001
22/03/2016;pcihaer;2220.535;SYP2-1-1-AAA-R109001
09/12/2015;purjaer;18.797;SYP2-1-1-AAA-R109001
04/02/2016;purjaer;32.97;SYP2-1-1-AAA-R109001
22/03/2016;purjaer;27.863;SYP2-1-1-AAA-R109001
09/12/2015;sucraer;0.816;SYP2-1-1-AAA-R109001
04/02/2016;sucraer;1.613;SYP2-1-1-AAA-R109001
22/03/2016;sucraer;1.358;SYP2-1-1-AAA-R109001
09/12/2015;brixaer;4.663;SYP2-1-1-AAA-R109003
04/02/2016;brixaer;6.165;SYP2-1-1-AAA-R109003
22/03/2016;brixaer;6.428;SYP2-1-1-AAA-R109003
09/12/2015;brixjaer;5.84;SYP2-1-1-AAA-R109003
04/02/2016;brixjaer;8.32;SYP2-1-1-AAA-R109003
22/03/2016;brixjaer;8.47;SYP2-1-1-AAA-R109003
09/12/2015;fibraer;16.124;SYP2-1-1-AAA-R109003
04/02/2016;fibraer;20.722;SYP2-1-1-AAA-R109003
22/03/2016;fibraer;19.284;SYP2-1-1-AAA-R109003
15/06/2015;htvdx;24;SYP2-1-1-AAA-R109003
17/08/2015;htvdx;60;SYP2-1-1-AAA-R109003
13/10/2015;htvdx;92;SYP2-1-1-AAA-R109003
15/06/2015;humaer;80.54183756;SYP2-1-1-AAA-R109003
17/08/2015;humaer;80.03175936;SYP2-1-1-AAA-R109003
13/10/2015;humaer;79.41409112;SYP2-1-1-AAA-R109003
09/12/2015;humaer;79.764;SYP2-1-1-AAA-R109003
04/02/2016;humaer;74.463;SYP2-1-1-AAA-R109003
22/03/2016;humaer;74.524;SYP2-1-1-AAA-R109003
15/06/2015;mfa;4.950270768;SYP2-1-1-AAA-R109003
17/08/2015;mfa;29.28241128;SYP2-1-1-AAA-R109003
13/10/2015;mfa;6.421503636;SYP2-1-1-AAA-R109003
09/12/2015;mfa;128.489;SYP2-1-1-AAA-R109003
04/02/2016;mfa;99.733;SYP2-1-1-AAA-R109003
22/03/2016;mfa;186.933;SYP2-1-1-AAA-R109003
23/03/2016;mfa;164.881;SYP2-1-1-AAA-R109003
15/06/2015;msa;0.963231727;SYP2-1-1-AAA-R109003
17/08/2015;msa;5.847182349;SYP2-1-1-AAA-R109003
13/10/2015;msa;1.321924887;SYP2-1-1-AAA-R109003
09/12/2015;msa;26;SYP2-1-1-AAA-R109003
04/02/2016;msa;25.469;SYP2-1-1-AAA-R109003
22/03/2016;msa;47.622;SYP2-1-1-AAA-R109003
09/12/2015;nbtfl;0;SYP2-1-1-AAA-R109003
04/02/2016;nbtfl;0;SYP2-1-1-AAA-R109003
22/03/2016;nbtfl;0;SYP2-1-1-AAA-R109003
15/06/2015;nbtv;22.44444444;SYP2-1-1-AAA-R109003
17/08/2015;nbtv;52.88888889;SYP2-1-1-AAA-R109003
13/10/2015;nbtv;6.666666667;SYP2-1-1-AAA-R109003
09/12/2015;nbtv;23.778;SYP2-1-1-AAA-R109003
04/02/2016;nbtv;16.667;SYP2-1-1-AAA-R109003
22/03/2016;nbtv;20.222;SYP2-1-1-AAA-R109003
09/12/2015;pcihaer;1527.93;SYP2-1-1-AAA-R109003
04/02/2016;pcihaer;2574.877;SYP2-1-1-AAA-R109003
22/03/2016;pcihaer;2557.543;SYP2-1-1-AAA-R109003
09/12/2015;purjaer;32.026;SYP2-1-1-AAA-R109003
04/02/2016;purjaer;58.742;SYP2-1-1-AAA-R109003
22/03/2016;purjaer;61.329;SYP2-1-1-AAA-R109003
09/12/2015;sucraer;1.493;SYP2-1-1-AAA-R109003
04/02/2016;sucraer;3.621;SYP2-1-1-AAA-R109003
22/03/2016;sucraer;3.942;SYP2-1-1-AAA-R109003
09/12/2015;brixaer;3.495;SYP2-1-1-AAA-R109005
04/02/2016;brixaer;4.665;SYP2-1-1-AAA-R109005
22/03/2016;brixaer;3.741;SYP2-1-1-AAA-R109005
09/12/2015;brixjaer;4.32;SYP2-1-1-AAA-R109005
04/02/2016;brixjaer;6.04;SYP2-1-1-AAA-R109005
22/03/2016;brixjaer;4.95;SYP2-1-1-AAA-R109005
09/12/2015;fibraer;15.285;SYP2-1-1-AAA-R109005
04/02/2016;fibraer;18.206;SYP2-1-1-AAA-R109005
22/03/2016;fibraer;19.545;SYP2-1-1-AAA-R109005
15/06/2015;htvdx;26;SYP2-1-1-AAA-R109005
17/08/2015;htvdx;61;SYP2-1-1-AAA-R109005
13/10/2015;htvdx;84;SYP2-1-1-AAA-R109005
15/06/2015;humaer;84.74300348;SYP2-1-1-AAA-R109005
17/08/2015;humaer;84.230403;SYP2-1-1-AAA-R109005
13/10/2015;humaer;83.21076858;SYP2-1-1-AAA-R109005
09/12/2015;humaer;82.55;SYP2-1-1-AAA-R109005
04/02/2016;humaer;77.334;SYP2-1-1-AAA-R109005
22/03/2016;humaer;76.483;SYP2-1-1-AAA-R109005
15/06/2015;mfa;4.248327866;SYP2-1-1-AAA-R109005
17/08/2015;mfa;14.09968963;SYP2-1-1-AAA-R109005
13/10/2015;mfa;8.913353896;SYP2-1-1-AAA-R109005
09/12/2015;mfa;80.244;SYP2-1-1-AAA-R109005
04/02/2016;mfa;140.489;SYP2-1-1-AAA-R109005
22/03/2016;mfa;178.889;SYP2-1-1-AAA-R109005
23/03/2016;mfa;167.262;SYP2-1-1-AAA-R109005
15/06/2015;msa;0.648167235;SYP2-1-1-AAA-R109005
17/08/2015;msa;2.223464233;SYP2-1-1-AAA-R109005
13/10/2015;msa;1.496483613;SYP2-1-1-AAA-R109005
09/12/2015;msa;14.002;SYP2-1-1-AAA-R109005
04/02/2016;msa;31.843;SYP2-1-1-AAA-R109005
22/03/2016;msa;42.07;SYP2-1-1-AAA-R109005
09/12/2015;nbtfl;0;SYP2-1-1-AAA-R109005
04/02/2016;nbtfl;0;SYP2-1-1-AAA-R109005
22/03/2016;nbtfl;0;SYP2-1-1-AAA-R109005
15/06/2015;nbtv;13.77777778;SYP2-1-1-AAA-R109005
17/08/2015;nbtv;22.88888889;SYP2-1-1-AAA-R109005
13/10/2015;nbtv;6.666666667;SYP2-1-1-AAA-R109005
09/12/2015;nbtv;20.222;SYP2-1-1-AAA-R109005
04/02/2016;nbtv;19.111;SYP2-1-1-AAA-R109005
22/03/2016;nbtv;17.333;SYP2-1-1-AAA-R109005
09/12/2015;pcihaer;982.362;SYP2-1-1-AAA-R109005
04/02/2016;pcihaer;2021.169;SYP2-1-1-AAA-R109005
22/03/2016;pcihaer;2208.62;SYP2-1-1-AAA-R109005
09/12/2015;purjaer;8.665;SYP2-1-1-AAA-R109005
04/02/2016;purjaer;32.238;SYP2-1-1-AAA-R109005
22/03/2016;purjaer;20.447;SYP2-1-1-AAA-R109005
09/12/2015;sucraer;0.303;SYP2-1-1-AAA-R109005
04/02/2016;sucraer;1.504;SYP2-1-1-AAA-R109005
22/03/2016;sucraer;0.765;SYP2-1-1-AAA-R109005
09/12/2015;brixaer;3.304;SYP2-1-1-AAA-R109901
04/02/2016;brixaer;4.805;SYP2-1-1-AAA-R109901
22/03/2016;brixaer;4.933;SYP2-1-1-AAA-R109901
09/12/2015;brixjaer;4.05;SYP2-1-1-AAA-R109901
04/02/2016;brixjaer;6.34;SYP2-1-1-AAA-R109901
22/03/2016;brixjaer;6.45;SYP2-1-1-AAA-R109901
04/02/2016;cendaer;1.083;SYP2-1-1-AAA-R109901
09/12/2015;fibraer;14.73;SYP2-1-1-AAA-R109901
04/02/2016;fibraer;19.371;SYP2-1-1-AAA-R109901
22/03/2016;fibraer;18.818;SYP2-1-1-AAA-R109901
15/06/2015;htvdx;36;SYP2-1-1-AAA-R109901
17/08/2015;htvdx;59;SYP2-1-1-AAA-R109901
13/10/2015;htvdx;73;SYP2-1-1-AAA-R109901
15/06/2015;humaer;84.50232446;SYP2-1-1-AAA-R109901
17/08/2015;humaer;83.69331707;SYP2-1-1-AAA-R109901
13/10/2015;humaer;82.40989894;SYP2-1-1-AAA-R109901
09/12/2015;humaer;82.569;SYP2-1-1-AAA-R109901
04/02/2016;humaer;76.892;SYP2-1-1-AAA-R109901
22/03/2016;humaer;76.473;SYP2-1-1-AAA-R109901
15/06/2015;mfa;7.686224642;SYP2-1-1-AAA-R109901
17/08/2015;mfa;35.98137772;SYP2-1-1-AAA-R109901
13/10/2015;mfa;6.985826296;SYP2-1-1-AAA-R109901
09/12/2015;mfa;129.822;SYP2-1-1-AAA-R109901
04/02/2016;mfa;133.356;SYP2-1-1-AAA-R109901
22/03/2016;mfa;257.067;SYP2-1-1-AAA-R109901
23/03/2016;mfa;192.262;SYP2-1-1-AAA-R109901
15/06/2015;msa;1.191186157;SYP2-1-1-AAA-R109901
17/08/2015;msa;5.86736918;SYP2-1-1-AAA-R109901
13/10/2015;msa;1.228813906;SYP2-1-1-AAA-R109901
09/12/2015;msa;22.629;SYP2-1-1-AAA-R109901
04/02/2016;msa;30.816;SYP2-1-1-AAA-R109901
22/03/2016;msa;60.48;SYP2-1-1-AAA-R109901
09/12/2015;nbtfl;0;SYP2-1-1-AAA-R109901
04/02/2016;nbtfl;0;SYP2-1-1-AAA-R109901
22/03/2016;nbtfl;0;SYP2-1-1-AAA-R109901
15/06/2015;nbtv;28;SYP2-1-1-AAA-R109901
17/08/2015;nbtv;66.66666667;SYP2-1-1-AAA-R109901
13/10/2015;nbtv;6.666666667;SYP2-1-1-AAA-R109901
09/12/2015;nbtv;36.222;SYP2-1-1-AAA-R109901
04/02/2016;nbtv;25.556;SYP2-1-1-AAA-R109901
22/03/2016;nbtv;30.222;SYP2-1-1-AAA-R109901
09/12/2015;pcihaer;981.865;SYP2-1-1-AAA-R109901
04/02/2016;pcihaer;2110.614;SYP2-1-1-AAA-R109901
22/03/2016;pcihaer;2191.397;SYP2-1-1-AAA-R109901
09/12/2015;purjaer;2.678;SYP2-1-1-AAA-R109901
04/02/2016;purjaer;27.285;SYP2-1-1-AAA-R109901
22/03/2016;purjaer;36.047;SYP2-1-1-AAA-R109901
09/12/2015;sucraer;0.089;SYP2-1-1-AAA-R109901
04/02/2016;sucraer;1.311;SYP2-1-1-AAA-R109901
22/03/2016;sucraer;1.778;SYP2-1-1-AAA-R109901
09/12/2015;brixaer;3.625;SYP2-1-1-AAA-R109902
04/02/2016;brixaer;4.675;SYP2-1-1-AAA-R109902
22/03/2016;brixaer;4.134;SYP2-1-1-AAA-R109902
09/12/2015;brixjaer;4.42;SYP2-1-1-AAA-R109902
04/02/2016;brixjaer;6.41;SYP2-1-1-AAA-R109902
22/03/2016;brixjaer;5.6;SYP2-1-1-AAA-R109902
09/12/2015;fibraer;14.396;SYP2-1-1-AAA-R109902
04/02/2016;fibraer;21.657;SYP2-1-1-AAA-R109902
22/03/2016;fibraer;20.941;SYP2-1-1-AAA-R109902
15/06/2015;htvdx;33;SYP2-1-1-AAA-R109902
17/08/2015;htvdx;47;SYP2-1-1-AAA-R109902
13/10/2015;htvdx;71;SYP2-1-1-AAA-R109902
15/06/2015;humaer;82.98140458;SYP2-1-1-AAA-R109902
17/08/2015;humaer;82.9108243;SYP2-1-1-AAA-R109902
13/10/2015;humaer;82.81033514;SYP2-1-1-AAA-R109902
09/12/2015;humaer;82.525;SYP2-1-1-AAA-R109902
04/02/2016;humaer;74.245;SYP2-1-1-AAA-R109902
22/03/2016;humaer;75.358;SYP2-1-1-AAA-R109902
15/06/2015;mfa;4.456419693;SYP2-1-1-AAA-R109902
17/08/2015;mfa;21.4082238;SYP2-1-1-AAA-R109902
13/10/2015;mfa;10.91991288;SYP2-1-1-AAA-R109902
09/12/2015;mfa;98.333;SYP2-1-1-AAA-R109902
04/02/2016;mfa;113.511;SYP2-1-1-AAA-R109902
22/03/2016;mfa;156.267;SYP2-1-1-AAA-R109902
23/03/2016;mfa;177.976;SYP2-1-1-AAA-R109902
15/06/2015;msa;0.758420038;SYP2-1-1-AAA-R109902
17/08/2015;msa;3.65848898;SYP2-1-1-AAA-R109902
13/10/2015;msa;1.877096427;SYP2-1-1-AAA-R109902
09/12/2015;msa;17.184;SYP2-1-1-AAA-R109902
04/02/2016;msa;29.235;SYP2-1-1-AAA-R109902
22/03/2016;msa;38.507;SYP2-1-1-AAA-R109902
09/12/2015;nbtfl;0;SYP2-1-1-AAA-R109902
04/02/2016;nbtfl;0;SYP2-1-1-AAA-R109902
22/03/2016;nbtfl;0;SYP2-1-1-AAA-R109902
15/06/2015;nbtv;10.22222222;SYP2-1-1-AAA-R109902
17/08/2015;nbtv;22.22222222;SYP2-1-1-AAA-R109902
13/10/2015;nbtv;6.666666667;SYP2-1-1-AAA-R109902
09/12/2015;nbtv;19.556;SYP2-1-1-AAA-R109902
04/02/2016;nbtv;19.333;SYP2-1-1-AAA-R109902
22/03/2016;nbtv;13.111;SYP2-1-1-AAA-R109902
09/12/2015;pcihaer;986.237;SYP2-1-1-AAA-R109902
04/02/2016;pcihaer;2649.165;SYP2-1-1-AAA-R109902
22/03/2016;pcihaer;2431.017;SYP2-1-1-AAA-R109902
09/12/2015;purjaer;7.797;SYP2-1-1-AAA-R109902
04/02/2016;purjaer;28.656;SYP2-1-1-AAA-R109902
22/03/2016;purjaer;25.029;SYP2-1-1-AAA-R109902
09/12/2015;sucraer;0.283;SYP2-1-1-AAA-R109902
04/02/2016;sucraer;1.34;SYP2-1-1-AAA-R109902
22/03/2016;sucraer;1.035;SYP2-1-1-AAA-R109902
09/12/2015;brixaer;3.272;SYP2-1-1-AAA-R109903
04/02/2016;brixaer;4.032;SYP2-1-1-AAA-R109903
22/03/2016;brixaer;3.972;SYP2-1-1-AAA-R109903
09/12/2015;brixjaer;4.05;SYP2-1-1-AAA-R109903
04/02/2016;brixjaer;5.41;SYP2-1-1-AAA-R109903
22/03/2016;brixjaer;5.42;SYP2-1-1-AAA-R109903
09/12/2015;fibraer;15.359;SYP2-1-1-AAA-R109903
04/02/2016;fibraer;20.38;SYP2-1-1-AAA-R109903
22/03/2016;fibraer;21.38;SYP2-1-1-AAA-R109903
15/06/2015;htvdx;32;SYP2-1-1-AAA-R109903
17/08/2015;htvdx;2035;SYP2-1-1-AAA-R109903
13/10/2015;htvdx;154;SYP2-1-1-AAA-R109903
15/06/2015;humaer;83.25677478;SYP2-1-1-AAA-R109903
17/08/2015;humaer;77.1162528;SYP2-1-1-AAA-R109903
13/10/2015;humaer;81.94971686;SYP2-1-1-AAA-R109903
09/12/2015;humaer;80.605;SYP2-1-1-AAA-R109903
04/02/2016;humaer;76.403;SYP2-1-1-AAA-R109903
22/03/2016;humaer;75.071;SYP2-1-1-AAA-R109903
15/06/2015;mfa;7.528766169;SYP2-1-1-AAA-R109903
17/08/2015;mfa;53.7940811;SYP2-1-1-AAA-R109903
13/10/2015;mfa;14.09327962;SYP2-1-1-AAA-R109903
09/12/2015;mfa;112.556;SYP2-1-1-AAA-R109903
04/02/2016;mfa;109.378;SYP2-1-1-AAA-R109903
22/03/2016;mfa;157.733;SYP2-1-1-AAA-R109903
23/03/2016;mfa;167.857;SYP2-1-1-AAA-R109903
15/06/2015;msa;1.260558276;SYP2-1-1-AAA-R109903
17/08/2015;msa;12.31010153;SYP2-1-1-AAA-R109903
13/10/2015;msa;2.543876875;SYP2-1-1-AAA-R109903
09/12/2015;msa;21.83;SYP2-1-1-AAA-R109903
04/02/2016;msa;25.81;SYP2-1-1-AAA-R109903
22/03/2016;msa;39.321;SYP2-1-1-AAA-R109903
09/12/2015;nbtfl;0;SYP2-1-1-AAA-R109903
04/02/2016;nbtfl;0;SYP2-1-1-AAA-R109903
22/03/2016;nbtfl;0;SYP2-1-1-AAA-R109903
15/06/2015;nbtv;21.55555556;SYP2-1-1-AAA-R109903
17/08/2015;nbtv;30.22222222;SYP2-1-1-AAA-R109903
13/10/2015;nbtv;6.666666667;SYP2-1-1-AAA-R109903
09/12/2015;nbtv;30;SYP2-1-1-AAA-R109903
04/02/2016;nbtv;21.778;SYP2-1-1-AAA-R109903
22/03/2016;nbtv;24.667;SYP2-1-1-AAA-R109903
04/02/2016;pcihaer;2221.738;SYP2-1-1-AAA-R109903
04/02/2016;purjaer;18.131;SYP2-1-1-AAA-R109903
04/02/2016;sucraer;0.731;SYP2-1-1-AAA-R109903
09/12/2015;brixaer;3.444;SYP2-1-1-AAA-R109904
04/02/2016;brixaer;4.826;SYP2-1-1-AAA-R109904
22/03/2016;brixaer;5.526;SYP2-1-1-AAA-R109904
09/12/2015;brixjaer;4.12;SYP2-1-1-AAA-R109904
04/02/2016;brixjaer;6.31;SYP2-1-1-AAA-R109904
22/03/2016;brixjaer;7.29;SYP2-1-1-AAA-R109904
09/12/2015;fibraer;13.119;SYP2-1-1-AAA-R109904
04/02/2016;fibraer;18.81;SYP2-1-1-AAA-R109904
22/03/2016;fibraer;19.356;SYP2-1-1-AAA-R109904
15/06/2015;htvdx;25;SYP2-1-1-AAA-R109904
17/08/2015;htvdx;85;SYP2-1-1-AAA-R109904
13/10/2015;htvdx;96;SYP2-1-1-AAA-R109904
15/06/2015;humaer;81.25078776;SYP2-1-1-AAA-R109904
17/08/2015;humaer;81.4357276;SYP2-1-1-AAA-R109904
13/10/2015;humaer;81.59662082;SYP2-1-1-AAA-R109904
09/12/2015;humaer;84.101;SYP2-1-1-AAA-R109904
04/02/2016;humaer;77.091;SYP2-1-1-AAA-R109904
22/03/2016;humaer;74.776;SYP2-1-1-AAA-R109904
15/06/2015;mfa;2.801463988;SYP2-1-1-AAA-R109904
17/08/2015;mfa;24.80805506;SYP2-1-1-AAA-R109904
13/10/2015;mfa;10.99318886;SYP2-1-1-AAA-R109904
09/12/2015;mfa;124.333;SYP2-1-1-AAA-R109904
04/02/2016;mfa;165.222;SYP2-1-1-AAA-R109904
22/03/2016;mfa;167.911;SYP2-1-1-AAA-R109904
23/03/2016;mfa;192.857;SYP2-1-1-AAA-R109904
15/06/2015;msa;0.525252429;SYP2-1-1-AAA-R109904
17/08/2015;msa;4.60543492;SYP2-1-1-AAA-R109904
13/10/2015;msa;2.02311823;SYP2-1-1-AAA-R109904
09/12/2015;msa;19.768;SYP2-1-1-AAA-R109904
04/02/2016;msa;37.851;SYP2-1-1-AAA-R109904
22/03/2016;msa;42.355;SYP2-1-1-AAA-R109904
09/12/2015;nbtfl;0;SYP2-1-1-AAA-R109904
04/02/2016;nbtfl;0;SYP2-1-1-AAA-R109904
22/03/2016;nbtfl;0;SYP2-1-1-AAA-R109904
15/06/2015;nbtv;6.444444444;SYP2-1-1-AAA-R109904
17/08/2015;nbtv;24.66666667;SYP2-1-1-AAA-R109904
13/10/2015;nbtv;6.666666667;SYP2-1-1-AAA-R109904
09/12/2015;nbtv;21.556;SYP2-1-1-AAA-R109904
04/02/2016;nbtv;19.111;SYP2-1-1-AAA-R109904
22/03/2016;nbtv;12;SYP2-1-1-AAA-R109904
09/12/2015;pcihaer;670.259;SYP2-1-1-AAA-R109904
04/02/2016;pcihaer;2071.973;SYP2-1-1-AAA-R109904
22/03/2016;pcihaer;2531.816;SYP2-1-1-AAA-R109904
09/12/2015;purjaer;-1.436;SYP2-1-1-AAA-R109904
04/02/2016;purjaer;20.447;SYP2-1-1-AAA-R109904
22/03/2016;purjaer;25.377;SYP2-1-1-AAA-R109904
09/12/2015;sucraer;-0.049;SYP2-1-1-AAA-R109904
04/02/2016;sucraer;0.987;SYP2-1-1-AAA-R109904
22/03/2016;sucraer;1.402;SYP2-1-1-AAA-R109904
09/12/2015;brixaer;3.903;SYP2-1-1-AAA-R109905
04/02/2016;brixaer;5.162;SYP2-1-1-AAA-R109905
22/03/2016;brixaer;4.139;SYP2-1-1-AAA-R109905
09/12/2015;brixjaer;4.74;SYP2-1-1-AAA-R109905
04/02/2016;brixjaer;6.54;SYP2-1-1-AAA-R109905
22/03/2016;brixjaer;5.43;SYP2-1-1-AAA-R109905
09/12/2015;fibraer;14.123;SYP2-1-1-AAA-R109905
04/02/2016;fibraer;16.855;SYP2-1-1-AAA-R109905
22/03/2016;fibraer;19.025;SYP2-1-1-AAA-R109905
15/06/2015;htvdx;30;SYP2-1-1-AAA-R109905
17/08/2015;htvdx;63;SYP2-1-1-AAA-R109905
13/10/2015;htvdx;100;SYP2-1-1-AAA-R109905
15/06/2015;humaer;78.62755634;SYP2-1-1-AAA-R109905
17/08/2015;humaer;79.0624444;SYP2-1-1-AAA-R109905
13/10/2015;humaer;79.93443648;SYP2-1-1-AAA-R109905
09/12/2015;humaer;81.928;SYP2-1-1-AAA-R109905
04/02/2016;humaer;76.714;SYP2-1-1-AAA-R109905
22/03/2016;humaer;77.067;SYP2-1-1-AAA-R109905
15/06/2015;mfa;6.767236987;SYP2-1-1-AAA-R109905
17/08/2015;mfa;15.20666513;SYP2-1-1-AAA-R109905
13/10/2015;mfa;10.2297307;SYP2-1-1-AAA-R109905
09/12/2015;mfa;56.022;SYP2-1-1-AAA-R109905
04/02/2016;mfa;112.933;SYP2-1-1-AAA-R109905
22/03/2016;mfa;168.622;SYP2-1-1-AAA-R109905
23/03/2016;mfa;136.31;SYP2-1-1-AAA-R109905
15/06/2015;msa;1.446323912;SYP2-1-1-AAA-R109905
17/08/2015;msa;3.183903966;SYP2-1-1-AAA-R109905
13/10/2015;msa;2.052653111;SYP2-1-1-AAA-R109905
09/12/2015;msa;10.124;SYP2-1-1-AAA-R109905
04/02/2016;msa;26.298;SYP2-1-1-AAA-R109905
22/03/2016;msa;38.671;SYP2-1-1-AAA-R109905
09/12/2015;nbtfl;0;SYP2-1-1-AAA-R109905
04/02/2016;nbtfl;0;SYP2-1-1-AAA-R109905
22/03/2016;nbtfl;0;SYP2-1-1-AAA-R109905
15/06/2015;nbtv;21.77777778;SYP2-1-1-AAA-R109905
17/08/2015;nbtv;24.22222222;SYP2-1-1-AAA-R109905
13/10/2015;nbtv;6.666666667;SYP2-1-1-AAA-R109905
09/12/2015;nbtv;18.889;SYP2-1-1-AAA-R109905
04/02/2016;nbtv;17.778;SYP2-1-1-AAA-R109905
22/03/2016;nbtv;19.778;SYP2-1-1-AAA-R109905
09/12/2015;pcihaer;1105.25;SYP2-1-1-AAA-R109905
04/02/2016;pcihaer;2142.327;SYP2-1-1-AAA-R109905
22/03/2016;pcihaer;2085.844;SYP2-1-1-AAA-R109905
09/12/2015;purjaer;3.32;SYP2-1-1-AAA-R109905
04/02/2016;purjaer;27.027;SYP2-1-1-AAA-R109905
22/03/2016;purjaer;17.882;SYP2-1-1-AAA-R109905
09/12/2015;sucraer;0.13;SYP2-1-1-AAA-R109905
04/02/2016;sucraer;1.395;SYP2-1-1-AAA-R109905
22/03/2016;sucraer;0.74;SYP2-1-1-AAA-R109905
09/12/2015;brixaer;4.011;SYP2-1-1-AAA-R109906
04/02/2016;brixaer;4.714;SYP2-1-1-AAA-R109906
22/03/2016;brixaer;4.284;SYP2-1-1-AAA-R109906
09/12/2015;brixjaer;5.04;SYP2-1-1-AAA-R109906
04/02/2016;brixjaer;6.15;SYP2-1-1-AAA-R109906
22/03/2016;brixjaer;5.8;SYP2-1-1-AAA-R109906
09/12/2015;fibraer;16.335;SYP2-1-1-AAA-R109906
04/02/2016;fibraer;18.677;SYP2-1-1-AAA-R109906
22/03/2016;fibraer;20.914;SYP2-1-1-AAA-R109906
15/06/2015;htvdx;28;SYP2-1-1-AAA-R109906
17/08/2015;htvdx;64;SYP2-1-1-AAA-R109906
13/10/2015;htvdx;100;SYP2-1-1-AAA-R109906
15/06/2015;humaer;85.07382345;SYP2-1-1-AAA-R109906
17/08/2015;humaer;84.8020912;SYP2-1-1-AAA-R109906
13/10/2015;humaer;84.37095148;SYP2-1-1-AAA-R109906
09/12/2015;humaer;80.44;SYP2-1-1-AAA-R109906
04/02/2016;humaer;75.956;SYP2-1-1-AAA-R109906
22/03/2016;humaer;75.526;SYP2-1-1-AAA-R109906
15/06/2015;mfa;3.253517429;SYP2-1-1-AAA-R109906
17/08/2015;mfa;15.34477392;SYP2-1-1-AAA-R109906
13/10/2015;mfa;9.973146939;SYP2-1-1-AAA-R109906
