date	rr	etp	tx	tn	rg	ux	un	vt	tm
01-04-2009	2	3.171	27.96	18.44	14.95	-999	-999	-999	22.12
02-04-2009	16.5	3.38	27.23	19.33	15.87	-999	-999	-999	22.53
03-04-2009	2.5	3.027	26.96	18.93	14.18	-999	-999	-999	22.37
04-04-2009	0.5	2.139	25.96	19.33	9.8	-999	-999	-999	22.45
05-04-2009	12.5	2.831	26.87	19.25	13.18	-999	-999	-999	22.53
06-04-2009	26	1.14	24.78	20.31	4.94	-999	-999	-999	21.95
07-04-2009	0	4.379	28.23	19.49	20.58	-999	-999	-999	23.11
08-04-2009	3	3.45	28.05	19.66	16.13	-999	-999	-999	22.86
09-04-2009	58	1.949	27.69	19.82	8.93	-999	-999	-999	22.04
10-04-2009	46	2.54	25.42	20.47	11.69	-999	-999	-999	22.86
11-04-2009	6	3.836	26.14	20.79	18.13	-999	-999	-999	22.45
12-04-2009	0	4.684	27.23	16.98	22.75	-999	-999	-999	21.21
13-04-2009	0.5	3.263	25.69	16.41	15.77	-999	-999	-999	20.72
14-04-2009	8.5	2.947	26.23	18.93	13.84	-999	-999	-999	22.12
15-04-2009	0	3.615	27.69	18.36	17.16	-999	-999	-999	22.04
16-04-2009	0	4.165	27.41	17.47	19.96	-999	-999	-999	21.79
17-04-2009	0	2.97	26.42	17.71	14.09	-999	-999	-999	21.54
18-04-2009	0	3.363	26.05	18.03	16.16	-999	-999	-999	21.13
19-04-2009	0	2.576	25.14	16.33	12.48	-999	-999	-999	19.9
20-04-2009	0	3.862	26.96	16	18.79	-999	-999	-999	20.72
21-04-2009	0.5	3.171	26.6	17.3	15.22	-999	-999	-999	21.05
22-04-2009	0	3.542	26.6	16.41	17.25	-999	-999	-999	20.47
23-04-2009	0	3.546	25.69	16.09	17.27	-999	-999	-999	20.47
24-04-2009	0	2.516	23.78	16.25	12.32	-999	-999	-999	19.24
25-04-2009	0	3.685	24.42	14.71	18.45	-999	-999	-999	18.99
26-04-2009	0	3.554	25.23	15.11	17.36	-999	-999	-999	20.31
27-04-2009	0	3.585	26.69	16.98	17.2	-999	-999	-999	21.38
28-04-2009	0	3.028	25.78	17.22	14.52	-999	-999	-999	20.97
29-04-2009	0	2.521	26.32	17.47	11.99	-999	-999	-999	20.88
30-04-2009	0	3.143	26.23	17.55	15.08	-999	-999	-999	21.05
01-05-2009	0	2.904	25.6	16.17	14.14	-999	-999	-999	19.98
02-05-2009	0	3.653	26.32	15.27	17.94	-999	-999	-999	20.06
03-05-2009	0	3.539	24.96	14.62	17.56	-999	-999	-999	19.4
04-05-2009	0	2.894	25.78	15.84	14.17	-999	-999	-999	19.65
05-05-2009	0	3.656	26.69	15.11	17.93	-999	-999	-999	20.14
06-05-2009	0	2.299	25.6	16.17	11.08	-999	-999	-999	19.81
07-05-2009	0	3.857	25.69	16.9	18.79	-999	-999	-999	20.64
08-05-2009	7	2.547	25.96	17.63	12.17	-999	-999	-999	20.64
09-05-2009	12.5	2.596	25.87	17.22	12.44	-999	-999	-999	20.55
10-05-2009	0.5	2.552	25.236936	16.91	12.38	-999	-999	-999	19.8111064
11-05-2009	0	2.551	26.139474	17.13	12.23	-999	-999	-999	20.45971792
12-05-2009	2.5	2.036	25.81218	17.98	9.56	-999	-999	-999	20.81930567
13-05-2009	0	1.368	24.264972	17.07	6.28	-999	-999	-999	20.06540067
14-05-2009	0	2.778	24.631938	16.62	13.56	-999	-999	-999	19.70897433
15-05-2009	0	2.589	24.592266	15.56	12.78	-999	-999	-999	18.87334833
16-05-2009	0	3.689	25.108002	14.21	18.47	-999	-999	-999	18.98614633
17-05-2009	0	3.366	24.979068	13.88	17.07	-999	-999	-999	18.09373767
18-05-2009	0	3.938	24.741036	14.11	19.9	-999	-999	-999	18.61629167
19-05-2009	0	3.886	23.640138	14.54	19.66	-999	-999	-999	18.529583
20-05-2009	0	3.026	23.82858	14.19	15.17	-999	-999	-999	18.459372
21-05-2009	0.4	2.212	23.650056	15.3	10.87	-999	-999	-999	18.630871
22-05-2009	0	2.911	25.574148	15.67	14.27	-999	-999	-999	19.60500067
23-05-2009	0	2.88	25.46505	16.33	14.04	-999	-999	-999	19.88622833
24-05-2009	0	2.449	25.385706	15.69	11.87	-999	-999	-999	19.71588033
25-05-2009	0	1.15	22.549158	17.16	5.19	-999	-999	-999	19.855535
26-05-2009	0	2.945	25.028658	16.16	14.35	-999	-999	-999	19.969484
27-05-2009	0	3.281	25.871688	16.67	16.05	-999	-999	-999	20.02396467
28-05-2009	0	2.271	24.046776	16.09	10.96	-999	-999	-999	19.69477867
29-05-2009	0.4	3.517	25.951032	17.01	17.02	-999	-999	-999	20.821224
30-05-2009	1.6	2.552	26.317998	17.05	12.2	-999	-999	-999	20.62517033
31-05-2009	0	2.678	25.742754	16.65	12.86	-999	-999	-999	20.53615967
01-06-2009	0	2.09	26.129556	18.01	9.79	-999	-999	-999	21.070991
02-06-2009	0	3.442	26.367588	17.13	16.53	-999	-999	-999	21.22369033
03-06-2009	0	3.529	26.744472	16.69	17.06	-999	-999	-999	20.89527167
04-06-2009	0	2.47	24.959232	15.86	11.95	-999	-999	-999	19.84594333
05-06-2009	0	3.05	25.177428	15.38	15.08	-999	-999	-999	19.24934167
06-06-2009	0	3.035	23.293008	13.49	15.42	-999	-999	-999	17.76109867
