date	rr	etp	tx	tn	rg	ux	un	vt	tm
01-01-2008	18.2	5.544629673	27.5601	20.666	25.95713622	-999	-999	-999	23.8079135
02-01-2008	0	1.671434371	26.2007	20.7631	7.417136215	-999	-999	-999	23.1579135
03-01-2008	5.4	3.617831048	26.0065	20.666	16.90713622	-999	-999	-999	23.0079135
04-01-2008	1.4	3.451990108	25.3268	20.1805	16.25713622	-999	-999	-999	22.4079135
05-01-2008	0	4.970613961	26.3949	20.0834	23.52713622	-999	-999	-999	22.9079135
06-01-2008	2.8	4.190542044	28.0456	18.9182	19.64713622	-999	-999	-999	23.1579135
07-01-2008	0	4.360497799	28.7253	21.0544	20.01713622	-999	-999	-999	24.6079135
08-01-2008	0.4	1.189045997	23.7732	21.637	5.147136215	-999	-999	-999	22.3579135
09-01-2008	0.6	0.209508357	22.7051	20.9573	0.347136215	-999	-999	-999	21.4579135
10-01-2008	1.8	4.62708918	27.2688	20.3747	21.64713622	-999	-999	-999	23.5079135
11-01-2008	0.6	5.209965303	28.5311	19.5979	24.36713622	-999	-999	-999	23.7579135
12-01-2008	0	5.688816194	27.9485	21.2486	26.44713622	-999	-999	-999	24.3079135
13-01-2008	0.4	5.659371244	28.3369	20.3747	26.40713622	-999	-999	-999	24.0579135
14-01-2008	0	4.114272211	28.0456	20.666	19.00713622	-999	-999	-999	24.0579135
15-01-2008	0	5.734538224	28.0456	20.666	26.76713622	-999	-999	-999	24.0579135
16-01-2008	0	4.692662805	28.2398	20.7631	21.72713622	-999	-999	-999	24.2079135
17-01-2008	0	5.189577619	29.1137	19.5979	24.15713622	-999	-999	-999	24.0579135
18-01-2008	27.8	5.560711438	28.6282	20.8602	25.77713622	-999	-999	-999	24.4579135
19-01-2008	13.2	4.485491874	27.9485	20.5689	20.81713622	-999	-999	-999	23.9579135
20-01-2008	1.4	4.386887818	27.6572	21.1515	20.29713622	-999	-999	-999	24.1079135
21-01-2008	10.8	5.81692	28.3369	19.7921	27.28713622	-999	-999	-999	23.7579135
22-01-2008	7	3.943210236	27.3659	19.7921	18.41713622	-999	-999	-999	23.2579135
23-01-2008	13.6	4.513074799	28.3369	20.3747	20.91713622	-999	-999	-999	24.0579135
24-01-2008	14.4	3.885484741	27.7543	20.5689	17.96713622	-999	-999	-999	23.8579135
25-01-2008	2.2	3.969059803	27.3659	19.695	18.55713622	-999	-999	-999	23.2079135
26-01-2008	0	4.990424743	27.7543	20.1805	23.34713622	-999	-999	-999	23.6579135
27-01-2008	0	5.246614572	29.1137	20.0834	24.33713622	-999	-999	-999	24.3079135
28-01-2008	6.8	3.750686331	29.2108	22.0254	16.92713622	-999	-999	-999	25.3579135
29-01-2008	61.6	0.333334664	24.2587	21.4428	0.937136215	-999	-999	-999	22.5079135
30-01-2008	61	1.658751027	25.6181	21.637	7.337136215	-999	-999	-999	23.3079135
31-01-2008	31.4	3.540629018	26.6862	22.1225	16.24713622	-999	-999	-999	24.1079135
01-02-2008	2	4.081137044	30.8615	22.5109	18.16920301	-999	-999	-999	26.512545
02-02-2008	0	4.703093568	28.8224	21.5399	21.52920301	-999	-999	-999	24.962545
03-02-2008	0	5.605721633	28.7253	19.3066	26.26920301	-999	-999	-999	23.762545
04-02-2008	1	1.641532481	26.7833	21.2486	7.199203014	-999	-999	-999	23.762545
05-02-2008	8.8	2.795798574	29.0166	22.1225	12.43920301	-999	-999	-999	25.362545
06-02-2008	1.6	4.140246758	29.0166	21.3457	18.86920301	-999	-999	-999	24.962545
07-02-2008	28	5.188156719	28.7253	21.0544	23.92920301	-999	-999	-999	24.662545
08-02-2008	0	4.816296299	27.8514	19.695	22.55920301	-999	-999	-999	23.512545
09-02-2008	11.6	3.112805689	28.3369	18.8211	14.37920301	-999	-999	-999	23.312545
10-02-2008	0.4	4.209663775	27.6572	20.0834	19.59920301	-999	-999	-999	23.612545
11-02-2008	11.8	3.818475468	28.0456	20.5689	17.58920301	-999	-999	-999	24.062545
12-02-2008	6	3.997859933	28.3369	21.4428	18.27920301	-999	-999	-999	24.662545
13-02-2008	3.2	5.104541917	28.7253	21.3457	23.47920301	-999	-999	-999	24.812545
14-02-2008	20	3.809368191	27.9485	20.5689	17.55920301	-999	-999	-999	24.012545
15-02-2008	75.6	1.439726592	23.9674	20.4718	6.429203014	-999	-999	-999	21.912545
16-02-2008	50.2	1.30301411	25.521	21.9283	5.599203014	-999	-999	-999	23.462545
17-02-2008	19	1.423036951	25.521	21.9283	6.179203014	-999	-999	-999	23.462545
