date	rr	etp	tx	tn	rg	ux	un	vt	tm
02-07-2000	6	4.01	31.59	24.1	17.02	93.33	61.2	108	-999
03-07-2000	0	3.77	31.51	25.02	15.84	93.33	61.2	108	-999
04-07-2000	0	4.6	31.02	25.42	20.67	93.33	61.2	108	-999
05-07-2000	0	4.82	31.33	26.42	22.05	93.33	61.2	108	-999
06-07-2000	0	5.27	32.27	26.31	24.18	93.33	61.2	108	-999
07-07-2000	0	5.12	32.43	23.12	22.8	93.33	61.2	108	-999
08-07-2000	0	4.7	31.43	24.75	21.54	93.33	61.2	108	-999
09-07-2000	0	4.46	31.21	24.7	19.88	93.33	61.2	108	-999
10-07-2000	4	4.94	32.35	23.71	22.65	93.33	61.2	108	-999
11-07-2000	0	5.24	31.51	23.99	24.59	93.33	61.2	108	-999
12-07-2000	11	4.75	32.52	23.77	21.64	93.33	61.2	108	-999
13-07-2000	0	5.01	32.06	24.81	23.07	93.33	61.2	108	-999
14-07-2000	0	4.07	30.77	23.67	17.11	93.33	61.2	108	-999
15-07-2000	0	4.83	31.39	26.46	22.81	93.33	61.2	108	-999
16-07-2000	0.5	4.95	32.58	25.27	22.18	93.33	61.2	108	-999
17-07-2000	0	4.93	31.78	25.67	22.2	93.33	61.2	108	-999
18-07-2000	0	4.82	31.25	23.79	21.58	93.33	61.2	108	-999
19-07-2000	0	5.14	31.98	26.08	24.32	93.33	61.2	108	-999
20-07-2000	0	5.35	31.76	25.94	24.65	93.33	61.2	108	-999
21-07-2000	0	4.37	32.43	26.56	18.92	93.33	61.2	108	-999
22-07-2000	0.5	5.07	31.26	26.32	22.78	93.33	61.2	108	-999
23-07-2000	0	4.75	32.31	24.84	21.06	93.33	61.2	108	-999
24-07-2000	4.5	5.17	31.46	24.7	23.88	93.33	61.2	108	-999
25-07-2000	0	4.83	32.6	24.54	21.97	93.33	61.2	108	-999
26-07-2000	0	5.19	32.18	26.14	23.93	93.33	61.2	108	-999
27-07-2000	3	5.06	31.5	26.98	22.94	93.33	61.2	108	-999
28-07-2000	12.5	4.8	32.48	25.76	21.15	93.33	61.2	108	-999
