date	rr	etp	tx	tn	rg	ux	un	vt	tm
01-01-1986	16	5.3	30.5	23.2	23.89583	-999	-999	-999	-999
02-01-1986	2.4	4.2	30.3	23	18.50417	-999	-999	-999	-999
03-01-1986	8.9	3.5	29.9	24.3	11.37667	-999	-999	-999	-999
04-01-1986	2.4	4.5	29.4	22.7	20.12917	-999	-999	-999	-999
05-01-1986	4.2	4.9	29.4	23	20.28667	-999	-999	-999	-999
06-01-1986	1.5	6	29.6	23.1	25.25667	-999	-999	-999	-999
07-01-1986	1.5	5.5	29.4	23	24.4525	-999	-999	-999	-999
08-01-1986	0	5.9	29.5	22.1	24.40333	-999	-999	-999	-999
09-01-1986	18.1	6.3	30.2	22.5	25.01417	-999	-999	-999	-999
10-01-1986	0.6	6.2	30	22.6	24.52083	-999	-999	-999	-999
11-01-1986	0	6	29.6	23.8	21.42083	-999	-999	-999	-999
12-01-1986	0	6.4	29.9	23.3	25.39083	-999	-999	-999	-999
13-01-1986	0	6.1	31.5	22	24.83667	-999	-999	-999	-999
14-01-1986	0.6	4.8	30.2	22.8	18.48667	-999	-999	-999	-999
15-01-1986	0	5.8	31	20.2	26.44583	-999	-999	-999	-999
16-01-1986	0	6.5	31.7	21.8	28.42833	-999	-999	-999	-999
17-01-1986	0	5.9	32	20.8	25.33833	-999	-999	-999	-999
18-01-1986	15.8	2.4	30.1	20.4	11.13917	-999	-999	-999	-999
19-01-1986	0.1	3.1	30	20.3	14.505	-999	-999	-999	-999
20-01-1986	10.3	4.6	30.7	19	22.74083	-999	-999	-999	-999
21-01-1986	0	6.9	29.1	22.7	27.89417	-999	-999	-999	-999
22-01-1986	0	5.5	30.3	21.3	23.845	-999	-999	-999	-999
23-01-1986	0	5.9	30.4	19.1	29.02167	-999	-999	-999	-999
24-01-1986	8.1	5.1	30.6	20	25.05917	-999	-999	-999	-999
25-01-1986	2.3	5.4	30.8	22.8	24.37167	-999	-999	-999	-999
26-01-1986	1	6	31.2	23.1	26.35917	-999	-999	-999	-999
27-01-1986	0	5.2	30.6	22.7	22.74083	-999	-999	-999	-999
28-01-1986	0	4.8	30.4	22.3	20.61333	-999	-999	-999	-999
29-01-1986	15.2	4.8	30.2	20.7	20.95667	-999	-999	-999	-999
30-01-1986	16.9	5	30.6	22	22.53667	-999	-999	-999	-999
31-01-1986	4.7	4.9	29.9	22.8	20.34083	-999	-999	-999	-999
01-02-1986	1	5.9	29.9	22.7	24.04667	-999	-999	-999	-999
02-02-1986	12.7	6.4	30.4	24.2	25.20583	-999	-999	-999	-999
03-02-1986	14.9	4.6	29.6	23.1	18.33083	-999	-999	-999	-999
04-02-1986	3.5	3.7	29.6	23.8	14.99333	-999	-999	-999	-999
05-02-1986	10.1	3.8	28.4	25.2	13.89083	-999	-999	-999	-999
06-02-1986	2.6	1.9	28.3	23.5	6.5125	-999	-999	-999	-999
07-02-1986	25.7	4.1	28.8	23.7	16.1725	-999	-999	-999	-999
08-02-1986	0.8	3.7	29.3	23.8	15.77833	-999	-999	-999	-999
09-02-1986	0.7	3.9	30.4	24	18.39833	-999	-999	-999	-999
10-02-1986	7.5	5.6	32.1	23.4	25.8825	-999	-999	-999	-999
11-02-1986	31.8	4.1	31	22.2	19.21583	-999	-999	-999	-999
12-02-1986	0.1	5	30.4	22.9	22.94417	-999	-999	-999	-999
13-02-1986	0	5.1	30.4	22	24.95917	-999	-999	-999	-999
14-02-1986	9.2	5.2	30.4	21.2	26.215	-999	-999	-999	-999
