date	rr	etp	tx	tn	rg	ux	un	vt	tm
01-02-1966	0	4.445503011	29.2	19.6	20.46340744	-999	-999	-999	24.4
02-02-1966	0	4.445503011	29.3	20.5	20.46340744	-999	-999	-999	24.9
03-02-1966	0	4.445503011	29.5	20.6	20.46340744	-999	-999	-999	25.1
04-02-1966	0	4.445503011	30.6	20.7	20.46340744	-999	-999	-999	25.7
05-02-1966	0	4.445503011	28.8	21	20.46340744	-999	-999	-999	24.9
06-02-1966	0	4.445503011	28.6	20.6	20.46340744	-999	-999	-999	24.6
07-02-1966	0	4.445503011	30.7	20	20.46340744	-999	-999	-999	25.4
08-02-1966	0	4.445503011	29.6	20.3	20.46340744	-999	-999	-999	25
09-02-1966	0	4.445503011	29.2	22	20.46340744	-999	-999	-999	25.6
10-02-1966	0	4.445503011	29.1	22.5	20.46340744	-999	-999	-999	25.8
11-02-1966	0	4.358683756	29.7	21.7	20.12929684	-999	-999	-999	25.7
12-02-1966	0	4.358683756	28.8	21.6	20.12929684	-999	-999	-999	25.2
13-02-1966	0	4.358683756	31.3	21.8	20.12929684	-999	-999	-999	26.6
14-02-1966	3.2	4.358683756	31.6	20.6	20.12929684	-999	-999	-999	26.1
15-02-1966	0	4.358683756	30.7	21.1	20.12929684	-999	-999	-999	25.9
16-02-1966	0	4.358683756	31.6	20.5	20.12929684	-999	-999	-999	26.1
17-02-1966	0	4.358683756	28.3	20.6	20.12929684	-999	-999	-999	24.5
18-02-1966	2.4	4.358683756	30.5	22.7	20.12929684	-999	-999	-999	26.6
19-02-1966	0.3	4.358683756	30.2	23.1	20.12929684	-999	-999	-999	26.7
20-02-1966	0	4.358683756	30	22	20.12929684	-999	-999	-999	26
21-02-1966	0	4.232408661	31	22	19.66163587	-999	-999	-999	26.5
22-02-1966	0.9	4.232408661	31.2	23	19.66163587	-999	-999	-999	27.1
23-02-1966	0.1	4.232408661	31.2	24	19.66163587	-999	-999	-999	27.6
24-02-1966	0	4.232408661	31.2	23	19.66163587	-999	-999	-999	27.1
25-02-1966	0	4.232408661	32.5	23.7	19.66163587	-999	-999	-999	28.1
26-02-1966	0	4.232408661	30	22.6	19.66163587	-999	-999	-999	26.3
27-02-1966	0	4.232408661	29.7	21.7	19.66163587	-999	-999	-999	25.7
