treatcode	obsdate	calage	stagnb	stadnb	stafnb	stahtvd	blatnb	blagnb	blastvd	glai	ei	stamsu	stamfm	stamdm	stamwc	stamsuc	stamfbc	stambjc	stampur	blagdm	bladm	agrfm	agrdm	agrwc	sendm
DEL2-0-3-AAA-R570	01-07-2009	1	3.111	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	05-10-2009	1	16.444	0.444	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	05-11-2009	1	-999	-999	-999	-999	-999	-999	-999	2.495	-999	-999	0.683	0.0883	88.235	-999	-999	-999	-999	2.5423	-999	24.1797	4.4119	81.754	-999
DEL2-0-3-AAA-R570	07-05-2009	1	0.889	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	07-08-2009	1	6.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	08-09-2009	1	10.444	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	09-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	09-12-2009	1	15.111	-999	-999	-999	20.22222	9	546.7389	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	10-10-2009	1	-999	-999	-999	-999	13.77778	9	380.1544	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	10-12-2009	1	-999	-999	-999	-999	-999	-999	-999	4.708	0.8966	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	11-06-2009	1	2.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	14-05-2009	1	1.333	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	14-09-2009	1	-999	-999	-999	-999	-999	-999	-999	0.661	0.2729	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	15-09-2009	1	-999	-999	-999	15.39024	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	16-02-2010	1	-999	-999	-999	-999	-999	-999	-999	7.509	0.9732	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	16-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	17-06-2009	1	2.667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	19-10-2009	1	-999	-999	-999	-999	-999	-999	-999	1.36	0.4808	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	20-05-2009	1	1.778	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	21-08-2009	1	8	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	22-06-2009	1	-999	-999	-999	-999	4.222222	3.444444	72.27889	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	23-04-2009	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	23-07-2009	1	5.111	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	23-09-2009	1	14.222	0.444	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	25-06-2009	1	3.111	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	26-02-2010	1	-999	-999	-999	-999	28.22222	8.555555	781.7678	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	26-06-2009	1	-999	-999	-999	-999	-999	-999	-999	0.294	0.1323	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	27-01-2010	1	9.111	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	27-07-2009	1	-999	-999	-999	-999	7.222222	6.111111	169.7889	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	28-06-2010	1	7.778	0	-999	-999	-999	-999	-999	-999	-999	17.128169	140.5128	29.82084	78.777	19.50571	15.862	19.50571	19.50571	-999	-999	181.0222	46.5261	74.301	-999
DEL2-0-3-AAA-R570	29-04-2009	1	0.444	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	29-05-2009	1	2	0	-999	7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	30-06-2009	1	-999	-999	-999	10.66667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DEL2-0-3-AAA-R570	31-07-2009	1	-999	-999	-999	-999	-999	-999	-999	0.371	0.1639	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
DSES-0-0-AAA-R570	03-02-2009	1	-999	-999	-999	-999	-999	-999	-999	3.098	-999	0.345854	19.43333	2.899	85.126	6.81333	9.6965	6.81333	6.81333	2.963	-999	-999	8.981	-999	0.539
DSES-0-0-AAA-R570	03-06-2009	1	-999	-999	-999	-999	-999	-999	-999	6.789	-999	14.352276	137.08889	33.875	75.292	14.58108	11.35573	14.58108	14.58108	7.192	-999	-999	54.033	-999	8.309
DSES-0-0-AAA-R570	06-04-2009	1	-999	-999	-999	-999	-999	-999	-999	5.575	-999	5.648624	87.44444	18.483	78.866	11.34828	11.09268	11.34828	11.34828	5.719	-999	-999	32.909	-999	4.866
DSES-0-0-AAA-R570	17-08-2009	1	-999	-999	-999	-999	-999	-999	-999	6.974	-999	21.575844	145.98889	43.689	70.078	19.08633	12.89107	19.08633	19.08633	7.425	-999	-999	66.777	-999	10.163
DSES-0-0-AAA-R570	19-10-2009	1	-999	-999	-999	-999	-999	-999	-999	4.523	-999	29.48225	168.47778	55.879	66.837	23.00614	14.11246	23.00614	23.00614	4.512	-999	-999	77.963	-999	12.431
DSES-1-0-AAA-R570	13-09-2010	1	-999	-999	-999	-999	-999	-999	-999	4.925	-999	15.986835	106.65556	29.187	72.639	19.78333	13.97733	19.78333	19.78333	4.966	-999	-999	47.725	-999	10.232
DSES-1-0-AAA-R570	15-11-2010	1	-999	-999	-999	-999	-999	-999	-999	3.342	-999	1.584444	9.42222	36.534	-999	22.69	13.95167	22.69	22.69	3.221	-999	-999	55.037	-999	12.488
DSES-1-0-AAA-R570	17-02-2010	1	-999	-999	-999	-999	-999	-999	-999	3.691	-999	-999	59.56667	1.2	-999	-999	-999	-999	-999	3.596	-999	-999	8.779	-999	0.867
DSES-1-0-AAA-R570	19-07-2010	1	-999	-999	-999	-999	-999	-999	-999	4.686	-999	13.107864	94.71111	30.692	67.596	18.62667	13.76833	18.62667	18.62667	4.695	-999	-999	47.254	-999	8.944
DSES-1-0-AAA-R570	25-05-2010	1	-999	-999	-999	-999	-999	-999	-999	5.174	-999	12.509056	103.04444	24.223	76.495	17.26333	12.65	17.26333	17.26333	5.252	-999	-999	41.166	-999	7.825
DSES-1-0-AAA-R570	31-03-2010	1	-999	-999	-999	-999	-999	-999	-999	5.599	-999	2.7414	91.38889	10.275	88.761	7.84667	9.99167	7.84667	7.84667	5.748	-999	-999	23.031	-999	1.802
DSLM-0-0-AAA-R570	13-11-2008	1	-999	-999	-999	-999	-999	-999	-999	5.382	-999	0.970432	41.12222	6.281	84.728	6.66667	10.80383	6.66667	6.66667	5.493	-999	-999	20.513	-999	3.516
DSLM-0-0-AAA-R570	20-01-2009	1	-999	-999	-999	-999	-999	-999	-999	7.566	-999	12.13999	132.1	25.82	80.462	13.72504	11.09105	13.72504	13.72504	8.187	-999	-999	53.845	-999	14.595
DSLM-0-0-AAA-R570	24-03-2009	1	-999	-999	-999	-999	-999	-999	-999	6.769	-999	17.177244	187.32222	44.773	76.1	13.52897	11.53576	13.52897	13.52897	7.167	-999	-999	70.997	-999	14.931
DSLM-0-0-AAA-R570	27-05-2009	1	-999	-999	-999	-999	-999	-999	-999	5.478	-999	18.231824	152.44444	41.816	72.573	16.24533	12.38346	16.24533	16.24533	5.605	-999	-999	62.932	-999	11.841
DSLM-0-0-AAA-R570	27-07-2009	1	-999	-999	-999	-999	-999	-999	-999	7.801	-999	28.514218	215.69333	62.762	70.903	17.51103	13.25981	17.51103	17.51103	8.496	-999	-999	95.052	-999	18.269
DSLM-1-0-AAA-R570	06-09-2010	1	-999	-999	-999	-999	-999	-999	-999	4.747	-999	26.24543	170.98889	32.551	80.963	19.86342	12.89419	19.86342	19.86342	4.764	-999	-999	50.337	-999	10.068
DSLM-1-0-AAA-R570	08-11-2010	1	-999	-999	-999	-999	-999	-999	-999	6.375	-999	2.82744	18.48889	51.699	-999	20.08237	12.7022	20.08237	20.08237	6.679	-999	-999	80.009	-999	16.646
DSLM-1-0-AAA-R570	12-07-2010	1	-999	-999	-999	-999	-999	-999	-999	6.348	-999	13.82199	111.02222	34.82	68.645	16.75087	12.27973	16.75087	16.75087	6.646	-999	-999	55.896	-999	10.643
DSLM-1-0-AAA-R570	15-02-2010	1	-999	-999	-999	-999	-999	-999	-999	4.231	-999	-999	59.25556	2.298	-999	-999	-999	-999	-999	4.187	-999	-999	11.075	-999	0.528
DSLM-1-0-AAA-R570	17-05-2010	1	-999	-999	-999	-999	-999	-999	-999	5.957	-999	13.143516	135.64444	21.73	83.987	14.20338	11.35447	14.20338	14.20338	6.173	-999	-999	37.009	-999	5.813
DSLM-1-0-AAA-R570	21-03-2010	1	-999	-999	-999	-999	-999	-999	-999	5.731	-999	3.58537	100.15556	9.765	-999	7.99333	10.175	7.99333	7.99333	5.904	-999	-999	23.608	-999	3.33
DSME-0-0-AAA-R570	13-01-2009	1	-999	-999	-999	-999	-999	-999	-999	4.673	-999	1.610928	47.52222	8.02	83.123	8.51333	10.74333	8.51333	8.51333	4.681	-999	-999	19.729	-999	1.85
DSME-0-0-AAA-R570	16-03-2009	1	-999	-999	-999	-999	-999	-999	-999	5.474	-999	7.319361	85.01111	19.915	76.579	13.39553	11.82396	13.39553	13.39553	5.601	-999	-999	34.973	-999	6.234
DSME-0-0-AAA-R570	21-07-2009	1	-999	-999	-999	-999	-999	-999	-999	6.824	-999	24.601536	167.13333	50.291	69.91	19.0372	13.31157	19.0372	19.0372	7.236	-999	-999	75.523	-999	12.91
DSME-0-0-AAA-R570	21-09-2009	1	-999	-999	-999	-999	-999	-999	-999	6.526	-999	24.97956	161.68889	49.964	69.099	19.92425	14.06665	19.92425	19.92425	6.865	-999	-999	77.334	-999	14.835
DSME-0-0-AAA-R570	25-05-2009	1	-999	-999	-999	-999	-999	-999	-999	5.646	-999	14.595401	117.61111	32.128	72.689	16.80185	12.43475	16.80185	16.80185	5.803	-999	-999	50.07	-999	8.379
DSME-1-0-AAA-R570	16-02-2010	1	-999	-999	-999	-999	-999	-999	-999	2.338	-999	-999	16.71111	0.476	-999	-999	-999	-999	-999	2.171	-999	-999	4.918	-999	0.303
DSME-1-0-AAA-R570	21-09-2010	1	-999	-999	-999	-999	-999	-999	-999	5.469	-999	15.177603	109.27778	13.223	87.902	18.25667	13.64	18.25667	18.25667	5.595	-999	-999	27.716	-999	4.325
DSME-1-0-AAA-R570	22-11-2010	1	-999	-999	-999	-999	-999	-999	-999	8.286	-999	0.533975	4.03333	34.104	-999	18.08667	12.21	18.08667	18.08667	9.15	-999	-999	60.007	-999	9.758
DSME-1-0-AAA-R570	26-07-2010	1	-999	-999	-999	-999	-999	-999	-999	6.401	-999	5.734503	44.01111	17.577	60.077	17.48667	13.18167	17.48667	17.48667	6.711	-999	-999	34.753	-999	5.545
DSME-1-0-AAA-R570	27-05-2010	1	-999	-999	-999	-999	-999	-999	-999	4.882	-999	5.44533	62.6	12.397	80.205	13.47667	12.595	13.47667	13.47667	4.918	-999	-999	25.57	-999	4.433
DSME-1-0-AAA-R570	29-03-2010	1	-999	-999	-999	-999	-999	-999	-999	3.567	-999	1.814463	52.3	2.68	-999	8.58333	10.48667	8.58333	8.58333	3.462	-999	-999	10.379	-999	1.233
DSVB-0-0-AAA-R570	07-07-2010	1	-999	-999	-999	-999	-999	-999	-999	8.03	-999	25.223373	199.71111	52.863	73.532	16.76411	12.21571	16.76411	16.76411	8.802	-999	-999	80.251	-999	12.193
DSVB-0-0-AAA-R570	10-05-2010	1	-999	-999	-999	-999	-999	-999	-999	6.025	-999	11.913824	176.24444	34.77	80.271	11.21934	11.04238	11.21934	11.21934	6.255	-999	-999	55.928	-999	10.8
DSVB-0-0-AAA-R570	16-03-2010	1	-999	-999	-999	-999	-999	-999	-999	7.201	-999	6.754356	153.16889	25.969	83.05	8.89656	10.2759	8.89656	8.89656	7.714	-999	-999	47.979	-999	8.289
DSVB-0-0-AAA-R570	16-11-2009	1	-999	-999	-999	-999	-999	-999	-999	3.25	-999	0.134442	2.91111	0.55	81.1	8.01	16.5	8.01	8.01	3.123	-999	-999	7.153	-999	0.738
DSVB-0-0-AAA-R570	19-01-2010	1	-999	-999	-999	-999	-999	-999	-999	6.446	-999	0.746226	63.78889	9.729	84.76	5.58667	12.43367	5.58667	5.58667	6.766	-999	-999	26.432	-999	3.552
GGO1-0-0-IRI-R570	14-06-2001	1	-999	-999	-999	-999	-999	-999	-999	5.62	-999	-999	46.3	9.874	78.678	-999	-999	-999	-999	5.818	-999	-999	22.7	-999	-999
GGO1-0-0-IRI-R570	14-09-2001	1	-999	-999	-999	-999	-999	-999	-999	6.7	-999	-999	117.3	29.378	74.962	-999	-999	-999	-999	7.126	-999	-999	51.596	-999	-999
GGO1-0-0-IRI-R570	17-04-2001	1	-999	-999	-999	-999	-999	-999	-999	4.82	-999	-999	15.1	2.468	83.709	-999	-999	-999	-999	4.878	-999	-999	12.549	-999	-999
GGO1-0-0-IRI-R570	20-11-2001	1	-999	-999	-999	-999	-999	-999	-999	4.26	-999	-999	123.7	36.733	70.305	-999	-999	-999	-999	4.227	-999	-999	63.25	-999	-999
GGO1-0-0-PLU-R570	03-03-2002	1	-999	-999	-999	-999	-999	-999	-999	4.6	-999	-999	107	29.43	72.495	-999	-999	-999	-999	6.54	-999	-999	67.5	-999	-999
GGO1-0-0-PLU-R570	04-04-2001	1	-999	-999	-999	-999	-999	-999	-999	2.25	-999	-999	1.5	0.279	82	-999	-999	-999	-999	2.026	-999	-999	4.775	-999	-999
GGO1-0-0-PLU-R570	11-06-2001	1	-999	-999	-999	-999	-999	-999	-999	1.74	-999	-999	5	1.342	73.2	-999	-999	-999	-999	1.514	-999	-999	7.545	-999	-999
GGO1-0-0-PLU-R570	20-09-2001	1	-999	-999	-999	-999	-999	-999	-999	3.85	-999	-999	39.1	7.655	80.43	-999	-999	-999	-999	3.762	-999	-999	27.706	-999	-999
GGO1-0-0-PLU-R570	25-11-2001	1	-999	-999	-999	-999	-999	-999	-999	3.46	-999	-999	46.2	10.351	77.597	-999	-999	-999	-999	3.325	-999	-999	28.979	-999	-999
GRB1-0-0-AAA-R570	16-08-2011	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	113.2	21.5	81.005	-999	-999	-999	-999	-999	-999	-999	33.7	-999	3.7
GSJ1-0-0-AAA-R570	09-11-2000	1	-999	-999	-999	-999	-999	-999	-999	2.52	-999	-999	16.36	1.5431	-999	-999	-999	-999	-999	2.3115	-999	-999	6.9034	-999	-999
GSJ1-0-0-AAA-R570	15-03-2001	1	-999	-999	-999	-999	-999	-999	-999	3.26	-999	-999	60.88	17.3365	71.534	-999	-999	-999	-999	3.1054	-999	-999	37.1397	-999	-999
GSJ1-0-0-AAA-R570	17-01-2001	1	-999	-999	-999	-999	-999	-999	-999	3.8	-999	-999	62.13	12.0866	80.557	-999	-999	-999	-999	3.7125	-999	-999	21.3789	-999	-999
GSJ1-0-0-AAA-R570	31-05-2001	1	-999	-999	-999	-999	-999	-999	-999	3.52	-999	-999	78.71	29.3592	62.706	-999	-999	-999	-999	3.3924	-999	-999	47.7161	-999	-999
GVER-1-0-AAA-R570	21-07-2000	1	-999	-999	-999	-999	-999	-999	-999	7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBIR-3-0-IRI-R570	05-11-2004	1	-999	-999	-999	-999	30.257	9.886	-999	-999	-999	-999	-999	-999	-999	22.452	-999	22.452	22.452	-999	-999	-999	-999	-999	-999
LBIR-3-0-IRI-R570	10-05-2004	1	-999	-999	-999	-999	22.914	9.343	-999	-999	-999	-999	-999	-999	-999	13.827	-999	13.827	13.827	-999	-999	-999	-999	-999	-999
LBIR-3-0-IRI-R570	14-06-2004	1	-999	-999	-999	-999	25.686	9.2	-999	-999	-999	-999	-999	-999	-999	17.546	-999	17.546	17.546	-999	-999	-999	-999	-999	-999
LBIR-3-0-IRI-R570	15-04-2004	1	-999	-999	-999	-999	20.2	9.486	-999	-999	-999	-999	-999	-999	-999	10.489	-999	10.489	10.489	-999	-999	-999	-999	-999	-999
LBIR-3-0-IRI-R570	19-02-2004	1	-999	-999	-999	-999	12	8.771	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBIR-3-0-IRI-R570	22-03-2004	1	-999	-999	-999	-999	17.029	9.543	-999	-999	-999	-999	-999	-999	-999	8.345	-999	8.345	8.345	-999	-999	-999	-999	-999	-999
LBIR-3-0-IRI-R570	23-08-2004	1	-999	-999	-999	-999	28.285	6.571	-999	-999	-999	-999	-999	-999	-999	21.95	-999	21.95	21.95	-999	-999	-999	-999	-999	-999
LBIR-3-0-IRI-R570	26-02-2004	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.256	-999	7.256	7.256	-999	-999	-999	-999	-999	-999
LBIR-3-0-IRI-R570	27-09-2004	1	-999	-999	-999	-999	30.257	6.886	-999	-999	-999	-999	-999	-999	-999	22.399	-999	22.399	22.399	-999	-999	-999	-999	-999	-999
LBIR-3-0-PLU-R570	05-11-2004	1	-999	-999	-999	-999	29.706	10.353	-999	-999	-999	-999	-999	-999	-999	22.217	-999	22.217	22.217	-999	-999	-999	-999	-999	-999
LBIR-3-0-PLU-R570	10-05-2004	1	-999	-999	-999	-999	22.471	9.059	-999	-999	-999	-999	-999	-999	-999	10.765	-999	10.765	10.765	-999	-999	-999	-999	-999	-999
LBIR-3-0-PLU-R570	14-06-2004	1	-999	-999	-999	-999	24.147	7.765	-999	-999	-999	-999	-999	-999	-999	15.695	-999	15.695	15.695	-999	-999	-999	-999	-999	-999
LBIR-3-0-PLU-R570	15-04-2004	1	-999	-999	-999	-999	19.794	9.029	-999	-999	-999	-999	-999	-999	-999	9.943	-999	9.943	9.943	-999	-999	-999	-999	-999	-999
LBIR-3-0-PLU-R570	19-02-2004	1	-999	-999	-999	-999	12	9.147	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBIR-3-0-PLU-R570	22-03-2004	1	-999	-999	-999	-999	17.029	9.529	-999	-999	-999	-999	-999	-999	-999	7.812	-999	7.812	7.812	-999	-999	-999	-999	-999	-999
LBIR-3-0-PLU-R570	23-08-2004	1	-999	-999	-999	-999	27.029	6.882	-999	-999	-999	-999	-999	-999	-999	23.032	-999	23.032	23.032	-999	-999	-999	-999	-999	-999
LBIR-3-0-PLU-R570	26-02-2004	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.453	-999	7.453	7.453	-999	-999	-999	-999	-999	-999
LBIR-3-0-PLU-R570	27-09-2004	1	-999	-999	-999	-999	29.706	8	-999	-999	-999	-999	-999	-999	-999	22.852	-999	22.852	22.852	-999	-999	-999	-999	-999	-999
LBNV-2-0-N00-R570	08-04-2003	1	-999	-999	-999	-999	20.5	8.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N00-R570	10-07-2003	1	-999	-999	-999	-999	28.7	10.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N00-R570	14-05-2003	1	-999	-999	-999	-999	24.8	9.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N00-R570	18-02-2003	1	-999	-999	-999	-999	15.7	8.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N13-R570	08-04-2003	1	-999	-999	-999	-999	21.1	8.9	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N13-R570	10-07-2003	1	-999	-999	-999	-999	30.1	11.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N13-R570	14-05-2003	1	-999	-999	-999	-999	25.3	9.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N13-R570	18-02-2003	1	-999	-999	-999	-999	15.5	7.9	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N30-R570	08-04-2003	1	-999	-999	-999	-999	21.18	9.91	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N30-R570	10-07-2003	1	-999	-999	-999	-999	30	11.45	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N30-R570	14-05-2003	1	-999	-999	-999	-999	25.36	10	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LBNV-2-0-N30-R570	18-02-2003	1	-999	-999	-999	-999	14.91	7.82	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-I00-R570	15-07-2004	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	13.49373	121.0244	-999	-999	17.52905	15.48433	17.52905	17.52905	-999	-999	-999	-999	-999	-999
LINV-0-0-I06-R570	15-07-2004	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	13.5432	118.8044	-999	-999	17.86238	15.553	17.86238	17.86238	-999	-999	-999	-999	-999	-999
LINV-0-0-I13-R570	01-09-2003	1	13	0.2222222	-999	-999	-999	-999	-999	0.8345752	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.6715525	-999	-999	1.152649	-999	-999
LINV-0-0-I13-R570	01-10-2003	1	18.16667	0.1666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-I13-R570	02-06-2003	1	3.222222	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-I13-R570	03-11-2003	1	17.33333	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-I13-R570	10-03-2004	1	-999	-999	-999	-999	-999	-999	-999	6.064039	-999	-999	104.0514	20.8007	80.01	-999	-999	-999	-999	6.146899	-999	-999	38.50405	-999	-999
LINV-0-0-I13-R570	12-11-2003	1	-999	-999	-999	-999	-999	-999	-999	2.362539	-999	-999	4.380289	0.6775599	84.703	-999	-999	-999	-999	2.180398	-999	-999	7.505848	-999	-999
LINV-0-0-I13-R570	15-07-2004	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	16.978114	148.68	-999	-999	17.96238	15.553	17.96238	17.96238	-999	-999	-999	-999	-999	-999
LINV-0-0-I13-R570	21-05-2003	1	1.777778	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-I13-R570	23-06-2003	1	4.111111	0.6666667	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-I13-R570	28-07-2003	1	8.333333	0.3333333	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-P00-R570	15-07-2004	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	9.07235	78.89555	-999	-999	18.26238	15.99933	18.26238	18.26238	-999	-999	-999	-999	-999	-999
LINV-0-0-P06-R570	15-07-2004	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	10.864732	96.92445	-999	-999	17.76238	15.656	17.76238	17.76238	-999	-999	-999	-999	-999	-999
LINV-0-0-P13-R570	01-09-2003	1	5.666667	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-P13-R570	01-10-2003	1	11	0.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-P13-R570	02-06-2003	1	3.111111	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-P13-R570	03-11-2003	1	12.5	0.7777778	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
LINV-0-0-P13-R570	15-07-2004	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	11.767007	104.4144	-999	-999	17.66238	14.86633	17.66238	17.66238	-999	-999	-999	-999	-999	-999
LINV-0-0-P13-R570	21-05-2003	1	2.166667	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
